Score,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Min,Sec,Comment
,Opponent,23,in_play,Backhand,Topspin,87.800835,105,0,0,no_mans_land,ad,near,-0.800411,2.265979,no_mans_land,ad,far,3.964147,24.229727,1.023252,cross court,In,false,12:40:47,2488.600098,41,29,
,Player,24,in_play,Backhand,Flat,88.922028,105,0,0,no_mans_land,deuce,far,-2.512985,18.700041,no_mans_land,ad,near,-2.704087,-0.058641,0.544818,down the line,In,false,12:40:49,2489.830078,41,30,
,Opponent,25,in_play,Forehand,Topspin,67.613785,105,0,0,service_box,deuce,near,2.975549,6.867726,out,deuce,far,-2.050418,25.328253,0.901084,cross court,In,false,12:40:50,2491,41,31,
,Player,26,in_play,Forehand,Topspin,76.269875,105,0,0,no_mans_land,deuce,far,-2.750191,18.58765,no_mans_land,deuce,near,3.593914,2.149841,0.881214,cross court,In,false,12:40:51,2492.27002,41,32,
,Opponent,27,in_play,Forehand,Topspin,87.780853,105,0,0,service_box,deuce,near,2.967711,6.363753,no_mans_land,deuce,far,-4.068342,24.739275,0.920333,cross court,In,false,12:40:53,2493.76001,41,34,
,Player,28,in_play,Forehand,Topspin,98.005493,105,0,0,no_mans_land,deuce,far,-3.310758,19.526875,no_mans_land,deuce_alley,near,4.389033,2.60907,0.973403,down the line,In,false,12:40:54,2495.199951,41,35,
,Opponent,29,in_play,Forehand,Topspin,113.90696,105,0,0,no_mans_land,ad,near,-1.527166,3.753442,out,deuce_alley,far,-4.574408,25.465153,0.716471,down the line,In,false,12:40:55,2496.399902,41,36,
,Player,30,in_play,Backhand,Flat,69.795341,105,0,0,no_mans_land,ad,far,0.842395,22.613754,no_mans_land,ad,near,-0.578938,2.603337,0.657953,cross court,In,false,12:40:56,2497.310059,41,37,
,Opponent,31,in_play,Backhand,Topspin,76.013947,105,0,0,no_mans_land,ad,near,-1.680389,2.980889,no_mans_land,ad,far,0.705793,24.478172,0.757524,cross court,In,false,12:40:57,2498.560059,41,39,
,Player,32,in_play,Backhand,Slice,49.877972,105,0,0,service_box,ad,far,0.125609,14.482859,no_mans_land,ad,near,-2.24246,0.253938,0.603993,cross court,In,false,12:40:59,2500.110107,41,40,
,Opponent,33,in_play,Forehand,Topspin,50.905251,105,0,0,service_box,ad_alley,near,-4.23421,5.506569,service_box,deuce,far,-3.04198,18.513905,0.771552,down the line,Out,false,12:41:01,2502.280029,41,42,
,Player,34,in_play,Backhand,Topspin,62.131962,105,0,0,no_mans_land,deuce,far,-0.49931,22.714378,no_mans_land,ad_alley,near,-4.157361,2.363268,0.66673,down the line,In,false,12:41:03,2503.959961,41,44,
,Opponent,35,in_play,Backhand,Topspin,51.80975,105,0,0,no_mans_land,ad,near,-1.092237,1.973288,no_mans_land,deuce,far,-0.49931,23.923166,2.011055,inside in,In,false,12:41:06,2507.080078,41,47,Out
,Player,0,none,Backhand,Topspin,69.398643,106,0,0,no_mans_land,deuce,near,0.720488,1.583219,no_mans_land,ad,near,-0.103316,0.102372,1.315117,down the line,Net,false,12:41:30,2531.439941,42,11,REPLAY (no serve since24sec shot)
,Player,1,none,Backhand,Topspin,65.735466,106,0,0,service_box,ad,far,0.119241,14.017111,out,ad,near,-1.233047,-11.221204,2.701554,cross court,In,false,12:41:31,2532.52002,42,13,REPLAY
,Opponent,2,none,Forehand,Topspin,50.61166,106,0,0,service_box,deuce,far,-0.326975,18.257591,service_box,ad,far,0.119241,15.225899,1.093493,inside in,Net,false,12:41:33,2534.080078,42,14,REPLAY
,Opponent,3,none,Forehand,Topspin,65.176964,106,0,0,no_mans_land,ad_alley,near,-4.225153,4.692943,service_box,deuce,far,-0.442581,14.35422,1.501711,down the line,Out,false,12:41:35,2535.76001,42,16,REPLAY
,Player,4,none,Forehand,Topspin,53.483913,106,0,0,service_box,ad,near,-0.393633,8.123842,no_mans_land,deuce,near,0.66167,2.135448,2.439303,down the line,Net,false,12:41:41,2541.76001,42,22,REPLAY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serve missing (camera angle)
,Player,0,none,Forehand,Topspin,59.935535,107,0,0,no_mans_land,ad,far,3.682758,20.158394,no_mans_land,ad,near,-0.814309,-0.279863,0.81065,inside out,In,false,12:41:59,2559.879883,42,40,
,Opponent,1,none,Backhand,Topspin,80.823631,107,0,0,no_mans_land,deuce,near,3.01723,2.676458,no_mans_land,ad_alley,far,4.707966,22.212971,1.561459,down the line,In,false,12:42:01,2562.040039,42,42,
,Player,2,none,Forehand,Flat,50.219654,107,0,0,service_box,ad,near,-2.980044,5.709128,out,deuce,near,2.841222,-0.639187,0.671202,down the line,Net,false,12:42:02,2562.949951,42,43,
30 30,Opponent,1,serve,Serve,Flat,130.891739,109,0,0,service_box,deuce,near,3.096355,7.498875,no_mans_land,deuce,far,-0.913094,23.51927,2.930716,out wide,In,false,12:42:39,2599.820068,43,20,
,Player,2,return,Forehand,Slice,80.791565,109,0,0,no_mans_land,ad,far,2.841066,21.777798,no_mans_land,deuce,near,4.039821,4.059019,1.277109,down the line,In,false,12:42:40,2601.139893,43,21,
,Opponent,3,serve_plus_one,Backhand,Topspin,70.831055,109,0,0,no_mans_land,ad,near,-0.895479,3.290844,no_mans_land,ad,far,1.893411,23.258535,1.187041,cross court,In,false,12:42:41,2602.459961,43,22,
,Player,4,return_plus_one,Backhand,Flat,91.782692,109,0,0,no_mans_land,ad,far,2.534266,19.743902,no_mans_land,ad,near,-1.375266,0.704798,0.85542,cross court,In,false,12:42:43,2604.050049,43,24,
,Opponent,5,in_play,Backhand,Topspin,99.711838,109,0,0,no_mans_land,ad,near,-1.652784,3.288724,out,ad,far,3.41975,25.119692,1.005827,cross court,In,false,12:42:44,2605.340088,43,25,
,Player,6,in_play,Backhand,Slice,59.302311,109,0,0,no_mans_land,ad,far,1.408521,19.588846,no_mans_land,ad,near,-2.030201,0.723014,0.654893,cross court,In,false,12:42:45,2606.540039,43,27,
,Opponent,7,in_play,Backhand,Flat,111.884315,109,0,0,no_mans_land,ad,near,-1.180193,3.655484,out,ad,far,1.771881,25.193731,0.801866,cross court,In,false,12:42:47,2608.330078,43,28,
,Player,8,in_play,Backhand,Slice,62.948818,109,0,0,no_mans_land,ad,far,1.704532,20.812195,no_mans_land,ad,near,-1.37628,0.489856,0.594133,cross court,In,false,12:42:48,2609.540039,43,30,
,Opponent,9,in_play,Backhand,Topspin,104.329437,109,0,0,no_mans_land,ad,near,-2.104317,2.625592,out,ad,far,1.860414,25.74275,0.879009,cross court,In,false,12:42:50,2611.340088,43,31,
,Player,10,in_play,Backhand,Flat,93.994041,109,0,0,no_mans_land,deuce,far,-4.036398,19.713787,no_mans_land,ad,near,-2.591698,-0.130584,0.707265,down the line,In,false,12:42:51,2612.570068,43,33,
30 40,Player,1,serve,Serve,Flat,114.181229,110,0,0,service_box,ad,near,-2.419549,5.796509,service_box,deuce,near,-1.220869,0.237077,1.579537,out wide,Net,false,12:43:34,2655.120117,44,15,In
,Player,2,return,Backhand,Slice,64.549934,110,0,0,no_mans_land,ad,far,0.092899,18.74777,no_mans_land,ad_alley,near,-4.990003,-0.119575,0.800311,down the line,In,false,12:43:35,2655.840088,44,16,out
40 40,Opponent,1,serve,Serve,Flat,160.959503,111,0,0,service_box,deuce,near,0.52722,6.392387,no_mans_land,deuce,far,-1.01064,23.388485,2.882522,down the T,In,false,12:44:06,2686.98999,44,47,out
,Player,2,return,Backhand,Topspin,58.204216,111,0,0,no_mans_land,ad,far,2.367099,18.983627,no_mans_land,deuce,near,0.798605,0.222404,0.877505,inside in,In,false,12:44:07,2687.76001,44,48,none as out serve
,Player,0,none,Forehand,Topspin,120.41851,112,0,0,no_mans_land,deuce,far,-0.762143,22.491131,out,deuce,near,1.540284,-0.642045,1.232218,cross court,In,false,12:44:13,2694.600098,44,55,none
40 40,Opponent,1,serve,Serve,Flat,135.465591,113,0,0,service_box,deuce,near,0.636197,6.653894,no_mans_land,deuce,far,-0.762143,23.699919,2.906418,down the T,In,false,12:44:18,2699.52002,44,60,serve 223kmh
,Player,2,return,Backhand,Flat,78.003441,113,0,0,service_box,deuce,near,0.591495,10.799001,no_mans_land,deuce,near,0.442918,1.892754,1.054878,inside out,Net,false,12:44:19,2700.27002,45,0,
AD 40,Opponent,1,serve,Serve,Flat,128.329956,114,0,0,service_box,ad,near,-3.17218,6.82876,no_mans_land,deuce,far,0.558183,22.613356,2.603335,out wide,Out,false,12:44:52,2733.23999,45,33,
,Player,2,return,Backhand,Slice,65.057671,114,0,0,service_box,ad,far,2.252453,17.537642,no_mans_land,ad_alley,near,-4.306194,0.868219,0.753675,down the line,In,false,12:44:53,2733.959961,45,34,none as serve out
AD 40,Opponent,1,serve,Serve,Flat,118.412743,115,0,0,service_box,ad,near,-2.692633,7.153636,no_mans_land,ad,far,0.520829,23.102201,2.679599,out wide,In,false,12:45:05,2746.419922,45,46,
,Player,2,return,Backhand,Flat,71.93512,115,0,0,service_box,ad,far,2.427569,16.536793,no_mans_land,ad,near,-3.859407,1.194776,0.963181,cross court,In,false,12:45:06,2747.330078,45,47,
,Opponent,3,serve_plus_one,Backhand,Flat,99.385323,115,0,0,no_mans_land,ad,near,-2.017266,4.327585,no_mans_land,ad,far,3.872827,23.832777,0.989005,cross court,In,false,12:45:07,2748.649902,45,49,
,Player,4,return_plus_one,Backhand,Topspin,77.606903,115,0,0,no_mans_land,deuce_alley,far,-5.215536,19.242493,no_mans_land,ad,near,-3.293728,0.050171,0.491062,down the line,Out,false,12:45:09,2749.780029,45,50,
0 0,Player,1,serve,Serve,Flat,129.964218,116,0,0,service_box,deuce,far,-0.995311,13.835004,no_mans_land,deuce,near,0.53693,0.329992,2.542035,down the T,In,false,12:45:48,2789.149902,46,29,
,Opponent,2,return,Backhand,Topspin,65.989426,116,0,0,no_mans_land,deuce,near,0.92985,4.093892,no_mans_land,deuce,far,-0.403258,24.783983,1.661879,inside out,In,false,12:45:49,2789.919922,46,30,
,Player,3,serve_plus_one,Forehand,Flat,94.723244,116,0,0,no_mans_land,deuce,far,-3.125789,19.646465,no_mans_land,deuce,near,0.587752,0.919745,0.977577,cross court,In,false,12:45:50,2791.429932,46,31,
,Opponent,4,return_plus_one,Forehand,Topspin,100.060829,116,0,0,no_mans_land,deuce,near,1.058077,3.622692,out,deuce,far,-3.482131,25.657347,1.067191,cross court,In,false,12:45:52,2792.800049,46,33,
,Player,5,in_play,Forehand,Topspin,85.271584,116,0,0,no_mans_land,ad,far,3.028288,20.349106,no_mans_land,deuce,near,1.60973,0.638521,0.790028,down the line,In,false,12:45:53,2793.949951,46,34,
,Opponent,6,in_play,Backhand,Slice,61.06868,116,0,0,no_mans_land,deuce,near,0.593359,4.963597,out,ad,far,3.15448,25.258701,0.827412,down the line,In,false,12:45:54,2795.320068,46,35,
,Player,7,in_play,Forehand,Topspin,94.184303,116,0,0,no_mans_land,deuce,far,-3.615352,23.466703,no_mans_land,deuce,near,0.293439,3.040328,0.920171,cross court,In,false,12:45:56,2797,46,37,Out
0 15,Player,1,serve,Serve,Slice,136.78183,117,0,0,service_box,deuce,near,2.478503,5.709128,no_mans_land,ad,near,-0.167396,0.10647,2.162622,out wide,Net,false,12:46:20,2821.120117,47,1,
0 15,Player,1,serve,Serve,Slice,115.224625,118,0,0,service_box,ad,far,1.74092,11.914332,no_mans_land,ad,near,-0.438014,0.474624,2.247347,out wide,In,false,12:46:36,2837.22998,47,17,
,Opponent,2,return,Backhand,Topspin,92.980568,118,0,0,no_mans_land,deuce,near,0.127337,4.494641,out,ad,far,3.423009,25.098818,0.985068,down the line,In,false,12:46:37,2838.5,47,19,
,Player,3,serve_plus_one,Forehand,Slice,81.412636,118,0,0,no_mans_land,ad,far,3.761288,19.085989,no_mans_land,deuce,near,0.195149,1.541799,1.204764,down the line,In,false,12:46:39,2839.820068,47,20,
,Opponent,4,return_plus_one,Backhand,Slice,75.663315,118,0,0,no_mans_land,deuce,near,4.084846,0.750362,no_mans_land,ad_alley,far,4.638928,24.575724,0.987323,down the line,In,false,12:46:40,2841.26001,47,21,
,Player,5,in_play,Forehand,Flat,83.754967,118,0,0,no_mans_land,ad,far,2.886488,20.067047,no_mans_land,deuce,near,1.947848,2.436405,0.811206,down the line,In,false,12:46:42,2842.850098,47,23,
,Opponent,6,in_play,Backhand,Topspin,67.861832,118,0,0,service_box,ad,near,-0.760675,8.167719,out,ad,far,3.20247,25.01919,1.035709,cross court,In,false,12:46:43,2844.26001,47,24,
,Player,7,in_play,BH Volley,Flat,29.268389,118,0,0,no_mans_land,deuce,far,-0.938439,20.032953,service_box,ad,near,-0.760675,7.642472,0.559341,down the line,In,false,12:46:44,2845.100098,47,25,
,Opponent,8,in_play,Forehand,Topspin,102.917923,118,0,0,no_mans_land,ad,near,-2.342283,2.366911,no_mans_land,deuce,far,-2.342283,22.153442,0.79599,down the line,In,false,12:46:45,2846.419922,47,26,
,Player,0,none,Forehand,Flat,72.589897,119,0,0,service_box,ad,far,1.037302,16.546967,no_mans_land,ad,near,-0.124543,0.0731,1.881489,inside out,In,false,12:46:57,2858.350098,47,38,none as prev shot 12 sec
0 30,Player,1,serve,Serve,Slice,175.081802,120,0,0,service_box,deuce,far,-3.615225,16.385031,no_mans_land,deuce,near,0.198982,0.626966,2.449435,out wide,In,false,12:47:17,2877.939941,47,58,
,Opponent,2,return,Forehand,Topspin,80.436935,120,0,0,no_mans_land,ad,near,-2.589717,3.623488,no_mans_land,deuce_alley,far,-5.118887,23.914581,0.925778,down the line,In,false,12:47:18,2878.780029,47,59,
,Player,3,serve_plus_one,BH Volley,Flat,34.843319,120,0,0,no_mans_land,ad,far,1.87626,19.512465,no_mans_land,ad,near,-2.589717,3.098241,0.360003,cross court,In,false,12:47:18,2879.73999,47,60,
,Opponent,4,return_plus_one,Backhand,Topspin,84.035248,120,0,0,no_mans_land,deuce_alley,near,5.152321,0.896545,no_mans_land,ad_alley,far,4.26879,24.926504,0.791835,down the line,Out,false,12:47:20,2881.419922,48,1,
15 30,Player,1,serve,Serve,Flat,192.311249,121,0,0,service_box,ad_alley,far,4.79844,18.215555,no_mans_land,ad,near,-0.244716,1.074974,2.306628,out wide,Out,false,12:47:54,2915.300049,48,35,
15 30,Player,1,serve,Serve,Slice,122.374519,122,0,0,service_box,ad,far,1.582181,15.310108,no_mans_land,ad,near,-0.227479,0.147376,2.513851,down the T,In,false,12:48:22,2943.620117,49,4,
,Opponent,2,return,Backhand,Topspin,78.499229,122,0,0,no_mans_land,ad,near,-0.497462,2.282402,no_mans_land,ad,far,2.555785,24.573549,1.374732,cross court,In,false,12:48:23,2944.699951,49,5,
,Player,3,serve_plus_one,Forehand,Flat,71.606773,122,0,0,no_mans_land,ad,far,2.74727,19.581249,no_mans_land,ad,near,-0.406758,1.205238,1.092719,inside out,In,false,12:48:25,2946.090088,49,6,
,Opponent,4,return_plus_one,Backhand,Topspin,105.97847,122,0,0,no_mans_land,ad,near,-1.200089,5.077368,no_mans_land,ad,far,3.256866,24.982265,0.935036,cross court,In,false,12:48:26,2947.459961,49,7,
,Player,5,in_play,Backhand,Topspin,79.240089,122,0,0,no_mans_land,deuce,far,-0.772201,19.120865,no_mans_land,ad,near,-2.384052,0.134975,0.498581,down the line,In,false,12:48:27,2948.570068,49,9,
,Opponent,6,in_play,Forehand,Topspin,95.620148,122,0,0,no_mans_land,ad,near,-2.449735,4.659093,out,deuce,far,-0.527484,26.027395,0.851659,down the line,In,false,12:48:29,2949.860107,49,10,
,Player,7,in_play,Backhand,Topspin,75.835304,122,0,0,no_mans_land,deuce,far,-1.832288,19.946999,no_mans_land,ad,near,-2.767889,0.21876,0.749538,down the line,In,false,12:48:30,2951.129883,49,11,
,Opponent,8,in_play,Forehand,Topspin,87.31076,122,0,0,service_box,deuce,near,2.044354,6.400204,out,deuce,far,-1.406645,25.654669,0.939392,cross court,In,false,12:48:31,2952.379883,49,12,
,Player,9,in_play,Forehand,Topspin,74.234154,122,0,0,no_mans_land,deuce,far,-1.725204,18.349611,no_mans_land,deuce,near,2.701703,1.830458,0.859733,cross court,In,false,12:48:32,2953.530029,49,14,
,Opponent,10,in_play,Forehand,Topspin,74.161499,122,0,0,service_box,ad,near,-3.049173,5.684486,out,deuce,far,-3.009542,25.298525,0.971914,down the line,In,false,12:48:34,2954.899902,49,15,
,Player,11,in_play,Backhand,Flat,63.768162,122,0,0,service_box,deuce,near,2.229792,11.057461,no_mans_land,ad,near,-2.950493,-0.308013,0.686513,down the line,Net,false,12:48:35,2956.330078,49,16,
15 40,Player,1,serve,Serve,Slice,188.012589,123,0,0,service_box,deuce,far,-4.113687,18.000872,no_mans_land,deuce,near,0.154895,1.089704,2.45624,out wide,In,false,12:49:07,2987.780029,49,48,
,Opponent,2,return,Forehand,Topspin,54.584869,123,0,0,no_mans_land,deuce_alley,near,4.353189,2.78832,no_mans_land,deuce_alley,far,-4.699007,23.953035,0.927024,cross court,Out,false,12:49:07,2988.5,49,49,
30 40,Player,1,serve,Serve,Slice,207.447021,124,0,0,service_box,ad,far,3.759265,17.575241,no_mans_land,ad,near,-0.589966,0.764445,2.465783,out wide,In,false,12:49:39,3020.310059,50,20,
,Opponent,2,return,Backhand,Topspin,71.254105,124,0,0,service_box,ad,near,-0.505386,8.227726,no_mans_land,ad_alley,far,4.674287,23.230343,0.885754,down the line,In,false,12:49:40,3021,50,21,
,Player,3,serve_plus_one,Backhand,Flat,66.920837,124,0,0,no_mans_land,deuce,far,-3.680018,22.270817,service_box,ad,near,-1.030198,6.644819,0.276085,down the line,In,false,12:49:41,3021.98999,50,22,
,Opponent,0,none,Forehand,Topspin,51.143742,125,0,0,no_mans_land,ad,near,-0.389872,1.191621,no_mans_land,deuce,far,-2.256944,19.904282,5.389549,down the line,In,false,12:49:43,3024.360107,50,24,none
,Player,1,serve,Serve,Slice,75.205429,126,0,0,service_box,ad,far,0.070885,12.394363,no_mans_land,ad,near,-0.389872,0.666374,1.904124,down the T,In,false,12:49:57,3038.399902,50,38,REPLAY
40 40,Player,1,serve,Serve,Slice,177.489258,127,0,0,service_box,deuce,far,-3.840096,16.499302,no_mans_land,deuce,near,0.436227,0.611249,2.357201,out wide,In,false,12:50:16,3057.699951,50,58,
,Opponent,2,return,Forehand,Topspin,91.162453,127,0,0,no_mans_land,deuce_alley,near,5.080881,3.411978,no_mans_land,deuce_alley,far,-4.9967,24.490496,0.930684,cross court,Out,false,12:50:17,3058.419922,50,58,
AD 40,Player,1,serve,Serve,Flat,188.432678,128,0,0,service_box,ad,far,1.168639,18.155907,no_mans_land,ad,near,-0.740306,0.122713,2.484549,down the T,In,false,12:50:47,3088.669922,51,29,out
,Opponent,2,return,Forehand,Slice,87.884972,128,0,0,no_mans_land,deuce,near,2.77628,1.970292,no_mans_land,ad,far,0.951133,24.427523,1.304106,inside in,In,false,12:50:48,3089.199951,51,29,none as out
AD 40,Player,1,serve,Serve,Slice,102.580391,129,0,0,service_box,ad,far,1.000173,15.622244,no_mans_land,ad,near,-0.625671,0.521616,2.520594,down the T,In,false,12:51:00,3100.870117,51,41,
,Opponent,2,return,Forehand,Topspin,75.379219,129,0,0,no_mans_land,deuce,near,0.690492,3.393011,no_mans_land,ad,far,1.477966,24.937599,1.355537,inside in,In,false,12:51:01,3101.919922,51,42,
,Player,3,serve_plus_one,Forehand,Flat,88.105698,129,0,0,no_mans_land,ad,far,3.039414,20.034279,no_mans_land,deuce,near,0.568195,2.480286,1.185363,down the line,In,false,12:51:02,3103.310059,51,43,
,Opponent,4,return_plus_one,Backhand,Topspin,97.666924,129,0,0,no_mans_land,ad,near,-0.978258,2.856768,no_mans_land,ad,far,3.159835,24.391836,0.876511,cross court,In,false,12:51:03,3104.560059,51,45,out
,Opponent,0,none,Backhand,Topspin,50.747444,130,0,0,service_box,deuce,near,1.298535,10.670034,service_box,ad,far,1.701583,18.526129,2.014875,down the line,In,false,12:52:26,3187.580078,53,8,none no serve since 1mn+
0 0,Player,1,serve,Serve,Slice,151.665329,131,0,0,service_box,deuce,far,-0.345086,16.230976,no_mans_land,deuce,near,0.467146,0.312342,2.531996,down the T,In,false,12:53:05,3225.810059,53,46,LET
,Opponent,2,return,Backhand,Slice,72.866173,131,0,0,service_box,ad,far,2.557853,11.946905,out,deuce,far,-0.154987,25.623259,1.05711,inside in,Net,false,12:53:06,3226.820068,53,47,none as let
0 0,Player,1,serve,Serve,Slice,149.153,132,0,0,service_box,deuce,far,-1.068471,16.258829,no_mans_land,deuce,near,0.500365,0.665498,2.50233,down the T,In,false,12:53:23,3244.409912,54,4,
,Opponent,2,return,Backhand,Slice,51.30423,132,0,0,no_mans_land,deuce,near,2.445447,4.032321,no_mans_land,deuce,far,-0.877028,24.327269,1.260607,inside out,In,false,12:53:24,3245.179932,54,5,
,Player,3,serve_plus_one,Forehand,Flat,64.087944,132,0,0,service_box,ad,near,-1.396329,5.54817,no_mans_land,deuce,near,2.260375,1.262402,1.475768,down the line,Net,false,12:53:26,3247.409912,54,7,
0 15,Player,1,serve,Serve,Slice,136.393234,133,0,0,service_box,ad,far,1.269293,16.153946,no_mans_land,ad,near,-0.711849,0.467703,2.493909,down the T,In,false,12:53:50,3270.969971,54,31,
,Opponent,2,return,Forehand,Topspin,84.35463,133,0,0,service_box,ad,near,-0.924383,6.132173,no_mans_land,ad,far,1.695557,24.861307,1.190512,inside out,In,false,12:53:51,3271.899902,54,32,
,Player,3,serve_plus_one,Forehand,Topspin,121.332245,133,0,0,out,deuce,far,-2.370789,25.525755,no_mans_land,ad,near,-1.583577,2.429763,1.256222,inside in,Out,false,12:53:52,3273.219971,54,33,
0 30,Player,1,serve,Serve,Slice,157.999741,134,0,0,service_box,deuce,far,-1.25016,17.513418,no_mans_land,deuce,near,0.534406,0.967362,2.36268,down the T,In,false,12:54:20,3301.070068,55,1,
,Opponent,2,return,Backhand,Slice,52.544476,134,0,0,service_box,ad,near,-2.435063,5.803566,no_mans_land,deuce,far,-1.155016,24.452555,1.977791,inside in,In,false,12:54:21,3301.840088,55,2,
,Player,3,serve_plus_one,Overhead,Flat,94.328255,134,0,0,service_box,ad,far,2.237031,16.02006,service_box,ad,near,-2.435063,5.278319,2.285228,---,In,false,12:54:22,3303.399902,55,3,
,Opponent,4,return_plus_one,Backhand,Topspin,50.581982,134,0,0,no_mans_land,deuce,near,0.052556,4.756909,no_mans_land,ad_alley,far,4.615159,23.601654,1.12087,down the line,In,false,12:54:23,3304.600098,55,5,none was winner before
,Opponent,0,none,Backhand,Topspin,43.694378,135,0,0,no_mans_land,ad,near,-0.64622,0.688962,service_box,ad,far,0.417008,12.880123,2.324635,cross court,In,false,12:54:43,3323.919922,55,24,replay no serve since shot +10sec
15 30,Player,1,serve,Serve,Slice,186.963211,136,0,0,service_box,ad,far,0.688853,17.446228,no_mans_land,ad,near,-0.64622,0.163715,2.473857,down the T,In,false,12:54:51,3332.320068,55,32,
,Opponent,2,return,Forehand,Slice,48.009541,136,0,0,service_box,deuce,near,1.318106,8.819489,out,ad,far,0.711011,25.046875,1.992299,inside in,In,false,12:54:52,3333.040039,55,33,
,Player,3,serve_plus_one,Overhead,Flat,166.347198,136,0,0,service_box,ad,far,0.395575,18.02713,service_box,deuce,near,1.318106,8.294242,2.465961,---,In,false,12:54:53,3334.600098,55,35,
,Opponent,4,return_plus_one,Backhand,Slice,69.988861,136,0,0,service_box,ad,near,-0.013006,9.474396,no_mans_land,ad,far,0.412719,23.713179,3.041616,cross court,In,false,12:54:54,3335.320068,55,35,none overhead winner
30 30,Player,1,serve,Serve,Slice,164.291092,137,0,0,service_box,deuce,far,-1.121664,17.433092,no_mans_land,deuce,near,0.461779,0.210476,2.614084,down the T,In,false,12:55:24,3364.909912,56,5,
,Opponent,0,none,Backhand,Flat,77.593483,138,0,0,no_mans_land,ad,near,-0.660741,0.428041,out,deuce,far,-1.196933,25.089993,1.071568,inside in,In,false,12:55:25,3365.75,56,6,none
40 30,Player,1,serve,Serve,Flat,165.134796,139,0,0,service_box,ad,far,2.55141,14.827758,no_mans_land,ad,near,-0.660741,-0.097206,2.442759,out wide,In,false,12:55:48,3389.199951,56,29,
,Opponent,2,return,Backhand,Topspin,113.224022,139,0,0,no_mans_land,ad,near,-0.736776,2.479187,no_mans_land,ad,far,4.102395,23.763067,1.234663,cross court,In,false,12:55:49,3390.159912,56,30,
,Player,3,serve_plus_one,Backhand,Flat,91.283546,139,0,0,no_mans_land,ad,far,2.462916,19.056187,no_mans_land,ad,near,-3.256423,-0.354702,0.396651,cross court,In,false,12:55:50,3391.22998,56,31,
,Opponent,4,return_plus_one,Forehand,Topspin,95.048927,139,0,0,no_mans_land,ad,near,-3.582677,4.065315,no_mans_land,ad,far,0.64685,24.979807,0.952944,inside out,In,false,12:55:51,3392.560059,56,33,
,Player,5,in_play,Backhand,Flat,75.20697,139,0,0,no_mans_land,deuce,far,-3.20368,19.44454,no_mans_land,ad_alley,near,-4.447846,-0.047559,0.534155,down the line,In,false,12:55:53,3393.830078,56,34,
0 0,Opponent,1,serve,Serve,Flat,125.494896,140,0,0,service_box,deuce,near,3.075366,7.453031,no_mans_land,deuce,far,-0.258554,23.244484,2.291916,out wide,In,false,12:56:31,3432.139893,57,12,
,Player,2,return,Forehand,Topspin,97.698952,140,0,0,service_box,ad,far,0.16684,16.932362,service_box,deuce,near,3.274519,5.226001,1.099135,down the line,In,false,12:56:33,3433.820068,57,14,out
,Opponent,3,serve_plus_one,BH Volley,Flat,34.469963,140,0,0,out,ad,far,0.319953,23.829807,service_box,ad,far,0.16684,18.14115,1.49359,cross court,Net,false,12:56:33,3434.300049,57,14,none as out
,,,,,,,,,,,,,,,,,,,,,,,,,,,,miss 1st serv coz angle
1 0,Player,1,serve,Serve,Slice,135.208923,141,0,0,service_box,ad,far,2.455448,16.471006,no_mans_land,ad,near,-0.320871,-0.222011,2.463448,out wide,In,false,12:57:17,3478.459961,57,58,
,Opponent,2,return,Backhand,Topspin,99.31031,141,0,0,no_mans_land,ad,near,-1.183777,2.717085,no_mans_land,ad_alley,far,4.224309,24.399336,1.268749,down the line,In,false,12:57:18,3479.300049,57,59,
,Player,3,serve_plus_one,Backhand,Flat,87.143639,141,0,0,no_mans_land,ad,far,2.163453,19.236103,no_mans_land,ad,near,-1.613032,0.335552,0.465092,cross court,In,false,12:57:19,3480.48999,58,0,
,Opponent,4,return_plus_one,Backhand,Topspin,91.30394,141,0,0,no_mans_land,ad,near,-1.65393,1.75956,no_mans_land,ad,far,2.962961,24.694609,1.0032,cross court,In,false,12:57:20,3481.699951,58,2,
,Player,5,in_play,Backhand,Topspin,85.878967,141,0,0,no_mans_land,deuce,far,-2.758008,19.623352,no_mans_land,ad,near,-2.44567,-0.266875,0.684249,down the line,In,false,12:57:22,3482.969971,58,3,
,Opponent,6,in_play,Forehand,Topspin,98.574921,141,0,0,service_box,deuce,near,1.368563,7.140079,out,deuce,far,-2.30342,25.742384,1.041227,cross court,In,false,12:57:23,3484.340088,58,4,
,Player,7,in_play,Forehand,Topspin,99.493477,141,0,0,no_mans_land,ad,far,2.538428,21.650099,no_mans_land,deuce,near,2.109127,1.45641,1.091699,down the line,In,false,12:57:24,3485.659912,58,6,
,Opponent,8,in_play,Backhand,Topspin,74.315369,141,0,0,no_mans_land,ad,near,-2.667416,3.852052,no_mans_land,ad,far,2.120871,24.436556,0.812055,cross court,In,false,12:57:26,3486.860107,58,7,
