Score,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Min,Sec,Comment
0-0,Player,1,serve,Serve,Flat,188.105713,7,0,0,service_box,deuce,near,0.793677,5.517643,no_mans_land,deuce,far,-0.282083,23.130939,1.7785,down the T,In,false,12:05:50,391.23999,6,31,Out
,Opponent,2,return,Backhand,Topspin,78.88868,7,0,0,no_mans_land,deuce,far,-1.638797,21.179043,no_mans_land,deuce,near,0.666799,1.644624,0.70708,inside out,In,false,12:05:51,391.839996,6,32,no play as Serve was out
0-0,Player,1,serve,Serve,Flat,109.93026,8,0,0,service_box,deuce,near,2.761982,6.144928,no_mans_land,deuce,far,-0.88558,24.760395,2.905192,out wide,In,false,12:06:04,404.75,6,45,
,Opponent,2,return,Forehand,Topspin,78.01075,8,0,0,no_mans_land,deuce,far,-0.842593,18.444162,no_mans_land,deuce_alley,near,4.451332,-0.289398,0.770742,down the line,In,false,12:06:04,405.640015,6,46,
,Player,3,serve_plus_one,Forehand,Topspin,70.55294,8,0,0,service_box,ad,near,-2.612076,8.123842,no_mans_land,deuce,far,-1.244545,23.743654,0.752385,down the line,In,false,12:06:06,406.839996,6,47,
,Opponent,4,return_plus_one,Backhand,Flat,69.755302,8,0,0,no_mans_land,ad,far,0.421701,19.121325,no_mans_land,ad,near,-2.297503,1.3004,0.620556,cross court,In,false,12:06:07,408.109985,6,48,
,Player,5,in_play,Forehand,Topspin,113.892616,8,0,0,no_mans_land,ad,near,-2.74133,3.690679,out,ad,far,0.885488,25.330515,0.991807,inside out,In,false,12:06:08,409.600006,6,50,
,Opponent,6,in_play,Backhand,Flat,77.681419,8,0,0,no_mans_land,ad,far,0.539138,20.482655,no_mans_land,ad,near,-3.035261,-0.23972,0.642221,cross court,In,false,12:06:10,410.829987,6,51,
,Player,7,in_play,Forehand,Topspin,101.022491,8,0,0,service_box,deuce,near,0.907575,5.648626,out,ad,far,1.196018,25.067549,0.860733,inside in,In,false,12:06:11,412.23999,6,52,
,Opponent,8,in_play,Forehand,Topspin,84.410622,8,0,0,no_mans_land,deuce,far,-1.750014,20.65481,no_mans_land,deuce,near,0.662597,2.256002,0.965008,cross court,In,false,12:06:12,413.440002,6,53,
,Player,9,in_play,Forehand,Topspin,122.103989,8,0,0,service_box,ad,near,-1.101118,5.584754,out,deuce,far,-1.971256,25.080282,0.67591,down the line,In,false,12:06:14,414.76001,6,55,
,Opponent,10,in_play,Backhand,Flat,83.741455,8,0,0,no_mans_land,ad,far,0.505905,19.686508,no_mans_land,ad,near,-0.751243,1.207,0.79258,cross court,In,false,12:06:15,415.950012,6,56,
,Player,11,in_play,Forehand,Topspin,98.230118,8,0,0,service_box,deuce,near,1.215402,6.30527,out,ad,far,0.695933,25.179407,0.910505,inside in,In,false,12:06:16,417.160004,6,57,
,Opponent,12,in_play,Forehand,Topspin,84.038315,8,0,0,no_mans_land,deuce,far,-1.305536,20.909534,no_mans_land,deuce,near,1.256083,2.616631,0.964191,cross court,In,false,12:06:17,418.480011,6,58,
,Player,13,in_play,Forehand,Topspin,88.580307,8,0,0,service_box,ad,near,-2.398484,6.994659,no_mans_land,deuce,far,-1.09085,23.913527,0.607185,down the line,In,false,12:06:18,419.679993,6,60,
,Opponent,14,in_play,Backhand,Flat,90.143478,8,0,0,service_box,deuce,near,0.178188,11.444506,no_mans_land,ad,near,-2.052651,1.741026,0.761158,down the line,Net,false,12:06:20,420.910004,7,1,
15-0,Player,1,serve,Serve,Flat,161.029602,9,0,0,service_box,ad,near,-3.501015,9.939396,no_mans_land,ad,far,0.569099,24.392889,2.453111,out wide,In,false,12:06:47,448.23999,7,28,Out
,Opponent,2,return,Backhand,Topspin,86.065308,9,0,0,service_box,ad,far,1.380053,16.304628,out,ad_alley,near,-4.467588,-1.666428,0.519837,down the line,In,false,12:06:48,448.839996,7,29,no play as Serve was out
15-0,Player,1,serve,Serve,Flat,173.937851,10,0,0,service_box,ad,near,-0.797566,6.593554,no_mans_land,ad,far,0.481581,24.01523,2.360561,down the T,In,false,12:07:02,463.589996,7,44,
,Opponent,2,return,Forehand,Topspin,56.405746,10,0,0,out,deuce_alley,far,-4.969644,23.961552,no_mans_land,ad,near,-1.297594,0.430291,0.846086,inside in,Out,false,12:07:03,464.440002,7,44,
,Opponent,0,none,Forehand,Topspin,83.961906,11,0,0,service_box,ad,near,-0.616284,9.553139,no_mans_land,deuce_alley,near,5.234074,0.258161,1.046479,down the line,Net,false,12:07:32,493.23999,8,13,no play as Prev Shot is out
,,,,,,,,,,,,,,,,,,,,,,,,,,,,!One point missing !
40-0,Player,1,serve,Serve,Flat,159.443024,12,0,0,service_box,ad,near,-3.713823,7.594562,no_mans_land,deuce,far,0.402853,23.347187,2.784754,out wide,Out,false,12:07:52,512.98999,8,33,
,Opponent,2,return,Backhand,Topspin,114.255035,12,0,0,service_box,ad,far,2.556447,16.332033,no_mans_land,ad_alley,near,-4.437101,-0.308171,1.057414,down the line,In,false,12:07:52,513.640015,8,34,
,Player,3,serve_plus_one,Backhand,Topspin,120.129929,12,0,0,no_mans_land,deuce,near,3.051424,3.659496,no_mans_land,ad,far,2.820147,22.863028,0.863812,down the line,In,false,12:07:53,514.719971,8,35,
,Opponent,4,return_plus_one,Forehand,Topspin,73.505356,12,0,0,no_mans_land,ad,far,2.634784,22.244507,no_mans_land,deuce,near,3.288266,-0.105967,0.544065,down the line,In,false,12:07:55,515.919983,8,36,Shot out
,Player,5,in_play,BH Volley,Flat,37.630787,12,0,0,service_box,ad,far,0.820749,18.193853,no_mans_land,ad,far,2.634784,23.453295,0.471724,cross court,Net,false,12:07:56,517.119995,8,37,no play as Prev Shot is out
,Player,0,none,Forehand,Topspin,62.867123,13,0,0,out,ad,near,-0.4471,-1.860647,no_mans_land,ad,far,1.150841,20.932262,1.3673,inside out,Out,false,12:08:22,542.919983,9,3,no play as Prev Shot is out
0 0,Player,1,serve,Serve,Flat,127.470436,15,0,0,service_box,deuce,near,0.82452,5.527153,no_mans_land,deuce,far,-0.793928,23.61878,2.639358,down the T,In,false,12:08:40,561.52002,9,22,wrong server
,Player,2,return,Backhand,Slice,57.553421,15,0,0,out,deuce,near,2.631264,-2.176759,no_mans_land,deuce,near,0.522559,0.560261,1.138569,inside out,Net,false,12:08:41,562.27002,9,22,Out no Net
15 0,Player,1,serve,Serve,Flat,177.578186,16,0,0,service_box,ad,near,-3.739255,5.856718,service_box,deuce,near,-0.375782,0.09,1.866793,out wide,Net,false,12:08:59,580.47998,9,40,wrong server + Out not Net
15 0,Opponent,1,serve,Serve,Flat,187.968765,17,0,0,service_box,ad,near,-2.913049,6.193548,no_mans_land,ad,far,0.417188,23.790295,2.605655,out wide,In,false,12:09:27,607.950012,10,8,
,Player,2,return,Backhand,Topspin,72.256767,17,0,0,no_mans_land,ad,far,0.548586,18.601179,no_mans_land,ad,near,-3.621765,1.067788,1.275272,cross court,In,false,12:09:28,608.799988,10,9,
,Opponent,3,serve_plus_one,Forehand,Topspin,99.066475,17,0,0,no_mans_land,ad,near,-2.445328,1.642421,no_mans_land,ad,far,0.901745,23.65645,1.055123,inside out,In,false,12:09:29,610.119995,10,10,
,Player,4,return_plus_one,Backhand,Flat,78.165009,17,0,0,no_mans_land,ad,far,2.092537,18.298008,out,ad,near,-2.942297,-0.637388,0.533286,cross court,In,false,12:09:30,611.309998,10,11,
,Player,5,in_play,Backhand,Topspin,113.111504,17,0,0,no_mans_land,deuce,near,2.685553,2.78341,no_mans_land,ad,far,3.13146,24.576269,1.159303,down the line,In,false,12:09:31,612.640015,10,13,
,Opponent,6,in_play,Forehand,Topspin,86.312637,17,0,0,no_mans_land,deuce,far,-2.436089,19.623352,out,deuce,near,3.044415,-0.545846,0.62662,cross court,In,false,12:09:33,613.75,10,14,
,Player,7,in_play,Forehand,Topspin,99.607353,17,0,0,no_mans_land,deuce,near,1.008329,3.101486,out,deuce,far,-3.426135,25.027964,0.84351,cross court,In,false,12:09:34,615.159973,10,15,
,Player,8,in_play,Forehand,Flat,74.941071,17,0,0,service_box,deuce,far,-2.319082,17.753704,no_mans_land,deuce,near,1.06237,0.827207,0.825907,cross court,In,false,12:09:35,616.309998,10,16,
,Player,9,in_play,Forehand,Topspin,110.431648,17,0,0,no_mans_land,deuce,near,1.480559,3.737085,no_mans_land,deuce,far,-3.448956,24.417051,0.846402,cross court,In,false,12:09:36,617.679993,10,18,
,Opponent,10,in_play,Forehand,Topspin,95.02803,17,0,0,no_mans_land,ad,far,2.569197,19.859161,no_mans_land,deuce,near,2.512247,0.728639,0.812455,down the line,In,false,12:09:37,618.710022,10,19,
,Opponent,11,in_play,Backhand,Topspin,91.816856,17,0,0,no_mans_land,deuce,near,0.073348,4.411226,no_mans_land,ad,far,2.174577,24.93556,1.310066,down the line,In,false,12:09:39,620.080017,10,20,
,Player,12,in_play,Forehand,Topspin,77.232239,17,0,0,no_mans_land,deuce,far,-1.235757,18.939276,no_mans_land,ad,near,-0.250668,2.026142,1.264035,inside in,In,false,12:09:40,621.280029,10,21,
,Player,13,in_play,Forehand,Topspin,99.138,17,0,0,no_mans_land,deuce,near,1.803258,2.947327,no_mans_land,deuce,far,-2.167984,24.852713,0.846242,cross court,In,false,12:09:41,622.599976,10,23,
,Opponent,14,in_play,Forehand,Topspin,80.091904,17,0,0,no_mans_land,deuce,far,-1.531017,19.973724,no_mans_land,deuce,near,2.249954,1.841973,0.859848,cross court,In,false,12:09:43,623.75,10,24,
,Opponent,15,in_play,Forehand,Topspin,107.097588,17,0,0,no_mans_land,ad,near,-2.09693,0.127269,no_mans_land,deuce,far,-2.09693,24.239542,1.162317,down the line,In,false,12:09:44,625,10,25,out
15 15,Player,1,serve,Serve,Flat,120.367729,19,0,0,service_box,deuce_alley,near,4.695184,5.696732,no_mans_land,deuce,far,-0.965392,24.079491,2.736631,out wide,Out,false,12:10:27,668.200012,11,8,Ace in not out
30 15,Opponent,1,serve,Serve,Flat,91.08831,20,0,0,service_box,ad,near,-1.760404,8.873987,no_mans_land,ad,far,0.314988,23.244484,2.483338,down the T,In,false,12:10:47,688.599976,11,29,
40 15,Player,1,serve,Serve,Flat,142.508469,21,0,0,service_box,deuce,near,0.570304,5.582655,no_mans_land,deuce,far,-0.793647,23.54495,2.840416,down the T,In,false,12:11:07,708.159973,11,48,wrong server + Let
,Player,2,return,Backhand,Slice,54.611748,21,0,0,no_mans_land,ad,near,-1.90034,5.186749,no_mans_land,deuce,near,0.752777,0.950485,0.820422,inside in,Net,false,12:11:08,709.22998,11,49,no play as Prev Shot is Let
40 15,Player,1,serve,Serve,Flat,142.280502,23,0,0,service_box,deuce,near,3.3303,5.979635,no_mans_land,deuce,far,-0.338724,23.588198,2.848208,out wide,In,false,12:11:25,726.02002,12,6,wrong server
,Opponent,2,return,Forehand,Flat,78.943031,23,0,0,no_mans_land,ad,far,2.807762,18.98065,no_mans_land,deuce,near,3.920617,3.360686,0.938834,down the line,In,false,12:11:26,726.809998,12,7,out
,Player,3,serve_plus_one,Backhand,Topspin,104.881569,23,0,0,service_box,deuce_alley,near,4.443902,6.994659,no_mans_land,ad,far,2.807762,20.189438,0.936652,down the line,Out,false,12:11:26,727.580017,12,8,no play as Prev Shot is out
0 0,Player,1,serve,Serve,Slice,186.211075,24,0,0,service_box,deuce,far,-0.766738,18.177429,no_mans_land,deuce,near,0.241451,0.944308,2.470979,down the T,In,false,12:11:56,757.440002,12,37,
,Opponent,2,return,Backhand,Slice,44.556076,24,0,0,service_box,deuce,far,-3.240033,18.102011,no_mans_land,deuce,far,-1.286375,24.439453,1.29068,inside out,Net,false,12:11:57,758.159973,12,38,
15 0,Player,1,serve,Serve,Slice,159.443024,25,0,0,service_box,ad,far,2.952461,17.660275,no_mans_land,ad,near,-0.640381,0.109864,2.505,out wide,In,false,12:12:17,777.98999,12,58,
,Opponent,2,return,Backhand,Topspin,100.447792,25,0,0,no_mans_land,ad_alley,near,-4.24882,2.812364,no_mans_land,ad_alley,far,4.541247,23.648008,1.247603,cross court,Out,false,12:12:18,779.039978,12,59,
30 0,Player,1,serve,Serve,Slice,94.553589,27,0,0,service_box,deuce,near,0.438444,7.774154,no_mans_land,ad,near,0.392882,0.130988,2.353491,down the T,Net,false,12:12:38,799.320007,13,19,
30 0,Player,1,serve,Serve,Flat,96.7174,28,0,0,service_box,deuce,far,-1.816962,14.350901,no_mans_land,deuce,near,0.364725,1.301118,2.491676,down the T,In,false,12:12:50,811.51001,13,32,
,Opponent,2,return,Backhand,Topspin,65.493164,28,0,0,no_mans_land,ad,near,-0.633177,4.243698,no_mans_land,deuce,far,-2.385984,24.577579,1.066848,inside in,In,false,12:12:51,812.52002,13,33,
,Player,3,serve_plus_one,Backhand,Flat,52.185009,28,0,0,service_box,ad,near,-1.915653,11.263281,no_mans_land,ad,near,-0.557997,1.788498,0.99542,cross court,Net,false,12:12:53,814.030029,13,34,
30 15,Player,1,serve,Serve,Flat,134.796463,29,0,0,service_box,ad,far,0.284082,17.353039,no_mans_land,ad,near,-0.635114,0.5073,2.408247,down the T,In,false,12:13:18,838.799988,13,59,
,Opponent,0,none,Forehand,Topspin,55.19952,30,0,0,no_mans_land,deuce,near,1.105323,5.015968,no_mans_land,ad,far,0.197396,24.792776,1.316864,inside in,In,false,12:13:18,839.640015,13,60,no shot coz ace
40 15,Player,1,serve,Serve,Slice,191.780731,31,0,0,service_box,ad,far,0.696497,18.204763,no_mans_land,deuce,near,0.487197,0.401697,2.343471,down the T,Out,false,12:13:38,859.080017,14,19,
,Opponent,0,none,Backhand,Slice,91.18412,32,0,0,service_box,ad,near,-0.370055,7.250284,no_mans_land,deuce,far,-1.200632,24.674215,1.660035,inside in,In,false,12:13:39,860.039978,14,20,no shot coz serv out
,Opponent,0,none,Feed,Flat,40.418251,33,0,0,service_box,deuce,far,-0.884984,15.781184,service_box,deuce,far,-0.370146,16.364149,1.277919,---,Net,false,12:13:50,871.679993,14,32,REPLAY
,Opponent,1,none,Backhand,Topspin,42.327072,33,0,0,service_box,ad,far,1.035432,17.212408,no_mans_land,deuce,far,-0.819667,23.778173,1.221396,inside in,Net,false,12:13:51,872.400024,14,32,REPLAY
40 15,Player,1,serve,Serve,Flat,107.973,34,0,0,service_box,deuce,far,-0.65056,16.215294,no_mans_land,deuce,near,0.559401,1.440738,2.417635,down the T,In,false,12:14:05,886.51001,14,47,
,Opponent,2,return,Backhand,Topspin,81.570686,34,0,0,no_mans_land,deuce,near,0.622429,4.229175,out,deuce,far,-0.79001,25.028444,1.171398,inside out,In,false,12:14:06,887.640015,14,48,
,Player,3,serve_plus_one,Forehand,Topspin,64.624054,34,0,0,no_mans_land,deuce,far,-0.748947,21.317562,no_mans_land,deuce,near,0.470998,2.305339,0.804105,cross court,In,false,12:14:08,888.869995,14,49,
,Opponent,4,return_plus_one,Forehand,Topspin,101.667122,34,0,0,no_mans_land,ad,near,-3.021789,2.517225,out,deuce,far,-0.874774,25.26177,0.905841,down the line,In,false,12:14:09,890.280029,14,50,
,Player,5,in_play,Backhand,Topspin,57.70932,34,0,0,out,ad,far,0.382277,24.151424,no_mans_land,ad,near,-3.292099,0.402824,0.451855,cross court,Out,false,12:14:10,891.359985,14,51,
40 30,Player,1,serve,Serve,Slice,178.555359,35,0,0,service_box,ad,far,0.864388,17.031729,no_mans_land,ad,near,-0.392228,0.538238,2.417899,down the T,In,false,12:14:37,918.23999,15,18,Let
,Opponent,0,none,Forehand,Slice,66.868355,36,0,0,no_mans_land,ad_alley,far,5.141512,19.931225,no_mans_land,ad,far,1.194572,24.383087,1.051581,inside in,Net,false,12:14:38,919.080017,15,19,no shot coz let
40 30,Player,1,serve,Serve,Slice,121.114334,37,0,0,service_box,ad,far,3.282112,16.230278,no_mans_land,ad,near,-0.470741,-0.030638,2.376284,out wide,In,false,12:14:55,936.669983,15,37,
,Opponent,2,return,Backhand,Topspin,89.018936,37,0,0,service_box,deuce,near,1.079705,5.996119,no_mans_land,ad_alley,far,4.248909,23.125761,0.973675,down the line,In,false,12:14:56,937.679993,15,38,
,Player,3,serve_plus_one,Forehand,Slice,85.386833,37,0,0,no_mans_land,ad,far,3.457022,20.544197,no_mans_land,deuce,near,0.460982,1.996547,1.011218,down the line,In,false,12:14:57,938.640015,15,39,
,Opponent,4,return_plus_one,Backhand,Flat,59.246716,37,0,0,service_box,deuce,near,0.988599,7.140649,no_mans_land,ad_alley,far,4.439369,23.958651,0.821072,down the line,In,false,12:14:59,939.98999,15,40,
,Player,5,in_play,Forehand,Flat,185.669373,37,0,0,service_box,ad,far,2.615824,17.616249,service_box,deuce,near,0.988599,6.615402,1.614324,---,In,false,12:15:00,941.159973,15,41,volley
,Opponent,0,none,Backhand,Topspin,40.475121,38,0,0,service_box,deuce,near,0.524813,7.374156,no_mans_land,ad,far,0.595401,20.058458,1.57431,down the line,In,false,12:15:23,964.679993,16,5,
,Player,0,none,Forehand,Topspin,47.757198,39,0,0,service_box,deuce,far,-2.796567,14.488415,out,ad,near,-2.408356,-1.559845,3.763499,inside in,In,false,12:15:55,996.359985,16,36,
0 0,Opponent,1,serve,Serve,Slice,187.377304,40,0,0,service_box,deuce,far,-1.433557,18.236794,no_mans_land,deuce,near,0.370514,0.95905,2.494033,down the T,In,false,12:16:47,1048.300049,17,28,
,Player,2,return,Backhand,Topspin,80.702263,40,0,0,no_mans_land,ad,near,-0.536861,2.986791,no_mans_land,deuce,far,-1.522696,23.61511,1.406095,inside in,In,false,12:16:48,1048.900024,17,29,
,Opponent,3,serve_plus_one,Backhand,Topspin,74.583908,40,0,0,service_box,deuce,near,1.488468,11.655045,no_mans_land,ad,near,-0.53489,0.303269,0.828965,down the line,Net,false,12:16:49,1050.329956,17,30,
0 15,Opponent,1,serve,Serve,Slice,158.256622,41,0,0,service_box,ad,far,0.423052,17.022673,no_mans_land,ad,near,-0.594886,0.393609,2.449457,down the T,In,false,12:17:07,1068.589966,17,49,
,Player,2,return,Forehand,Slice,84.872269,41,0,0,service_box,ad,far,0.41176,11.999649,no_mans_land,ad,far,0.905591,24.748409,1.679235,inside out,Net,false,12:17:08,1069.359985,17,49,
15 15,Opponent,1,serve,Serve,Slice,121.08181,42,0,0,service_box,ad,far,0.009885,13.303177,no_mans_land,deuce,near,0.541886,0.673151,2.441855,down the T,Out,false,12:17:26,1086.810059,18,7,
,Player,2,return,Backhand,Slice,48.313347,42,0,0,service_box,ad,near,-2.076025,7.501035,out,deuce,far,-0.30984,25.196102,1.716863,inside in,In,false,12:17:26,1087.579956,18,8,"return net, bh was not slice"
30 15,Opponent,1,serve,Serve,Slice,121.164337,43,0,0,service_box,ad,far,3.018703,17.173292,no_mans_land,ad,near,-0.805579,0.931258,2.503155,out wide,In,false,12:17:48,1109.609985,18,30,
,Player,2,return,Backhand,Flat,52.991669,43,0,0,service_box,ad_alley,near,-5.40183,6.791255,no_mans_land,ad_alley,far,4.179359,24.561632,1.173018,cross court,Out,false,12:17:49,1110.449951,18,30,
40 15,Opponent,1,serve,Serve,Slice,194.223755,44,0,0,service_box,deuce_alley,far,-4.450613,18.236794,no_mans_land,deuce,near,0.225251,0.824709,2.487583,out wide,Out,false,12:18:09,1130.660034,18,51,
40 15,Opponent,1,serve,Serve,Slice,113.461273,45,0,0,service_box,deuce,far,-0.855219,15.773232,no_mans_land,deuce,near,0.461046,0.227231,2.376467,down the T,In,false,12:18:22,1143.569946,19,4,
,Player,2,return,Backhand,Topspin,75.665665,45,0,0,no_mans_land,deuce,near,1.257298,3.116691,no_mans_land,deuce,far,-1.328551,24.647184,1.564471,inside out,In,false,12:18:23,1144.459961,19,4,
,Opponent,3,serve_plus_one,Forehand,Flat,88.116295,45,0,0,no_mans_land,deuce,far,-4.080862,21.694336,no_mans_land,deuce,near,1.126469,0.945984,0.857125,cross court,In,false,12:18:25,1145.930054,19,6,
,Player,4,return_plus_one,Forehand,Topspin,80.838882,45,0,0,no_mans_land,deuce,near,3.059932,4.250168,out,deuce_alley,far,-4.212096,26.205927,0.9422,down the line,In,false,12:18:26,1147.099976,19,7,
,Opponent,5,in_play,Forehand,Flat,96.971283,45,0,0,service_box,deuce,far,-1.915429,17.281195,no_mans_land,deuce,near,3.636587,0.66762,1.157084,cross court,In,false,12:18:28,1148.810059,19,9,
,Player,6,in_play,Forehand,Slice,65.185196,45,0,0,no_mans_land,ad,near,-2.506022,2.751446,no_mans_land,deuce,far,-3.890011,24.745216,0.856544,down the line,In,false,12:18:29,1149.97998,19,10,
,Opponent,7,in_play,Backhand,Flat,81.204414,45,0,0,no_mans_land,ad,far,1.768941,19.774475,no_mans_land,ad,near,-1.838343,0.507308,0.720044,cross court,In,false,12:18:30,1151.689941,19,12,
,Player,8,in_play,Backhand,Topspin,72.203568,45,0,0,no_mans_land,ad,near,-3.01505,4.416182,no_mans_land,ad,far,1.851833,24.426157,1.256964,cross court,In,false,12:18:32,1152.97998,19,13,
,Opponent,9,in_play,Backhand,Flat,75.969467,45,0,0,no_mans_land,ad,far,0.988336,19.325583,out,ad,near,-3.552546,-0.706101,0.66063,cross court,In,false,12:18:33,1154.569946,19,15,
,Player,10,in_play,Forehand,Topspin,107.304718,45,0,0,service_box,ad,near,-3.084343,5.684486,out,ad,far,1.747894,25.767229,0.9214,inside out,In,false,12:18:35,1156.099976,19,16,
,Opponent,11,in_play,Backhand,Slice,63.178009,45,0,0,no_mans_land,ad,far,0.310471,20.467098,no_mans_land,ad_alley,near,-4.488289,0.425616,0.462414,down the line,In,false,12:18:36,1157.300049,19,17,
,Player,12,in_play,Forehand,Topspin,122.512527,45,0,0,no_mans_land,deuce,near,1.714308,4.920584,no_mans_land,ad,far,0.488766,24.472874,0.897502,inside in,In,false,12:18:37,1158.73999,19,19,
,Opponent,13,in_play,Forehand,Topspin,70.708466,45,0,0,no_mans_land,deuce,far,-1.845167,21.274925,no_mans_land,deuce,near,2.288146,0.136827,0.483227,cross court,In,false,12:18:39,1159.939941,19,20,
,Player,14,in_play,Forehand,Topspin,109.277679,45,0,0,no_mans_land,ad,near,-1.682158,3.876607,no_mans_land,deuce,far,-2.520418,24.873892,0.640134,down the line,In,false,12:18:40,1161.5,19,22,
,Opponent,15,in_play,Backhand,Flat,78.51387,45,0,0,no_mans_land,ad,far,2.396168,18.796068,no_mans_land,ad,near,-1.663838,0.315441,0.734187,cross court,In,false,12:18:41,1162.609985,19,23,
,Player,16,in_play,Backhand,Slice,61.605457,45,0,0,no_mans_land,deuce,near,3.132789,1.983474,no_mans_land,ad,far,2.859755,24.171785,0.750079,down the line,In,false,12:18:43,1163.900024,19,24,out
0 0,Player,1,serve,Serve,Flat,196.514999,46,0,0,service_box,deuce,near,0.491826,6.040388,no_mans_land,deuce,far,-0.985032,24.343122,2.670271,down the T,In,false,12:19:22,1203.23999,20,3,
,Opponent,2,return,Backhand,Topspin,55.814106,46,0,0,out,ad_alley,far,4.953203,24.248087,no_mans_land,deuce,near,0.913019,1.029662,0.962896,inside in,Out,false,12:19:23,1203.959961,20,4,
15 0,Player,1,serve,Serve,Flat,159.443024,48,0,0,service_box,ad,near,-1.389289,6.30527,no_mans_land,ad,far,0.640756,24.46434,2.492819,down the T,In,false,12:19:44,1225.709961,20,26,
30 0,Player,1,serve,Serve,Flat,174.219009,49,0,0,service_box,deuce,near,3.16173,7.877698,no_mans_land,deuce,far,-0.682857,23.669813,2.588452,out wide,In,false,12:20:06,1247.040039,20,47,out
,Opponent,2,return,Forehand,Topspin,86.807808,49,0,0,out,ad,far,0.928279,23.961552,no_mans_land,deuce,near,3.631464,-0.344818,0.901829,down the line,Out,false,12:20:07,1247.76001,20,48,no shot coz out
30 0,Player,1,serve,Serve,Flat,114.499512,50,0,0,service_box,deuce,near,2.355508,6.50379,no_mans_land,deuce,far,-0.920934,24.493021,2.713519,out wide,In,false,12:20:18,1259.73999,20,60,
,Opponent,2,return,Forehand,Topspin,76.256271,50,0,0,no_mans_land,deuce,far,-1.269766,19.179026,no_mans_land,deuce,near,4.050075,0.924964,0.830779,cross court,In,false,12:20:19,1260.579956,21,1,
,Player,3,serve_plus_one,Forehand,Topspin,99.672974,50,0,0,service_box,deuce,near,1.694409,5.691377,no_mans_land,deuce,far,-1.680562,24.542225,0.739722,cross court,In,false,12:20:21,1261.780029,21,2,
,Opponent,4,return_plus_one,Forehand,Topspin,62.974907,50,0,0,service_box,deuce,near,1.977801,10.58872,no_mans_land,deuce,near,3.186258,0.272099,0.647874,cross court,Net,false,12:20:22,1263.099976,21,3,
40 0,Player,1,serve,Serve,Flat,173.553558,51,0,0,service_box,deuce,near,0.256499,6.158151,no_mans_land,ad,far,0.644832,24.619802,2.519029,down the T,Out,false,12:20:41,1282.189941,21,22,In
,Player,0,none,Forehand,Topspin,56.912357,52,0,0,service_box,deuce,near,0.934874,6.138795,service_box,deuce,near,0.112525,5.114711,2.218178,cross court,Net,false,12:21:59,1360.579956,22,41,no shot coz ace
0 0,Player,1,serve,Serve,Flat,167.236618,53,0,0,service_box,ad,far,0.267668,15.709123,service_box,ad,near,0.244524,0.247223,2.445861,down the T,In,false,12:22:27,1387.819946,23,8,NONE
0 0,Opponent,1,serve,Serve,Flat,176.61554,54,0,0,service_box,deuce,near,2.528099,6.740925,no_mans_land,deuce,far,-0.579307,22.878378,2.939791,out wide,In,false,12:22:30,1390.939941,23,11,
,Player,2,return,Forehand,Slice,47.872791,54,0,0,service_box,deuce,far,-2.052036,14.947892,no_mans_land,deuce_alley,near,5.211348,0.053934,0.890673,down the line,In,false,12:22:31,1391.890015,23,12,
,Player,3,serve_plus_one,Backhand,Topspin,48.028572,54,0,0,service_box,deuce,far,-1.046479,15.588334,no_mans_land,ad,near,-2.8905,1.95275,0.821774,down the line,In,false,12:22:34,1394.780029,23,15,miss O FH as shot 3
,Opponent,4,return_plus_one,Overhead,Flat,195.30661,54,0,0,service_box,deuce,near,1.755854,5.734393,service_box,deuce,far,-1.046479,16.797123,3.566026,---,In,false,12:22:35,1396.699951,23,17,
,Player,0,none,Forehand,Topspin,51.846527,55,0,0,service_box,ad,far,0.192182,15.882295,no_mans_land,deuce,near,2.449521,2.26107,2.96725,down the line,In,false,12:22:44,1404.859985,23,25,this is REPLAY
,Opponent,1,none,Backhand,Topspin,65.25209,55,0,0,no_mans_land,deuce,near,0.312215,0.394607,service_box,ad,far,0.192182,17.091084,2.271421,down the line,In,false,12:22:45,1405.939941,23,26,this is REPLAY
,Player,2,none,Forehand,Topspin,45.875294,55,0,0,service_box,ad,near,-0.545478,5.625414,out,ad,near,-0.161649,-1.4418,1.556504,inside out,Net,false,12:22:48,1408.939941,23,29,this is REPLAY
,Player,3,none,Forehand,Slice,49.961124,55,0,0,no_mans_land,ad,far,2.353638,18.93811,out,ad,near,-0.290305,-0.631623,1.594989,inside out,In,false,12:22:48,1409.650024,23,30,this is REPLAY
15 0,Opponent,1,serve,Serve,Flat,167.679657,56,0,0,service_box,deuce,near,1.93651,8.107801,no_mans_land,ad,far,0.535991,23.667929,2.634007,down the T,Out,false,12:22:55,1416.380005,23,36,In ace
30 0,Opponent,1,serve,Serve,Flat,172.551788,57,0,0,service_box,deuce,near,0.45273,7.680332,no_mans_land,deuce,far,-0.789747,23.712576,2.685196,down the T,In,false,12:23:15,1436.060059,23,56,Out
30 0,Opponent,1,serve,Serve,Flat,143.895325,58,0,0,service_box,deuce,near,0.768737,6.576793,no_mans_land,deuce,far,-0.969333,24.682564,2.882056,down the T,In,false,12:23:27,1447.939941,24,8,
