,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Score_index_before,Pt_P1_before,Pt_P2_before,Gm_P1_before,Gm_P2_before,Set_P1_before,Set_P2_before,first_serve,P1_serving,game_type,Score_index_after,Pt_P1_after,Pt_P2_after,Gm_P1_after,Gm_P2_after,Set_P1_after,Set_P2_after,Bounce (x)Old,Bounce (y)Old,ShotOld,ResultOld,Hit (x)Old,Hit (y)Old,comment,Result2,W_UE,rally_length,rally_length_custom,BP,srv_from,srv_to,P_FH-Line,P_FH-Middle,P_FH-Cross,P_FH-II,P_FH-IO,P_FH-IM,P_FH-D,P_FH-Cross-Pass,P_FH-Middle-Pass,P_FH-Line-Pass,P_BH-Line,P_BH-Middle,P_BH-Cross,P_BH-Slice,P_BH-D,P_BH-Cross-Pass,P_BH-Middle-Pass,P_BH-Line-Pass,P_VOL,P_SMA,O_FH-Line,O_FH-Middle,O_FH-Cross,O_FH-II,O_FH-IO,O_FH-IM,O_FH-D,O_FH-Cross-Pass,O_FH-Middle-Pass,O_FH-Line-Pass,O_BH-Line,O_BH-Middle,O_BH-Cross,O_BH-Slice,O_BH-D,O_BH-Cross-Pass,O_BH-Middle-Pass,O_BH-Line-Pass,O_VOL,O_SMA,shot_from,shot_to,desc1,desc2,desc3,desc4,desc5
256,Opponent,1,serve,Serve,Slice,123.60685,101,0.0,0.0,no_mans_land,ad,far,0.186644,18.657204,no_mans_land,ad,near,-0.608539,0.732298,2.309853,down the T,Out,False,22:10:09,2673.879883,1,55.0,1.0,2.0,5.0,4.0,0.0,0.0,False,False,1.0,56.0,2.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,UE,1.0,1.0,False,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
258,Opponent,1,serve,Serve,Flat,121.899208,102,0.0,0.0,service_box,deuce,far,-1.303924,17.29657,no_mans_land,deuce,near,0.805113,-0.251165,2.609177,down the T,In,False,22:10:29,2694.100098,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,,8.0,8.0,False,deuce,T,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
259,Player,2,return,Backhand,Topspin,83.374557,102,0.0,0.0,no_mans_land,ad,near,-2.164711,4.646204,out,deuce,far,-1.493481,25.097406,1.279972,inside in,In,False,22:10:30,2695.030029,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,BH,II,,,
260,Opponent,3,serve_plus_one,Backhand,Slice,71.458107,102,0.0,0.0,no_mans_land,ad,far,1.563976,20.200329,no_mans_land,ad,near,-2.281308,1.245665,0.682958,cross court,In,False,22:10:31,2696.300049,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,BH,Slice,,,
261,Player,4,return_plus_one,Forehand,Topspin,99.723221,102,0.0,0.0,out,ad_out,near,-3.233333333,1.77,no_mans_land,ad,far,3.057503,24.748987,1.307318,inside in,In,False,22:10:33,2697.899902,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,-5.776327,-0.094127,,Out,,,,,,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,FH,II,,,
262,Opponent,5,in_play,Backhand,Flat,88.413597,102,0.0,0.0,service_box,ad,far,2.619212,17.824039,out,ad,near,-3.760559,-1.67583,0.553011,cross court,In,False,22:10:34,2699.070068,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,BH,Cross,,,
263,Player,6,in_play,Backhand,Slice,75.372879,102,0.0,0.0,no_mans_land,ad,near,-2.035685,4.299229,no_mans_land,ad_alley,far,4.187702,24.366043,1.104993,down the line,In,False,22:10:35,2700.469971,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,BH,Slice,,,
264,Opponent,7,in_play,Forehand,Topspin,84.286644,102,0.0,0.0,no_mans_land,deuce,far,-2.502439,20.561481,no_mans_land,ad,near,-3.752125,-0.323042,0.520253,inside in,In,False,22:10:37,2702.070068,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,FH,IO,,,
265,Player,8,in_play,Forehand,Flat,101.58757,102,0.0,0.0,no_mans_land,ad,near,-3.178478,3.017197,out,deuce,far,-2.680403,25.305683,1.047543,down the line,In,False,22:10:38,2703.429932,1,56.0,2.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,,,,,,,W,8.0,8.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
266,Opponent,0,none,Forehand,Topspin,84.322052,103,0.0,0.0,service_box,ad,near,-1.184231,6.994659,service_box,ad,near,-1.555884,5.063249,1.749256,inside out,Net,False,22:10:51,2715.929932,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,cancelled,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Opponent,0,none,Backhand,Topspin,33.022778,103,0.0,0.0,service_box,ad,near,-1.393061,6.281418,no_mans_land,ad,near,-1.085396,4.142811,0.820134,cross court,Net,False,22:10:52,2717.669922,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,cancelled,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Opponent,0,none,Backhand,Topspin,87.186295,103,0.0,0.0,no_mans_land,ad,far,0.955448,20.257603,no_mans_land,ad,near,-0.336778,1.535602,1.279122,cross court,In,False,22:10:55,2719.830078,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,,,cancelled,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Player,0,return,Backhand,Flat,56.333893,104,0.0,0.0,service_box,deuce_alley,near,4.349212,5.721681,no_mans_land,ad_alley,far,5.073016,24.888983,1.262891,down the line,Out,False,22:11:13,2737.899902,-2,57.0,3.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,,,2.0,,,,,,,-1.0,-1.0,True,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Opponent,1,serve,Serve,Slice,142.643265,104,0.0,0.0,service_box,ad,far,4.3,17.57,no_mans_land,ad,near,-0.453774,0.0,2.509998,out wide,Out,False,22:11:12,2737.070068,-2,57.0,3.0,2.0,5.0,4.0,0.0,0.0,True,False,1.0,57.0,3.0,2.0,5.0,4.0,0.0,0.0,3.86058,17.460381,,,-0.453774,-0.159235,,,,-1.0,-1.0,True,ad,wide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
271,Opponent,1,serve,Serve,Slice,95.623726,105,0.0,0.0,service_box,ad,far,2.604993,15.113569,no_mans_land,ad,near,-0.942648,0.864758,2.141251,out wide,In,False,22:11:28,2753.330078,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,False,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.0,5.0,True,ad,wide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
272,Player,2,return,Backhand,Topspin,100.074409,105,0.0,0.0,no_mans_land,deuce,near,0.810211,4.834738,out,ad_alley,far,4.368801,25.6112,1.293293,down the line,In,False,22:11:29,2754.370117,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,False,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.0,5.0,True,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Middle,,,
273,Opponent,3,serve_plus_one,Forehand,Topspin,86.265938,105,0.0,0.0,service_box,ad,far,2.477853,16.253239,no_mans_land,ad,near,-0.472501,0.282913,0.706381,inside out,In,False,22:11:30,2755.600098,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,False,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.0,5.0,True,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,FH,Cross,,,
274,Player,4,return_plus_one,Backhand,Topspin,90.615829,105,0.0,0.0,no_mans_land,ad,near,-1.613228,3.636687,out,ad,far,3.240819,25.345657,0.915205,cross court,In,False,22:11:32,2756.800049,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,False,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.0,5.0,True,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,BH,Cross,,,
275,Opponent,5,in_play,Forehand,Flat,59.372974,105,0.0,0.0,service_box,deuce,near,2.147146,5.660437,no_mans_land,ad,near,-2.264832,0.046015,0.840469,inside in,Net,False,22:11:33,2758.129883,1,57.0,3.0,2.0,5.0,4.0,0.0,0.0,False,False,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,UE,5.0,5.0,True,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,FH,II,,,
276,Player,1,serve,Serve,Flat,202.92749,106,0.0,0.0,no_mans_land,deuce,near,0.764436,5.441653,no_mans_land,deuce,far,-0.914113,23.340174,2.690144,down the T,Out,False,22:16:02,3027.399902,-1,58.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
277,Player,1,serve,Serve,Flat,147.999054,107,0.0,0.0,service_box,deuce,near,0.899772,7.297112,no_mans_land,deuce,far,-1.08594,24.796766,2.840201,down the T,In,False,22:16:11,3036.5,2,58.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
278,Opponent,2,return,Backhand,Topspin,89.867363,107,0.0,0.0,no_mans_land,ad,far,2.017702,20.502045,no_mans_land,deuce,near,1.180678,0.390805,1.058527,inside in,In,False,22:16:12,3037.22998,2,58.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,BH,II,,,
279,Player,3,serve_plus_one,Backhand,Topspin,93.822716,107,0.0,0.0,service_box,ad,far,1.061579,16.400244,no_mans_land,ad,far,1.818608,24.698824,1.219132,cross court,Net,False,22:16:13,3038.370117,2,58.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,UE,3.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Middle,,,
281,Player,0,return,Backhand,Topspin,59.74881,108,0.0,0.0,out,deuce_alley,far,-4.722215,23.858706,no_mans_land,deuce,far,-2.726423,24.385649,1.93689,inside in,Net,False,22:16:39,3064.030029,1,59.0,0.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,1.0,1.0,False,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Player,1,serve,Serve,Flat,109.466087,108,0.0,0.0,service_box,ad,near,-0.189572,5.842364,no_mans_land,ad,far,0.982566,22.884712,2.357397,down the T,In,False,22:16:34,3059.27002,1,59.0,0.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,Out,,,,,W,1.0,1.0,False,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
282,Player,1,serve,Serve,Flat,149.704681,109,0.0,0.0,service_box,deuce,near,0.301575,7.189641,no_mans_land,deuce,far,-0.830943,23.573215,2.770059,down the T,In,False,22:16:51,3076.0,1,60.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,61.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,W,1.0,1.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
283,Player,1,serve,Serve,Flat,139.339661,110,0.0,0.0,service_box,ad,near,-3.418303,5.979635,no_mans_land,ad,far,0.996424,24.659855,2.559217,out wide,In,False,22:17:07,3092.629883,1,61.0,2.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,3.0,False,ad,wide,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
284,Opponent,2,return,Backhand,Flat,51.779488,110,0.0,0.0,no_mans_land,deuce_out,far,-2.266666667,18.27,out,ad_alley,near,-5.181741,-1.388111,0.93549,down the line,In,False,22:17:08,3093.300049,1,61.0,2.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,-5.691906,18.415268,,Out,,,,,,4.0,3.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
938,Player,3,serve_plus_one,Forehand,,,110,,,,,,5.383364,25.255276,,,far,-1.333333333,21.07,,,In,,,3094.300049,1,,,,,,,,True,,,,,,,,,,,,,,1.833333333,5.57,,,F,4.0,3.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,APP,
285,Opponent,4,serve_plus_one,Forehand,Topspin,75.831337,110,0.0,0.0,out,ad_alley,far,5.383364,25.255276,out,deuce,near,2.696733,-0.693852,0.81063,down the line,Out,False,22:17:11,3096.370117,1,61.0,2.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,FE,4.0,3.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,Pass,,
286,Opponent,0,serve,Serve,Flat,181.185257,111,0.0,0.0,service_box,ad,far,0.00652,13.062321,service_box,deuce,near,0.466923,0.134643,2.154928,down the T,Out,False,22:17:24,3109.399902,1,62.0,3.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,cancelled,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Opponent,0,return,Forehand,Topspin,62.648647,113,0.0,0.0,no_mans_land,deuce_alley,far,-5.21352,21.569798,no_mans_land,deuce,near,2.878043,0.064503,0.517678,down the line,Out,False,22:17:32,3117.22998,-1,62.0,3.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,-1.0,-1.0,False,deuce,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Player,1,serve,Serve,Flat,115.618561,113,0.0,0.0,no_mans_land,deuce,near,2.565405,2.132903,no_mans_land,deuce,far,-0.89042,23.805807,2.573135,down the T,Out,False,22:17:31,3116.629883,-1,62.0,3.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,body,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
289,Player,1,serve,Serve,Flat,135.313019,114,0.0,0.0,service_box,deuce,near,1.860378,7.18658,no_mans_land,deuce,far,-1.129839,24.27721,2.788452,down the T,In,False,22:17:40,3125.5,1,62.0,3.0,1.0,0.0,0.0,0.0,0.0,False,True,1.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,body,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
290,Opponent,2,return,Forehand,Topspin,112.212112,114,0.0,0.0,no_mans_land,ad,far,2.468335,19.810595,no_mans_land,deuce,near,2.991339,0.500216,1.277395,down the line,In,False,22:17:41,3126.300049,1,62.0,3.0,1.0,0.0,0.0,0.0,0.0,False,True,1.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
939,Player,3,serve_plus_one,Backhand,,,114,,,,,,3.666666667,1.87,,,far,2.6,25.07,,,In,,,3127.300049,1,,,,,,,,False,,,,,,,,,,,,,,,,,,W,3.0,3.0,False,deuce,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
291,Opponent,0,none,Forehand,Flat,71.654503,115,0.0,0.0,no_mans_land,ad,far,2.161863,18.587877,no_mans_land,deuce,near,1.329411,-0.47576,2.286107,down the line,In,False,22:17:54,3139.030029,2,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Opponent,0,none,Forehand,Topspin,76.48233,117,0.0,0.0,no_mans_land,deuce,far,-0.836184,21.894466,out,deuce,near,0.425339,-1.551769,1.925907,cross court,In,False,22:18:32,3177.330078,2,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Opponent,1,serve,Serve,Flat,121.958916,118,0.0,0.0,service_box,deuce,near,0.75711,6.419139,no_mans_land,deuce,far,-0.836184,23.103254,2.703979,down the T,In,False,22:18:48,3192.830078,2,63.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,5.0,3.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
294,Player,2,return,Backhand,Slice,58.906158,118,0.0,0.0,no_mans_land,deuce,far,-1.441211,20.058018,no_mans_land,deuce,near,0.770221,0.67946,0.892306,inside out,In,False,22:18:48,3193.600098,2,63.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,5.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,BH,Slice,,,
295,Opponent,3,serve_plus_one,Forehand,Topspin,122.90451,118,0.0,0.0,no_mans_land,deuce,near,2.781979,2.453238,no_mans_land,deuce,far,-1.199283,24.691071,1.271381,cross court,In,False,22:18:50,3195.629883,2,63.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,W,5.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,FH,Line,,APP,
296,Player,4,return_plus_one,Forehand,Flat,56.032978,118,0.0,0.0,no_mans_land,ad,far,1.495624,19.57058,out,deuce,near,3.662172,-1.565671,0.996186,down the line,In,False,22:18:52,3196.72998,2,63.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,5.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,Pass,,
297,Opponent,5,in_play,Overhead,Flat,201.255249,118,0.0,0.0,service_box,deuce,near,2.019267,6.076279,no_mans_land,ad,far,1.495624,20.779367,2.343676,---,In,False,22:18:54,3199.129883,2,63.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,W,5.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,SMA,0,,,
298,Opponent,1,serve,Serve,Flat,152.574997,119,0.0,0.0,service_box,ad,near,-1.009359,5.492256,out,ad,far,0.701851,25.034918,2.520236,down the T,In,False,22:19:16,3221.27002,2,64.0,0.0,1.0,1.0,0.0,0.0,0.0,True,False,1.0,65.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,F,2.0,1.0,False,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
299,Player,2,return,Forehand,Flat,84.942688,119,0.0,0.0,no_mans_land,ad,far,0.2,24.67,out,ad,near,-1.109911,-1.91467,0.99156,inside out,Out,False,22:19:17,3222.100098,2,64.0,0.0,1.0,1.0,0.0,0.0,0.0,True,False,1.0,65.0,0.0,2.0,1.0,0.0,0.0,0.0,0.379402,21.3769,,In,,,,,FE,2.0,1.0,False,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,FH,IM,,,
301,Player,0,return,Backhand,Flat,59.123032,120,0.0,0.0,service_box,ad,near,-1.814303,7.140079,no_mans_land,deuce,near,0.261743,0.199131,1.016265,inside in,Net,False,22:19:38,3243.370117,-2,65.0,0.0,2.0,1.0,0.0,0.0,0.0,True,False,1.0,65.0,0.0,2.0,1.0,0.0,0.0,0.0,,,2.0,,,,,,,-1.0,-1.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Opponent,1,serve,Serve,Flat,136.381332,120,0.0,0.0,service_box,deuce,near,0.3,4.97,no_mans_land,deuce,far,-1.073243,23.75,2.787422,down the T,Out,False,22:19:37,3242.570068,-2,65.0,0.0,2.0,1.0,0.0,0.0,0.0,True,False,1.0,65.0,0.0,2.0,1.0,0.0,0.0,0.0,0.227341,6.282881,,In,-1.073243,23.721792,,,,-1.0,-1.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
