,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Score_index_before,Pt_P1_before,Pt_P2_before,Gm_P1_before,Gm_P2_before,Set_P1_before,Set_P2_before,first_serve,P1_serving,game_type,Score_index_after,Pt_P1_after,Pt_P2_after,Gm_P1_after,Gm_P2_after,Set_P1_after,Set_P2_after,Bounce (x)Old,Bounce (y)Old,ShotOld,ResultOld,Hit (x)Old,Hit (y)Old,comment,Result2,W_UE,rally_length,rally_length_custom,BP,srv_from,srv_to,P_FH-Line,P_FH-Middle,P_FH-Cross,P_FH-II,P_FH-IO,P_FH-IM,P_FH-D,P_FH-Cross-Pass,P_FH-Middle-Pass,P_FH-Line-Pass,P_BH-Line,P_BH-Middle,P_BH-Cross,P_BH-Slice,P_BH-D,P_BH-Cross-Pass,P_BH-Middle-Pass,P_BH-Line-Pass,P_VOL,P_SMA,O_FH-Line,O_FH-Middle,O_FH-Cross,O_FH-II,O_FH-IO,O_FH-IM,O_FH-D,O_FH-Cross-Pass,O_FH-Middle-Pass,O_FH-Line-Pass,O_BH-Line,O_BH-Middle,O_BH-Cross,O_BH-Slice,O_BH-D,O_BH-Cross-Pass,O_BH-Middle-Pass,O_BH-Line-Pass,O_VOL,O_SMA,shot_from,shot_to,desc1,desc2,desc3,desc4,desc5
482,Player,3,serve_plus_one,Forehand,Flat,64.166283,190,0.0,0.0,service_box,deuce,far,-2.41259,17.946188,no_mans_land,ad,far,1.11593,23.840918,0.900071,inside in,Net,False,22:46:16,4841.120117,2,105.0,1.0,1.0,4.0,4.0,0.0,0.0,False,True,1.0,106.0,1.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,UE,3.0,3.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,FH,II,,,
483,Player,1,serve,Serve,Flat,116.556107,191,0.0,0.0,no_mans_land,ad,near,-0.229041,4.822011,out,ad,far,1.004457,25.134239,2.613097,down the T,Out,False,22:46:39,4864.299805,-1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,True,True,1.0,106.0,1.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
484,Player,1,serve,Serve,Slice,108.578003,192,0.0,0.0,service_box,ad,near,-2.497412,6.771583,no_mans_land,ad,far,1.360645,24.30147,2.436444,out wide,In,False,22:46:48,4873.700195,1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,6.0,6.0,False,ad,body,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
485,Opponent,2,return,Backhand,Flat,67.0933,192,0.0,0.0,no_mans_land,deuce,far,-1.380785,20.87051,no_mans_land,ad,near,-3.604199,1.261126,1.078932,down the line,In,False,22:46:49,4874.569824,1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,6.0,6.0,False,ad,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
486,Player,3,serve_plus_one,Forehand,Topspin,120.979195,192,0.0,0.0,service_box,deuce,near,0.302577,6.246776,out,deuce,far,-1.159601,26.216667,1.466251,cross court,In,False,22:46:51,4876.029785,1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,6.0,6.0,False,ad,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,middle,FH,Middle,,,
487,Opponent,4,return_plus_one,Forehand,Topspin,106.3004,192,0.0,0.0,no_mans_land,deuce,far,-2.57373,19.914726,no_mans_land,deuce,near,0.519667,0.008242,0.650501,cross court,In,False,22:46:52,4877.100098,1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,6.0,6.0,False,ad,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,FH,Line,,,
488,Player,5,in_play,Forehand,Topspin,102.330452,192,0.0,0.0,no_mans_land,deuce,near,0.709232,2.593734,out,deuce_alley,far,-4.127154,26.393194,0.931444,down the line,In,False,22:46:53,4878.22998,1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,6.0,6.0,False,ad,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,middle,FH,Middle,,,
489,Opponent,6,in_play,Forehand,Topspin,90.870918,192,0.0,0.0,no_mans_land,ad_alley,far,4.520264,21.468233,no_mans_land,deuce,near,0.802316,0.662866,0.833744,down the line,Out,False,22:46:54,4879.27002,1,106.0,1.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,UE,6.0,6.0,False,ad,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
490,Player,1,serve,Serve,Slice,106.854721,193,0.0,0.0,service_box,deuce,far,1.533333333,11.87,no_mans_land,deuce,far,-1.134437,24.259668,2.579487,down the T,Net,False,22:47:31,4916.450195,-1,107.0,2.0,2.0,4.0,4.0,0.0,0.0,True,True,1.0,107.0,2.0,2.0,4.0,4.0,0.0,0.0,-0.050434,18.113962,,,,,,,,-1.0,-1.0,False,deuce,wide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
491,Player,1,serve,Serve,Flat,136.039459,194,0.0,0.0,service_box,deuce,near,1.362737,6.631042,no_mans_land,deuce,far,-1.165439,23.897455,2.724789,down the T,In,False,22:47:42,4927.419922,2,107.0,2.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,108.0,2.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,,3.0,2.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
492,Opponent,2,return,Backhand,Flat,83.007202,194,0.0,0.0,no_mans_land,ad,far,1.139837,19.770639,no_mans_land,deuce,near,1.971894,1.273778,0.946594,inside in,In,False,22:47:43,4928.149902,2,107.0,2.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,108.0,2.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,F,3.0,2.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,middle,BH,IM,,,
493,Player,3,serve_plus_one,Backhand,Topspin,110.440819,194,0.0,0.0,service_box,ad,far,1.277793,18.014088,no_mans_land,ad,far,0.869536,23.411924,0.896019,cross court,Net,False,22:47:44,4929.180176,2,107.0,2.0,2.0,4.0,4.0,0.0,0.0,False,True,1.0,108.0,2.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,FE,3.0,2.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
494,Player,1,serve,Serve,Flat,136.517929,195,0.0,0.0,service_box,deuce,near,0.432518,6.076634,no_mans_land,ad,far,0.941747,22.349955,2.224565,down the T,Out,False,22:48:09,4953.97998,-1,108.0,2.0,3.0,4.0,4.0,0.0,0.0,True,True,1.0,108.0,2.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,True,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
495,Opponent,0,none,Forehand,Flat,66.02063,196,0.0,0.0,no_mans_land,ad,far,2.861719,19.393202,no_mans_land,ad,near,-0.969385,1.444906,1.054379,inside out,In,False,22:48:19,4964.049805,2,108.0,2.0,3.0,4.0,4.0,0.0,0.0,False,True,1.0,109.0,0.0,0.0,4.0,5.0,0.0,0.0,,,,,,,,,,3.0,3.0,True,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Player,1,serve,Serve,,,196,,,,,,-0.9,6.17,,ad,far,0.266666667,23.75,,,In,,,4963.720215,2,108.0,2.0,3.0,4.0,4.0,0.0,0.0,False,True,1.0,109.0,0.0,0.0,4.0,5.0,0.0,0.0,,,,Out,0.266666667,24.07,,,,3.0,3.0,True,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
942,Opponent,2,serve,Forehand,,,196,,,,,,1.566666667,22.47,,,near,-2.9,0.0,,,In,,,4964.720215,2,108.0,2.0,3.0,4.0,4.0,0.0,0.0,False,True,1.0,109.0,0.0,0.0,4.0,5.0,0.0,0.0,,,,Out,-2.9,-0.03,,,,3.0,3.0,True,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,ad,FH,II,,,
496,Player,3,none,Backhand,Topspin,54.995796,196,0.0,0.0,out,deuce,far,5.066666667,1.37,out,ad,far,2.0,25.47,1.275146,down the line,Out,False,22:48:21,4965.720215,2,108.0,2.0,3.0,4.0,4.0,0.0,0.0,False,True,1.0,109.0,0.0,0.0,4.0,5.0,0.0,0.0,-3.082613,25.42724,,Net,3.863937,25.539261,,,UE,3.0,3.0,True,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
498,Player,0,return,Backhand,Flat,60.425575,198,0.0,0.0,service_box,ad,far,0.626125,15.363146,out,deuce,near,1.082258,-0.534553,0.96831,inside in,In,False,22:50:12,5077.600098,-2,109.0,0.0,0.0,4.0,5.0,0.0,0.0,True,False,1.0,109.0,0.0,0.0,4.0,5.0,0.0,0.0,,,2.0,,,,,,,-1.0,-1.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Opponent,1,serve,Serve,Flat,158.131424,198,0.0,0.0,no_mans_land,deuce,near,0.983319,4.164248,no_mans_land,deuce,far,-1.038416,24.389128,2.711852,down the T,Out,False,22:50:12,5076.819824,-2,109.0,0.0,0.0,4.0,5.0,0.0,0.0,True,False,1.0,109.0,0.0,0.0,4.0,5.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
499,Opponent,1,serve,Serve,Flat,123.613251,199,0.0,0.0,service_box,deuce,near,1.107502,6.221207,no_mans_land,deuce,far,-1.160822,24.22983,2.605385,down the T,In,False,22:50:24,5088.720215,2,109.0,0.0,0.0,4.0,5.0,0.0,0.0,False,False,1.0,110.0,0.0,1.0,4.0,5.0,0.0,0.0,,,,,,,,,,2.0,2.0,False,deuce,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
500,Player,2,return,Backhand,Topspin,56.766331,199,0.0,0.0,service_box,ad,near,-0.494927,5.931754,no_mans_land,deuce,near,1.321971,-0.279124,1.018001,inside in,Net,False,22:50:24,5089.649902,2,109.0,0.0,0.0,4.0,5.0,0.0,0.0,False,False,1.0,110.0,0.0,1.0,4.0,5.0,0.0,0.0,,,,,,,,,UE,2.0,2.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,BH,IO,,,
501,Opponent,1,serve,Serve,Kick,120.102486,201,0.0,0.0,service_box,ad,near,-3.134305,6.41194,service_box,ad,far,0.469098,23.671289,2.607327,out wide,In,False,22:50:44,5108.950195,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
502,Player,2,return,Backhand,Topspin,88.748413,201,0.0,0.0,no_mans_land,ad,far,0.191369,18.857264,out,ad_alley,near,-5.316599,-1.828919,0.894905,down the line,In,False,22:50:45,5109.97998,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Middle,,,
503,Opponent,3,serve_plus_one,Forehand,Topspin,91.757278,201,0.0,0.0,no_mans_land,deuce,near,3.13769,4.241615,out,ad,far,1.048188,25.047098,0.976921,inside in,In,False,22:50:46,5111.279785,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,FH,IO,,,
504,Player,4,return_plus_one,Forehand,Flat,81.118553,201,0.0,0.0,service_box,deuce,far,-3.434439,18.285986,out,deuce,near,2.972745,-0.833639,0.790918,cross court,In,False,22:50:47,5112.549805,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,FH,Line,,,
505,Opponent,5,in_play,Forehand,Flat,80.429634,201,0.0,0.0,no_mans_land,ad,near,-4.037258,4.715737,no_mans_land,deuce,far,-3.843153,23.734659,1.332263,down the line,In,False,22:50:49,5114.120117,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
506,Player,6,in_play,Backhand,Slice,80.866776,201,0.0,0.0,no_mans_land,deuce,far,-0.052491,21.282883,out,ad,near,-3.318111,-1.256022,0.71004,down the line,In,False,22:50:50,5115.419922,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Slice,,,
507,Opponent,7,in_play,Forehand,Topspin,65.974373,201,0.0,0.0,service_box,deuce,near,2.223215,5.991809,no_mans_land,ad,far,1.557638,23.965429,1.171455,inside in,In,False,22:50:52,5117.180176,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,FH,IO,,,
508,Player,8,in_play,Forehand,Flat,107.601669,201,0.0,0.0,no_mans_land,deuce,far,-2.64417,19.881002,out,deuce,near,2.707197,-0.80683,0.671427,cross court,In,False,22:50:54,5118.950195,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,FH,Line,,,
509,Opponent,9,in_play,Forehand,Topspin,94.765564,201,0.0,0.0,no_mans_land,ad,near,-1.85804,1.324421,out,deuce,far,-3.23177,25.445555,1.189717,down the line,In,False,22:50:55,5120.120117,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
510,Player,10,in_play,Backhand,Flat,92.904495,201,0.0,0.0,out,ad,far,-0.333333333,11.77,out,ad,near,-1.65482,-1.488163,0.928265,cross court,Net,False,22:50:56,5121.350098,2,110.0,0.0,1.0,4.0,5.0,0.0,0.0,True,False,1.0,111.0,0.0,2.0,4.0,5.0,0.0,0.0,0.819944,24.040405,,Out,,,,,UE,10.0,10.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Middle,,,
511,Opponent,1,serve,Serve,Slice,143.794876,202,0.0,0.0,service_box,deuce,near,0.873097,5.812637,no_mans_land,deuce,far,-1.233553,24.147888,2.766537,down the T,In,False,22:51:24,5149.370117,1,111.0,0.0,2.0,4.0,5.0,0.0,0.0,True,False,1.0,112.0,1.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,5.0,False,deuce,T,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
512,Player,2,return,Backhand,Slice,60.391788,202,0.0,0.0,no_mans_land,deuce,far,-0.5736,18.601179,no_mans_land,deuce,near,1.195124,-0.115675,0.827822,inside out,In,False,22:51:25,5150.200195,1,111.0,0.0,2.0,4.0,5.0,0.0,0.0,True,False,1.0,112.0,1.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,5.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,middle,BH,Slice,,,
513,Opponent,3,serve_plus_one,Forehand,Topspin,101.096817,202,0.0,0.0,no_mans_land,deuce,near,2.536294,3.827367,no_mans_land,deuce,far,-1.289688,24.736387,0.804012,cross court,In,False,22:51:27,5151.77002,1,111.0,0.0,2.0,4.0,5.0,0.0,0.0,True,False,1.0,112.0,1.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,5.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,deuce,FH,Line,,,
514,Player,4,return_plus_one,Forehand,Topspin,99.99205,202,0.0,0.0,no_mans_land,ad,far,1.532052,20.378336,out,deuce,near,3.306978,-1.131841,0.842581,down the line,In,False,22:51:28,5153.029785,1,111.0,0.0,2.0,4.0,5.0,0.0,0.0,True,False,1.0,112.0,1.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,5.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
515,Opponent,5,in_play,Backhand,Topspin,99.011398,202,0.0,0.0,service_box,ad,far,1.768124,16.685181,no_mans_land,ad,far,1.580306,24.275351,1.010413,cross court,Net,False,22:51:29,5154.129883,1,111.0,0.0,2.0,4.0,5.0,0.0,0.0,True,False,1.0,112.0,1.0,2.0,4.0,5.0,0.0,0.0,,,,,,,,,UE,5.0,5.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
516,Opponent,1,serve,Serve,Flat,161.609024,203,0.0,0.0,service_box,ad,near,-3.852342,6.626692,no_mans_land,ad,far,0.875981,23.739836,2.507457,out wide,In,False,22:51:53,5178.370117,2,112.0,1.0,2.0,4.0,5.0,0.0,0.0,True,False,1.0,113.0,1.0,3.0,4.0,5.0,0.0,0.0,,,,,,,,,W,1.0,1.0,False,ad,wide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
517,Opponent,1,serve,Serve,Flat,137.280319,204,0.0,0.0,service_box,deuce,near,1.344872,5.950755,no_mans_land,deuce,far,-1.386006,24.650194,2.680084,down the T,In,False,22:52:19,5204.069824,1,113.0,1.0,3.0,4.0,5.0,0.0,0.0,True,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,4.0,False,deuce,T,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
518,Player,2,return,Backhand,Topspin,76.2211,204,0.0,0.0,no_mans_land,ad,far,1.451261,21.95435,out,deuce,near,2.821537,-0.963844,0.925673,inside in,In,False,22:52:20,5204.930176,1,113.0,1.0,3.0,4.0,5.0,0.0,0.0,True,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,4.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,BH,II,,,
519,Opponent,3,serve_plus_one,Backhand,Topspin,67.767151,204,0.0,0.0,service_box,deuce,near,0.502626,8.451076,no_mans_land,ad,far,1.021257,24.894293,0.885352,down the line,In,False,22:52:21,5206.169922,1,113.0,1.0,3.0,4.0,5.0,0.0,0.0,True,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,,,,,,,,,,5.0,4.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Middle,,,
520,Player,4,return_plus_one,Forehand,Topspin,101.565132,204,0.0,0.0,no_mans_land,ad,far,2.495714,18.538206,no_mans_land,deuce,near,0.433745,0.326144,0.818445,down the line,In,False,22:52:22,5207.600098,1,113.0,1.0,3.0,4.0,5.0,0.0,0.0,True,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,,,,,,,,,F,5.0,4.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deuce,ad,FH,Cross,,,
521,Opponent,5,in_play,Backhand,Flat,94.539886,204,0.0,0.0,no_mans_land,deuce_alley,near,4.266666667,3.87,out,ad,far,2.925246,25.331596,1.124274,down the line,Out,False,22:52:23,5208.700195,1,113.0,1.0,3.0,4.0,5.0,0.0,0.0,True,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,3.8,3.57,,In,,,,,FE,5.0,4.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,deuce,BH,Line,,,
522,Opponent,1,serve,Serve,Flat,107.473808,205,0.0,0.0,service_box,deuce,far,-0.431769,17.019295,no_mans_land,ad,far,0.530639,23.670607,2.463171,down the T,Net,False,22:52:53,5238.27002,-2,114.0,2.0,3.0,4.0,5.0,0.0,0.0,True,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,ad,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
523,Opponent,1,serve,Serve,Kick,120.233162,206,0.0,0.0,service_box,ad,near,-3.067571,7.920084,no_mans_land,ad,far,0.7485,24.010365,2.523758,out wide,In,False,22:53:05,5250.529785,2,114.0,2.0,3.0,4.0,5.0,0.0,0.0,False,False,1.0,115.0,0.0,0.0,4.0,6.0,0.0,0.0,,,,,,,,,F,2.0,1.0,False,ad,wide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
524,Player,2,return,Backhand,Flat,68.505493,206,0.0,0.0,service_box,ad,near,-1.60844,10.983222,no_mans_land,ad_alley,near,-5.203399,-0.326453,1.075935,down the line,Net,False,22:53:06,5251.470215,2,114.0,2.0,3.0,4.0,5.0,0.0,0.0,False,False,1.0,115.0,0.0,0.0,4.0,6.0,0.0,0.0,,,,,,,,,FE,2.0,1.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,middle,BH,Middle,,,
525,Opponent,0,serve,Serve,Slice,195.680084,207,0.0,0.0,no_mans_land,deuce,far,-0.0659,19.253872,no_mans_land,deuce,near,0.391385,0.145853,2.256561,down the T,Out,False,22:55:30,5395.399902,1,114.0,2.0,3.0,4.0,5.0,0.0,0.0,False,False,1.0,114.0,2.0,3.0,4.0,5.0,0.0,0.0,,,1.0,,,,cancelled,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
