,Player,Shot,Type,Stroke,Spin,Speed,Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Result2,Bounce (x)2,Bounce (y)2,ResultOld,Bounce (x)old,Bounce (y)old,Bounce (x)Old,Bounce (y)Old,comment
233,Player,10,in_play,Forehand,Topspin,75,86,0,0,service_box,ad,far,1.085078,16.090309,no_mans_land,deuce,near,3.488116,0.592443,0.968946,down the line,In,False,15:24:16,2423.699951,1,,,,,,,,,
234,Opponent,11,in_play,Backhand,Flat,80,86,0,0,no_mans_land,ad,near,-0.739447,4.808494,no_mans_land,ad,far,0.634838,24.433943,1.118821,cross court,In,False,15:24:17,2424.959961,1,,,,,,,,,
235,Player,12,in_play,Backhand,Flat,77,86,0,0,service_box,ad,far,2.487505,17.555828,no_mans_land,ad,near,-1.139607,-0.140385,0.502605,cross court,In,False,15:24:18,2426.0,1,,,,,,,,,
236,Opponent,13,in_play,Backhand,Slice,60,86,0,0,no_mans_land,ad,near,-0.24606,4.834362,no_mans_land,ad,far,2.246844,23.61331,1.010582,cross court,In,False,15:24:19,2427.320068,1,,,,,,,,,
237,Player,14,in_play,Forehand,Slice,86,86,0,0,service_box,ad,far,1.266131,15.971277,no_mans_land,ad,near,-0.523272,1.858064,0.525655,inside out,In,False,15:24:21,2428.97998,1,,,,,,,,,
238,Opponent,15,in_play,Forehand,Topspin,52,86,0,0,service_box,deuce,far,-2.540511,14.710966,service_box,deuce,far,-3.06043,17.563278,1.165754,cross court,In,False,15:24:23,2431.159912,1,In,-2.540511,14.710966,Net,,,-2.540511,14.710966,
239,Opponent,16,in_play,Forehand,Flat,52,86,0,0,service_box,ad,near,-0.178883,6.37443,service_box,deuce,far,-2.221573,15.303003,1.376416,down the line,In,False,15:24:24,2431.679932,1,,,,,,,,,
240,Player,17,in_play,Forehand,Flat,80,86,0,0,service_box,ad,far,2.55419,16.799555,no_mans_land,deuce,near,0.324736,4.933797,0.939559,down the line,In,False,15:24:25,2432.76001,1,,,,,,,,,
241,Opponent,1,first_serve,Serve,Flat,138,89,0,0,service_box,ad,near,-0.152255,6.82876,out,ad,far,0.96718,23.505909,2.586062,down the T,In,False,15:25:06,2474.340088,0,,,,,,,,,
242,Opponent,1,first_serve,Serve,Slice,158,90,0,0,service_box,ad,far,0.604874,17.917683,no_mans_land,deuce,far,-0.935879,23.912775,2.697492,down the T,Net,False,15:25:36,2503.919922,-2,,,,,,,,,
243,Opponent,1,second_serve,Serve,Flat,122,91,0,0,service_box,deuce,near,1.136396,5.956994,no_mans_land,deuce,far,-0.952824,24.020576,2.751564,down the T,In,False,15:25:52,2519.919922,0,,,,,,,,,
244,Player,2,return,Backhand,Topspin,73,91,0,0,service_box,ad,far,1.360696,16.456736,no_mans_land,deuce,near,1.661142,1.203591,1.053373,inside in,In,False,15:25:53,2520.699951,0,,,,,,,,,
245,Opponent,3,serve_plus_one,Backhand,Flat,106,91,0,0,no_mans_land,deuce,near,0.308689,3.107665,no_mans_land,ad,far,0.857371,23.544987,0.856134,down the line,In,False,15:25:54,2521.919922,0,,,,,,,,,
246,Player,4,return_plus_one,Backhand,Topspin,73,91,0,0,service_box,deuce,far,-2.83617,17.440138,no_mans_land,ad,near,-0.416835,1.270641,0.830694,down the line,In,False,15:25:55,2522.939941,0,,,,,,,,,
247,Opponent,5,in_play,Forehand,Topspin,93,91,0,0,service_box,deuce,near,0.562393,5.488428,out,deuce,far,-3.551483,25.025625,0.883568,cross court,In,False,15:25:56,2524.100098,0,,,,,,,,,
248,Player,6,in_play,Forehand,Topspin,88,91,0,0,no_mans_land,ad,far,3.098392,20.099066,no_mans_land,deuce,near,1.245257,0.330339,0.511671,down the line,In,False,15:25:57,2525.340088,0,,,,,,,,,
249,Opponent,7,in_play,Backhand,Flat,107,91,0,0,no_mans_land,ad,near,-0.64849,3.260229,out,ad,far,3.550165,25.85243,0.758439,cross court,In,False,15:25:59,2527.0,0,,,,,,,,,
250,Player,8,in_play,Backhand,Flat,60,91,0,0,service_box,deuce,near,0.574016,11.153645,no_mans_land,ad,near,-1.253683,0.564497,0.659871,down the line,Net,False,15:26:00,2528.219971,0,,,,,,,,,
251,Opponent,1,first_serve,Serve,Flat,158,92,0,0,service_box,deuce,far,-2.029061,16.823866,no_mans_land,ad,far,0.87674,24.573555,2.426414,out wide,Net,False,15:26:37,2564.679932,-2,,,,,,,,,
252,Opponent,1,second_serve,Serve,Kick,118,93,0,0,service_box,ad,near,-1.938699,6.167128,no_mans_land,ad,far,1.031024,24.723013,2.479193,down the T,In,False,15:26:52,2579.73999,1,,,,,,,,,
253,Player,2,return,Forehand,Flat,60,93,0,0,no_mans_land,ad,far,1.552312,20.304644,no_mans_land,ad,near,-2.450029,0.273301,0.983407,inside out,In,False,15:26:53,2580.620117,1,,,,,,,,,
254,Opponent,3,serve_plus_one,Forehand,Topspin,88,93,0,0,service_box,ad,near,-3.085658,5.558846,out,ad,far,2.374607,25.602747,0.992137,inside out,In,False,15:26:54,2582.340088,1,,,,,,,,,
255,Player,4,return_plus_one,Backhand,Topspin,85,93,0,0,no_mans_land,deuce,far,-3.526789,18.793253,out,ad_alley,near,-4.196376,-0.782249,0.574571,down the line,In,False,15:26:56,2583.780029,1,,,,,,,,,
256,Player,1,first_serve,Serve,Flat,125,97,0,0,service_box,ad,far,1.557992,17.810982,no_mans_land,deuce,far,-1.012553,24.020578,2.633683,out wide,Net,False,15:29:33,2740.919922,-1,,,,,,,,,
257,Player,1,second_serve,Serve,Slice,133,98,0,0,service_box,deuce,near,1.51857,6.702003,no_mans_land,deuce,far,-1.109101,24.787439,2.731812,down the T,In,False,15:29:43,2751.280029,1,,,,,,,,,
258,Opponent,2,return,Forehand,Topspin,75,98,0,0,no_mans_land,deuce,far,-0.757148,24.0,no_mans_land,deuce,near,1.787808,0.508081,1.245312,cross court,Out,False,15:29:44,2752.179932,1,Out,-0.757148,24.0,In,,,-0.757148,20.343908,
259,Player,1,first_serve,Serve,Flat,165,100,0,0,service_box,ad,near,-0.294791,6.443894,out,ad,far,0.663137,23.671289,2.637373,down the T,In,False,15:30:13,2780.780029,0,,,,,,,,,
260,Opponent,2,return,Forehand,Flat,56,100,0,0,no_mans_land,deuce,far,-0.442816,22.760086,no_mans_land,ad,near,-0.810913,-0.095286,0.831204,inside in,In,False,15:30:14,2781.540039,0,,,,,,,,,
261,Player,3,serve_plus_one,Forehand,Topspin,60,100,0,0,service_box,ad,near,-1.167601,6.260982,no_mans_land,deuce,far,-0.274635,23.886953,2.428332,down the line,In,False,15:30:17,2785.379883,0,,,,,,,,,
262,Opponent,4,return_plus_one,Forehand,Topspin,77,100,0,0,no_mans_land,ad,far,2.216831,18.751915,out,ad,near,-1.803676,-1.298035,1.158256,inside out,In,False,15:30:19,2787.179932,0,,,,,,,,,
263,Player,5,in_play,Backhand,Topspin,72,100,0,0,service_box,ad,near,-3.111399,5.660437,out,ad,far,3.031476,25.509214,1.168013,cross court,In,False,15:30:21,2788.580078,0,,,,,,,,,
264,Opponent,6,in_play,Backhand,Topspin,85,100,0,0,service_box,deuce,far,-2.305483,17.093128,out,ad,near,-3.786651,-0.59973,0.649948,down the line,In,False,15:30:22,2790.100098,0,,,,,,,,,
265,Player,7,in_play,Forehand,Topspin,99,100,0,0,no_mans_land,ad,near,-0.309161,3.574284,out,deuce,far,-1.706121,25.213261,0.953294,down the line,In,False,15:30:23,2791.379883,0,,,,,,,,,
266,Opponent,8,in_play,Forehand,Topspin,91,100,0,0,no_mans_land,ad,far,2.397074,19.164364,no_mans_land,deuce,near,0.010137,0.279836,0.765917,down the line,In,False,15:30:25,2792.600098,0,,,,,,,,,
267,Player,9,in_play,Backhand,Topspin,84,100,0,0,service_box,ad,near,-2.064362,5.773529,out,ad,far,3.09688,25.718826,1.167664,cross court,In,False,15:30:26,2793.800049,0,,,,,,,,,
268,Opponent,10,in_play,Backhand,Flat,87,100,0,0,no_mans_land,ad,far,2.666544,18.864569,no_mans_land,ad,near,-2.41973,-0.38295,0.582774,cross court,In,False,15:30:27,2795.120117,0,,,,,,,,,
269,Player,11,in_play,Backhand,Topspin,85,100,0,0,service_box,ad,far,0.346024,18.052719,out,ad,far,3.790848,24.993866,1.064549,cross court,Net,False,15:30:28,2796.399902,0,,,,,,,,,
270,Player,1,first_serve,Serve,Flat,175,101,0,0,service_box,deuce,near,2.748338,5.796258,no_mans_land,deuce,far,-0.814609,24.681816,2.712018,out wide,In,False,15:30:52,2820.379883,1,,,,,,,,,swapped srv
271,Opponent,2,return,Forehand,Flat,54,101,0,0,service_box,ad,far,2.097662,16.648945,no_mans_land,deuce_alley,near,4.680719,0.187312,0.995643,down the line,In,False,15:30:53,2821.179932,1,,,,,,,,,swapped srv
272,Player,3,serve_plus_one,Backhand,Flat,55,101,0,0,no_mans_land,deuce,near,1.513019,2.426045,no_mans_land,ad,far,1.154013,23.449209,1.004613,down the line,In,False,15:30:55,2822.959961,1,In,1.513019,2.426045,In,,,1.513019,2.426045,swapped srv
273,Player,0,first_serve,Serve,Flat,142,102,0,0,service_box,deuce,near,1.149878,5.527153,out,deuce,near,0.512852,-0.60918,1.645015,out wide,Net,False,15:31:11,2838.540039,0,,,,,,,,,
274,Opponent,1,first_serve,Serve,Flat,154,103,0,0,service_box,ad,near,-2.820593,6.688882,no_mans_land,ad,far,0.985133,24.965351,2.55749,out wide,In,False,15:31:18,2845.639893,0,,,,,,,,,
275,Player,2,return,Backhand,Topspin,73,103,0,0,service_box,deuce,far,-1.518682,17.422789,no_mans_land,ad_alley,near,-4.34447,-0.522934,0.788441,down the line,In,False,15:31:18,2846.340088,0,,,,,,,,,
276,Opponent,3,serve_plus_one,Forehand,Flat,87,103,0,0,no_mans_land,deuce,near,0.363754,0.127269,out,deuce,far,-1.664093,25.501505,0.734629,cross court,In,False,15:31:20,2847.899902,0,,,,,,,,,
277,Player,4,return_plus_one,Forehand,Topspin,90,103,0,0,out,deuce_alley,far,-4.593824,23.868526,no_mans_land,deuce,near,1.618991,1.068084,0.663435,down the line,Out,False,15:31:21,2849.100098,0,,,,,,,,,
278,Player,1,first_serve,Serve,Flat,159,104,0,0,service_box,deuce,near,2.217008,5.0,no_mans_land,deuce,far,-0.701803,23.683735,2.637649,down the T,Out,False,15:31:42,2870.47998,-2,Out,2.217008,5.0,In,,,2.217008,6.477829,swapped srv
279,Opponent,0,return,Forehand,Topspin,99,104,0,0,out,ad,far,2.85196,25.337566,out,deuce,near,3.08184,-0.766032,0.770248,down the line,Out,False,15:31:43,2871.100098,-2,,,,,,,,,swapped srv
280,Player,1,first_serve,Serve,Flat,146,105,0,0,service_box,deuce,near,1.509838,7.20937,no_mans_land,deuce,far,-1.019754,24.67441,2.755698,down the T,In,False,15:31:55,2882.780029,1,,,,,,,,,swapped srv
281,Opponent,2,return,Forehand,Topspin,91,105,0,0,no_mans_land,deuce,far,-1.516454,19.881002,no_mans_land,deuce,near,1.913468,1.158591,1.253081,cross court,In,False,15:31:56,2883.600098,1,,,,,,,,,swapped srv
282,Player,3,serve_plus_one,Forehand,Topspin,92,105,0,0,service_box,deuce,near,0.697469,6.755105,no_mans_land,deuce,far,-2.18615,24.097937,0.85985,cross court,In,False,15:31:57,2884.780029,1,,,,,,,,,swapped srv
283,Opponent,4,return_plus_one,Forehand,Topspin,92,105,0,0,no_mans_land,ad,far,3.614802,24.0,no_mans_land,deuce,near,1.108821,1.744496,0.7392,down the line,Out,False,15:31:58,2886.0,1,Out,3.614802,24.0,Out,,,3.614802,24.0,swapped srv
284,Player,1,first_serve,Serve,Flat,116,106,0,0,service_box,ad,near,-3.809033,5.709578,no_mans_land,ad,far,1.288922,24.92465,2.452332,out wide,In,False,15:32:21,2908.679932,1,,,,,,,,,
285,Opponent,2,return,Backhand,Slice,57,106,0,0,service_box,deuce,far,-0.069695,18.038469,no_mans_land,ad_alley,near,-4.868704,-0.238536,0.802197,down the line,In,False,15:32:21,2909.399902,1,,,,,,,,,
286,Player,3,serve_plus_one,FH Volley,Flat,32,106,0,0,no_mans_land,ad,near,-3.227415,3.403893,service_box,deuce,far,-0.069695,19.247257,1.101045,down the line,In,False,15:32:23,2910.679932,1,,,,,,,,,
287,Opponent,1,first_serve,Serve,Flat,131,107,0,0,service_box,ad,far,2.477003,17.120506,no_mans_land,deuce,far,-0.173191,23.130939,2.241231,out wide,Net,False,15:33:30,2977.659912,-2,,,,,,,,,
288,Opponent,1,second_serve,Serve,Flat,116,108,0,0,service_box,deuce,near,1.117332,6.196828,no_mans_land,deuce,far,-1.103643,23.981649,2.724979,down the T,In,False,15:33:45,2992.76001,0,,,,,,,,,
289,Player,2,return,Backhand,Flat,77,108,0,0,no_mans_land,deuce,far,-1.167058,19.941053,no_mans_land,deuce,near,1.508027,-0.282712,1.018719,inside out,In,False,15:33:46,2993.580078,0,,,,,,,,,
290,Opponent,3,serve_plus_one,Forehand,Topspin,83,108,0,0,no_mans_land,deuce,near,1.279647,3.516118,out,deuce,far,-1.757952,25.396971,1.132492,cross court,In,False,15:33:47,2994.899902,0,,,,,,,,,
291,Player,4,return_plus_one,Forehand,Topspin,68,108,0,0,service_box,deuce,far,-3.081781,16.657879,out,deuce,near,1.791047,-0.57494,0.789333,cross court,In,False,15:33:48,2996.23999,0,,,,,,,,,
292,Opponent,5,in_play,Forehand,Topspin,103,108,0,0,no_mans_land,deuce,near,2.094785,4.16839,out,deuce_alley,far,-4.445356,25.740049,0.864979,down the line,In,False,15:33:50,2997.580078,0,,,,,,,,,
293,Player,6,in_play,Forehand,Topspin,91,108,0,0,service_box,deuce,far,-3.583418,17.946188,out,deuce,near,3.152513,-0.528794,0.706851,cross court,In,False,15:33:51,2998.780029,0,,,,,,,,,
294,Opponent,7,in_play,Forehand,Slice,80,108,0,0,service_box,ad_alley,near,-4.0,6.796846,no_mans_land,deuce_alley,far,-4.872786,24.308332,0.852718,down the line,In,False,15:33:52,3000.179932,0,In,-4.0,6.796846,Out,,,-4.901402,6.796846,
295,Player,8,in_play,Backhand,Flat,59,108,0,0,no_mans_land,ad,far,1.382812,19.198095,no_mans_land,ad_alley,near,-4.274733,1.383977,0.378264,down the line,In,False,15:33:54,3001.73999,0,,,,,,,,,
296,Opponent,9,in_play,Forehand,Flat,91,108,0,0,no_mans_land,deuce,near,0.711641,3.092579,no_mans_land,ad,far,2.453264,23.380257,1.054711,inside in,In,False,15:33:55,3003.439941,0,,,,,,,,,
297,Player,10,in_play,Forehand,Flat,93,108,0,0,out,ad,far,1.996235,25.42724,no_mans_land,deuce,near,0.15929,-0.397337,0.59085,down the line,Out,False,15:33:58,3005.73999,0,,,,,,,,,
298,Opponent,1,first_serve,Serve,Slice,173,109,0,0,service_box,ad,near,-2.632862,6.08824,no_mans_land,ad,far,1.271614,24.784681,2.279128,out wide,Let,False,15:34:32,3039.97998,-1,Let,-2.632862,6.08824,In,,,-2.632862,6.08824,
299,Player,0,return,Backhand,Topspin,68,109,0,0,no_mans_land,ad_alley,far,4.448308,20.459244,out,ad_alley,near,-4.201622,-0.982037,0.803596,cross court,Out,False,15:34:33,3040.73999,-1,,,,,,,,,
300,Opponent,1,none,Forehand,Topspin,89,110,0,0,service_box,deuce,near,1.085757,8.123842,no_mans_land,deuce,far,-0.408153,24.261293,1.053331,cross court,In,False,15:34:54,3061.76001,1,,,,,,,,,
301,Player,2,none,Forehand,Topspin,83,110,0,0,no_mans_land,deuce,far,-2.674249,20.462305,no_mans_land,deuce,near,1.971007,0.289395,0.400995,cross court,In,False,15:34:55,3062.939941,1,,,,,,,,,
302,Opponent,3,none,Forehand,Topspin,71,110,0,0,service_box,deuce,far,-3.127659,16.733578,no_mans_land,deuce,far,-3.719672,24.886936,0.82524,cross court,Net,False,15:34:56,3064.199951,1,,,,,,,,,
303,Opponent,1,first_serve,Serve,Flat,136,111,0,0,service_box,deuce,near,2.82478,7.442366,no_mans_land,deuce,far,-0.985623,24.246288,2.6988,out wide,In,False,15:35:28,3096.320068,0,,,,,,,,,
304,Player,2,return,Forehand,Flat,58,111,0,0,service_box,ad,far,2.437183,13.263747,out,deuce_alley,near,4.838916,-0.741958,0.864612,down the line,In,False,15:35:29,3097.120117,0,,,,,,,,,
305,Opponent,3,serve_plus_one,Backhand,Topspin,102,111,0,0,service_box,ad,near,-1.868732,5.614007,no_mans_land,ad,far,1.257353,24.395046,0.911831,cross court,In,False,15:35:30,3098.5,0,,,,,,,,,
306,Player,4,return_plus_one,Backhand,Topspin,62,111,0,0,service_box,ad,far,0.278782,14.398235,no_mans_land,ad,near,-3.108832,0.255386,0.294074,cross court,In,False,15:35:32,3099.639893,0,,,,,,,,,
307,Opponent,5,in_play,BH Volley,Flat,38,111,0,0,no_mans_land,deuce,near,2.265862,5.052464,service_box,ad,far,0.278782,15.607023,1.423739,down the line,In,False,15:35:33,3100.580078,0,,,,,,,,,
308,Opponent,1,first_serve,Serve,Flat,175,112,0,0,service_box,ad,near,-3.175983,6.505104,no_mans_land,ad,far,1.151474,24.561401,2.506344,out wide,In,False,15:36:05,3133.139893,0,,,,,,,,,
309,Player,2,return,Backhand,Flat,97,112,0,0,out,ad,far,0.706907,25.757765,out,ad_alley,near,-4.773319,-1.099594,0.729303,down the line,Out,False,15:36:06,3133.919922,0,,,,,,,,,
310,Opponent,1,first_serve,Serve,Flat,145,113,0,0,service_box,ad,far,2.556323,15.500267,no_mans_land,deuce,far,-0.926215,23.630732,2.61147,out wide,Net,False,15:36:33,3161.080078,-2,,,,,,,,,
311,Opponent,1,second_serve,Serve,Flat,125,114,0,0,service_box,deuce,near,2.639066,7.374156,no_mans_land,deuce,far,-0.854049,24.193369,2.448208,out wide,In,False,15:36:49,3176.679932,0,,,,,,,,,
312,Player,2,return,Forehand,Topspin,68,114,0,0,service_box,deuce,near,3.034063,8.863105,no_mans_land,deuce_alley,near,4.357436,1.126473,1.164111,down the line,Net,False,15:36:50,3177.540039,0,,,,,,,,,
313,Player,1,first_serve,Serve,Flat,94,115,0,0,service_box,deuce,far,-0.884902,15.163261,no_mans_land,deuce,near,0.915584,0.161412,2.135757,down the T,In,False,15:37:19,3207.379883,0,,,,,,,,,
314,Opponent,2,return,Backhand,Topspin,82,115,0,0,service_box,deuce,near,0.727882,6.876255,no_mans_land,deuce,far,-1.75221,24.666437,1.028277,inside out,In,False,15:37:21,3208.780029,0,,,,,,,,,
315,Player,3,serve_plus_one,Forehand,Topspin,70,115,0,0,no_mans_land,ad,far,2.319031,19.970852,no_mans_land,deuce,near,0.620806,2.821878,0.843587,down the line,In,False,15:37:22,3209.939941,0,,,,,,,,,
316,Opponent,4,return_plus_one,Backhand,Topspin,78,115,0,0,service_box,ad,near,-2.627482,5.648626,out,ad,far,2.557238,25.726236,1.114149,cross court,In,False,15:37:23,3211.300049,0,,,,,,,,,
317,Player,5,in_play,Backhand,Topspin,70,115,0,0,no_mans_land,deuce,far,-0.278485,19.012726,no_mans_land,ad,near,-2.907623,0.917067,0.527698,down the line,In,False,15:37:24,3212.52002,0,,,,,,,,,
318,Opponent,6,in_play,Forehand,Flat,99,115,0,0,no_mans_land,ad,near,-3.006774,3.076661,no_mans_land,deuce,far,-0.578851,24.371084,1.066893,down the line,In,False,15:37:26,3214.02002,0,,,,,,,,,
319,Opponent,0,none,Forehand,Topspin,84,116,0,0,service_box,deuce,near,0.602372,5.800497,no_mans_land,deuce,far,-0.138596,20.795599,1.049717,cross court,In,False,15:37:35,3222.580078,0,,,,,,,,,
320,Player,1,first_serve,Serve,Flat,95,117,0,0,service_box,ad_alley,far,4.469362,12.571174,no_mans_land,ad,near,-1.286767,1.104869,2.573631,out wide,Out,False,15:37:48,3236.080078,-1,,,,,,,,,
321,Opponent,0,return,Backhand,Slice,66,117,0,0,no_mans_land,ad,near,-0.580134,5.392499,no_mans_land,ad_alley,far,5.167153,23.13732,0.964294,down the line,In,False,15:37:49,3237.080078,-1,,,,,,,,,
322,Player,1,second_serve,Serve,Flat,125,118,0,0,service_box,ad,far,3.611539,16.657024,no_mans_land,ad,near,-0.670723,0.91359,2.411947,out wide,In,False,15:38:04,3252.300049,1,,,,,,,,,
323,Opponent,2,return,Backhand,Flat,101,118,0,0,service_box,deuce,near,0.794762,5.709367,no_mans_land,ad_alley,far,4.757215,22.553534,0.96705,down the line,In,False,15:38:05,3253.159912,1,,,,,,,,,
324,Player,3,serve_plus_one,Forehand,Topspin,79,118,0,0,service_box,deuce,far,-1.792822,17.269297,no_mans_land,ad,near,-0.050961,0.59095,0.601423,inside in,In,False,15:38:06,3254.280029,1,,,,,,,,,
325,Opponent,4,return_plus_one,Forehand,Topspin,87,118,0,0,no_mans_land,deuce,near,1.389805,4.244229,out,deuce,far,-2.24047,25.34437,0.976044,cross court,In,False,15:38:08,3255.580078,1,,,,,,,,,
326,Player,5,in_play,Forehand,Topspin,72,118,0,0,no_mans_land,deuce,far,-3.460659,19.198095,no_mans_land,deuce,near,2.124397,1.093088,0.814927,cross court,In,False,15:38:09,3256.800049,1,,,,,,,,,
327,Opponent,6,in_play,Forehand,Flat,67,118,0,0,service_box,ad,near,-0.546531,6.577493,out,deuce_alley,far,-5.10393,25.373631,0.857749,down the line,In,False,15:38:10,3258.280029,1,,,,,,,,,
328,Player,7,in_play,Forehand,Topspin,74,118,0,0,no_mans_land,ad,far,2.787204,19.782574,no_mans_land,deuce,near,0.45463,1.918988,0.397518,down the line,In,False,15:38:12,3259.860107,1,,,,,,,,,
329,Opponent,8,in_play,Backhand,Topspin,50,118,0,0,service_box,deuce,near,0.206914,8.548834,out,ad,far,3.067604,25.875013,0.875223,down the line,In,False,15:38:13,3261.280029,1,,,,,,,,,
330,Player,9,in_play,Overhead,Flat,103,118,0,0,no_mans_land,deuce,far,-1.550402,19.01749,service_box,deuce,near,0.206914,8.023587,2.175457,---,In,False,15:38:15,3262.97998,1,,,,,,,,,
331,Player,1,first_serve,Serve,Slice,126,119,0,0,service_box,ad,far,0.203689,19.0,no_mans_land,deuce,near,0.442388,0.186203,2.469024,down the T,Out,False,15:38:41,3289.379883,-1,Out,0.203689,19.0,Out,,,0.203689,17.323122,
332,Player,1,second_serve,Serve,Slice,97,121,0,0,service_box,deuce,far,-2.113236,16.71921,no_mans_land,deuce,near,0.452615,1.217781,2.438334,down the T,In,False,15:38:53,3300.879883,1,,,,,,,,,
333,Opponent,2,return,Forehand,Flat,84,121,0,0,service_box,deuce_alley,near,4.987345,5.963419,no_mans_land,deuce,far,-3.239534,24.428501,1.045263,down the line,Out,False,15:38:54,3301.899902,1,,,,,,,,,
334,Player,1,first_serve,Serve,Slice,113,122,0,0,service_box,ad,far,0.728207,15.175881,no_mans_land,ad,near,-1.034402,0.581877,2.507234,down the T,In,False,15:39:18,3325.600098,1,,,,,,,,,
335,Opponent,2,return,Forehand,Topspin,84,122,0,0,no_mans_land,ad,near,-3.739049,3.979798,no_mans_land,ad,far,1.29706,24.92601,1.04989,inside out,In,False,15:39:18,3326.340088,1,,,,,,,,,
336,Player,3,serve_plus_one,Backhand,Topspin,73,122,0,0,no_mans_land,deuce,far,-3.394854,19.928036,no_mans_land,ad_alley,near,-4.445922,0.874006,0.658951,down the line,In,False,15:39:20,3327.580078,1,,,,,,,,,
337,Opponent,4,return_plus_one,Forehand,Slice,55,122,0,0,no_mans_land,ad,near,-0.366503,-1.0,out,deuce,far,-3.581559,25.967838,0.857633,down the line,Out,False,15:39:21,3328.939941,1,Out,-0.366503,-1.0,Out,,,-0.366503,-1.0,
338,Player,0,in_play,Forehand,Topspin,78,122,0,0,no_mans_land,ad,far,2.803105,19.550369,no_mans_land,ad,near,-0.025728,1.383423,0.840733,inside out,In,False,15:39:23,3331.399902,1,,,,,,,,,
339,Player,1,first_serve,Serve,Kick,135,123,0,0,service_box,ad,far,0.149464,17.88834,no_mans_land,deuce,near,0.470332,0.181941,2.089682,down the T,Out,False,15:39:46,3353.600098,-1,,,,,,,,,
340,Player,1,second_serve,Serve,Slice,112,124,0,0,service_box,deuce,far,-1.706696,17.671108,no_mans_land,deuce,near,0.250521,0.194894,2.440994,down the T,In,False,15:39:57,3365.199951,1,,,,,,,,,
341,Opponent,2,return,Forehand,Topspin,64,124,0,0,service_box,deuce_alley,far,-4.407484,17.673227,out,deuce,far,-3.145893,25.5944,0.892421,down the line,Net,False,15:39:58,3366.379883,1,,,,,,,,,
342,Opponent,1,first_serve,Serve,Slice,140,126,0,0,service_box,deuce,far,-1.140386,15.082747,no_mans_land,deuce,near,0.822175,-0.006004,2.709771,down the T,In,False,15:42:12,3499.580078,0,,,,,,,,,
343,Player,2,return,Backhand,Topspin,74,126,0,0,service_box,ad,near,-0.032797,6.916866,out,deuce,far,-1.428741,25.097212,1.479591,inside in,Net,False,15:42:12,3500.47998,0,Net,-0.032797,6.916866,In,,,-0.032797,6.916866,
344,Opponent,1,first_serve,Serve,Flat,134,127,0,0,service_box,ad,far,0.941734,15.143339,no_mans_land,ad,near,-1.006457,0.740981,2.552267,down the T,In,False,15:42:37,3525.47998,0,,,,,,,,,
345,Player,2,return,Forehand,Topspin,85,127,0,0,no_mans_land,deuce,near,1.501032,4.593042,no_mans_land,ad,far,1.234473,23.187101,1.367295,inside in,In,False,15:42:38,3526.379883,0,,,,,,,,,
346,Opponent,3,serve_plus_one,Forehand,Topspin,71,127,0,0,no_mans_land,ad,far,2.967464,19.107531,no_mans_land,deuce,near,0.011682,1.331849,0.625764,down the line,In,False,15:42:39,3527.419922,0,,,,,,,,,
347,Player,4,return_plus_one,Backhand,Topspin,75,127,0,0,no_mans_land,ad,near,-0.339209,3.000202,no_mans_land,ad,far,3.395042,24.574348,1.396257,cross court,In,False,15:42:41,3528.800049,0,,,,,,,,,
348,Opponent,5,in_play,Forehand,Topspin,82,127,0,0,no_mans_land,deuce,far,-0.252409,19.913397,out,ad,near,-0.841981,-0.56295,0.771621,inside in,In,False,15:42:42,3530.23999,0,,,,,,,,,
349,Player,6,in_play,Backhand,Topspin,81,127,0,0,no_mans_land,deuce,near,0.548616,4.231043,no_mans_land,deuce,far,-0.010905,23.803911,1.515944,inside out,In,False,15:42:44,3531.679932,0,,,,,,,,,
350,Opponent,7,in_play,Forehand,Topspin,76,127,0,0,service_box,deuce,far,-2.041068,17.212408,no_mans_land,deuce,near,0.668514,0.556015,0.618012,cross court,In,False,15:42:45,3532.840088,0,,,,,,,,,
351,Player,8,in_play,Forehand,Topspin,80,127,0,0,no_mans_land,ad,near,-3.374289,2.108417,out,deuce,far,-2.992948,25.748135,0.737098,down the line,In,False,15:42:46,3534.080078,0,,,,,,,,,
352,Opponent,9,in_play,Backhand,Flat,104,127,0,0,service_box,ad,far,1.310433,18.247248,out,ad,near,-3.627292,-1.517019,0.811535,cross court,In,False,15:42:48,3535.560059,0,,,,,,,,,
353,Player,10,in_play,Backhand,Slice,68,127,0,0,no_mans_land,ad,near,-1.847936,3.499702,no_mans_land,ad,far,3.870759,24.833696,0.584553,cross court,In,False,15:42:49,3536.879883,0,,,,,,,,,
354,Opponent,11,in_play,Forehand,Topspin,96,127,0,0,no_mans_land,deuce,far,-2.871388,18.588795,no_mans_land,ad,near,-2.115838,-0.473519,0.798728,inside in,In,False,15:42:50,3538.439941,0,,,,,,,,,
355,Player,12,in_play,Forehand,Topspin,93,127,0,0,no_mans_land,ad,near,-2.145609,5.403378,out,deuce,far,-3.19003,25.811964,0.800279,down the line,In,False,15:42:52,3539.780029,0,,,,,,,,,
