,Player,Shot,Type,Stroke,Spin,Speed,Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Result2,Bounce (x)2,Bounce (y)2,ResultOld,Bounce (x)old,Bounce (y)old,Bounce (x)Old,Bounce (y)Old,comment
465,Player,1,first_serve,Serve,Slice,124,166,0,0,service_box,deuce,far,-0.597377,16.625751,no_mans_land,deuce,near,0.174788,0.454843,2.350417,down the T,In,False,15:59:08,4516.299805,1,,,,,,,,,
466,Opponent,2,return,Backhand,Topspin,69,166,0,0,service_box,deuce,far,-2.511146,18.077669,out,deuce,far,-1.239975,25.094458,1.120455,inside out,Net,False,15:59:09,4517.180176,1,,,,,,,,,
467,Player,1,first_serve,Serve,Flat,111,167,0,0,service_box,ad,far,3.461163,14.578396,no_mans_land,ad,near,-0.38471,0.701173,2.397491,out wide,In,False,15:59:27,4534.899902,0,,,,,,,,,
468,Opponent,2,return,Backhand,Flat,72,167,0,0,no_mans_land,ad,near,-2.401522,4.21122,no_mans_land,ad_alley,far,4.941029,22.987001,0.969916,down the line,In,False,15:59:28,4535.680176,0,,,,,,,,,
469,Player,3,serve_plus_one,Backhand,Flat,83,167,0,0,service_box,ad_alley,far,4.935154,14.794809,no_mans_land,ad,near,-3.258786,1.312659,0.405334,down the line,Out,False,15:59:29,4537.180176,0,,,,,,,,,
470,Player,1,first_serve,Serve,Flat,142,168,0,0,service_box,ad,far,0.01485,16.014187,no_mans_land,deuce,near,0.421164,0.626966,2.392897,down the T,Out,False,15:59:56,4563.779785,-1,,,,,,,,,
471,Player,1,second_serve,Serve,Kick,91,169,0,0,service_box,deuce,far,-1.330552,15.024231,no_mans_land,deuce,near,0.297871,0.82538,2.357338,down the T,In,False,16:00:07,4574.939941,0,,,,,,,,,
472,Opponent,2,return,Backhand,Topspin,94,169,0,0,no_mans_land,ad,near,-2.940699,2.31591,no_mans_land,deuce,far,-2.153247,23.867632,1.010099,inside in,In,False,16:00:08,4575.879883,0,,,,,,,,,
473,Player,3,serve_plus_one,Backhand,Flat,58,169,0,0,service_box,deuce,far,-2.921487,18.187721,no_mans_land,ad,near,-2.967977,-0.271322,0.550021,down the line,In,False,16:00:09,4576.839844,0,,,,,,,,,
474,Opponent,4,return_plus_one,Forehand,Topspin,101,169,0,0,service_box,deuce,near,2.412022,5.996119,no_mans_land,deuce,far,-2.262521,24.364424,0.885986,cross court,In,False,16:00:11,4578.540039,0,,,,,,,,,
475,Player,1,first_serve,Serve,Slice,167,170,0,0,service_box,ad,far,3.338282,18.092245,no_mans_land,ad,near,-0.633197,0.309327,2.139073,out wide,In,False,16:00:37,4605.47998,1,,,,,,,,,
476,Opponent,2,return,Backhand,Topspin,83,170,0,0,no_mans_land,ad,near,-1.477481,3.40821,no_mans_land,ad_alley,far,4.238708,23.954729,0.971937,down the line,In,False,16:00:38,4606.279785,1,,,,,,,,,
477,Player,3,serve_plus_one,Backhand,Topspin,82,170,0,0,service_box,ad_alley,near,-4.168455,6.138795,no_mans_land,ad,near,-2.675954,-0.003551,0.552271,down the line,Net,False,16:00:40,4607.540039,1,,,,,,,,,
478,Opponent,4,return_plus_one,Forehand,Topspin,89,170,0,0,service_box,deuce,near,4.5,5.828212,out,deuce,far,-3.557361,25.32049,0.908467,cross court,Out,False,16:00:42,4609.740234,1,Out,4.5,5.828212,In,,,2.811531,5.828212,
479,Player,1,first_serve,Serve,Slice,106,171,0,0,service_box,deuce,far,-3.165554,16.559822,no_mans_land,deuce,near,0.255161,0.217667,2.260032,out wide,In,False,16:01:05,4633.0,0,,,,,,,,,
480,Opponent,2,return,Forehand,Topspin,67,171,0,0,no_mans_land,ad,near,-2.881262,4.059225,out,deuce_alley,far,-4.527835,25.320036,0.779932,down the line,In,False,16:01:06,4633.839844,0,,,,,,,,,
481,Player,3,serve_plus_one,Backhand,Topspin,89,171,0,0,service_box,deuce,far,-2.681998,17.85811,no_mans_land,ad,near,-3.023327,0.152248,0.813801,down the line,In,False,16:01:07,4635.439941,0,,,,,,,,,
482,Opponent,4,return_plus_one,Forehand,Flat,97,171,0,0,service_box,deuce,near,0.443474,5.48961,out,deuce,far,-2.649925,25.993469,0.864541,cross court,In,False,16:01:09,4636.799805,0,,,,,,,,,
483,Player,5,in_play,Forehand,Topspin,76,171,0,0,service_box,ad,far,2.945109,14.78029,no_mans_land,deuce,near,0.576877,0.775381,0.894316,down the line,In,False,16:01:10,4637.97998,0,,,,,,,,,
484,Opponent,6,in_play,Forehand,Topspin,91,171,0,0,no_mans_land,deuce,near,2.720948,2.032458,no_mans_land,ad,far,2.975769,21.501703,0.920779,inside in,In,False,16:01:13,4640.600098,0,,,,,,,,,
485,Player,1,first_serve,Serve,Flat,144,173,0,0,service_box,ad,far,3.574794,17.09985,no_mans_land,ad,near,-1.117692,0.549912,2.482777,out wide,In,False,16:01:38,4666.439941,1,,,,,,,,,
486,Opponent,2,return,Backhand,Flat,75,173,0,0,no_mans_land,ad,near,-0.530815,3.362067,no_mans_land,ad_alley,far,4.442776,23.478384,0.962333,down the line,In,False,16:01:39,4667.359863,1,,,,,,,,,
487,Player,3,serve_plus_one,Forehand,Topspin,78,173,0,0,service_box,ad,far,2.751629,17.44379,no_mans_land,ad,near,-1.181059,-0.341315,0.944659,inside out,In,False,16:01:41,4668.799805,1,,,,,,,,,
488,Opponent,4,return_plus_one,Backhand,Topspin,71,173,0,0,service_box,ad,near,-1.319687,6.45868,no_mans_land,ad,far,3.805565,24.724934,0.964757,cross court,In,False,16:01:42,4670.180176,1,,,,,,,,,
489,Player,5,in_play,Backhand,Topspin,70,173,0,0,out,deuce,far,-3.118965,20.0,no_mans_land,ad,near,-3.158044,1.190501,0.21865,down the line,In,False,16:01:44,4671.859863,1,In,-3.118965,20.0,Out,,,-3.118965,24.447178,
490,Opponent,6,in_play,Forehand,Topspin,83,173,0,0,no_mans_land,deuce,far,-3.5,1.0,out,deuce,far,-3.082967,25.908794,0.941255,cross court,In,False,16:01:45,4672.97998,1,In,-3.5,1.0,Net,,,-2.349226,19.388287,
491,Opponent,7,in_play,Forehand,Topspin,98,173,0,0,no_mans_land,ad,near,-2.659581,12.0,no_mans_land,deuce,far,-1.724886,23.593573,1.095648,down the line,Net,False,16:01:46,4674.379883,1,Net,-2.659581,12.0,Net,,,-2.659581,2.105495,
492,Player,0,in_play,Backhand,Topspin,79,173,0,0,service_box,ad,near,-3.569195,6.029926,out,ad,near,-3.011828,-0.828143,0.655054,cross court,Net,False,16:01:48,4675.580078,1,,,,,,,,,
493,Opponent,0,none,Backhand,Topspin,85,174,0,0,no_mans_land,ad,far,0.581633,23.46122,service_box,deuce,far,-0.034819,19.135065,1.441948,inside in,Net,False,16:01:58,4686.080078,1,,,,,,,,,
494,Opponent,1,first_serve,Serve,Flat,136,176,0,0,service_box,deuce,near,0.256583,11.240591,no_mans_land,deuce,near,0.420506,0.173577,2.348261,down the T,Net,False,16:03:52,4799.959961,-2,,,,,,,,,
495,Opponent,1,second_serve,Serve,Kick,127,177,0,0,service_box,deuce,far,-2.828242,16.54792,no_mans_land,deuce,near,0.27308,0.257688,2.259272,out wide,In,False,16:04:08,4815.600098,1,,,,,,,,,
496,Player,2,return,Forehand,Topspin,98,177,0,0,service_box,deuce,near,0.166818,6.239552,out,deuce_alley,far,-4.487771,25.005095,0.916911,down the line,In,False,16:04:08,4816.459961,1,,,,,,,,,
497,Opponent,3,serve_plus_one,Forehand,Topspin,52,177,0,0,service_box,deuce,near,2.366607,7.774154,no_mans_land,deuce,near,0.136594,2.174985,0.479895,cross court,Net,False,16:04:09,4817.339844,1,,,,,,,,,
498,Opponent,1,first_serve,Serve,Flat,126,178,0,0,service_box,ad_alley,far,4.0,14.36478,no_mans_land,ad,near,-0.912392,0.523106,2.515182,out wide,In,False,16:04:33,4841.140137,0,In,4.0,14.36478,Out,,,4.901815,14.36478,
499,Player,2,return,Backhand,Flat,69,178,0,0,no_mans_land,ad_out,near,-5.714233,5.188808,no_mans_land,ad_alley,far,5.418255,24.341364,0.900959,down the line,Out,False,16:04:34,4841.959961,0,,,,,,,,,
500,Opponent,1,first_serve,Serve,Slice,118,179,0,0,service_box,deuce,far,4.0,14.36478,no_mans_land,deuce,near,0.420142,1.269633,2.318639,down the T,Let,False,16:05:00,4867.600098,-1,Let,4.0,14.36478,In,,,-1.245172,16.555511,
501,Player,0,return,Backhand,Topspin,83,179,0,0,no_mans_land,deuce,near,1.048797,3.91435,no_mans_land,deuce,far,-1.543144,24.151316,0.984098,inside out,In,False,16:05:00,4868.279785,-1,,,,,,,,,
502,Opponent,1,first_serve,Serve,Kick,128,180,0,0,service_box,deuce,far,-0.898883,16.857285,no_mans_land,deuce,near,0.392718,0.169472,2.398598,down the T,In,False,16:05:16,4884.0,0,,,,,,,,,
503,Player,2,return,Backhand,Flat,97,180,0,0,no_mans_land,deuce,near,0.049092,5.131499,out,deuce,far,-1.474147,25.36887,1.249337,inside out,In,False,16:05:17,4884.919922,0,,,,,,,,,
504,Opponent,3,serve_plus_one,Forehand,Topspin,83,180,0,0,no_mans_land,deuce,far,-2.558435,20.556957,no_mans_land,deuce,near,0.012901,1.220464,0.725721,cross court,In,False,16:05:18,4886.100098,0,,,,,,,,,
505,Player,4,return_plus_one,Forehand,Topspin,84,180,0,0,no_mans_land,deuce,near,1.242108,4.316271,out,deuce,far,-3.297096,26.216772,0.947505,cross court,In,False,16:05:19,4887.200195,0,,,,,,,,,
506,Opponent,5,in_play,Forehand,Topspin,68,180,0,0,service_box,ad,far,1.590521,16.147343,no_mans_land,deuce,near,2.137767,0.356834,0.764725,down the line,In,False,16:05:20,4888.5,0,,,,,,,,,
507,Player,6,in_play,Backhand,Topspin,98,180,0,0,no_mans_land,ad,near,-2.532859,3.962035,out,ad,far,1.291347,25.143007,0.90151,cross court,In,False,16:05:22,4889.879883,0,,,,,,,,,
508,Opponent,7,in_play,Backhand,Topspin,82,180,0,0,no_mans_land,ad,far,2.000315,19.089556,no_mans_land,ad,near,-2.87548,0.138619,0.596844,cross court,In,False,16:05:23,4891.180176,0,,,,,,,,,
509,Player,8,in_play,Backhand,Topspin,60,180,0,0,no_mans_land,deuce,near,1.678581,4.843539,out,ad,far,2.818707,25.304377,1.110043,down the line,In,False,16:05:24,4892.47998,0,,,,,,,,,
510,Opponent,9,in_play,Forehand,Topspin,70,180,0,0,no_mans_land,ad,far,2.335368,19.787546,no_mans_land,deuce,near,1.25381,1.452343,0.518004,down the line,In,False,16:05:26,4893.660156,0,,,,,,,,,
511,Player,10,in_play,Backhand,Topspin,105,180,0,0,no_mans_land,deuce,near,2.62549,-1.0,no_mans_land,ad,far,2.62549,23.440233,1.058815,down the line,Out,False,16:05:27,4895.180176,0,Out,2.62549,-1.0,In,,,2.62549,0.273129,
512,Opponent,1,first_serve,Serve,Flat,121,181,0,0,service_box,ad_alley,far,4.152829,15.407301,no_mans_land,ad,near,-0.557324,0.313717,2.405153,out wide,Out,False,16:05:59,4927.0,-2,,,,,,,,,
513,Opponent,1,second_serve,Serve,Flat,134,182,0,0,service_box,ad,far,0.715646,16.693491,out,ad,near,-0.596658,-0.767103,2.5181,down the T,In,False,16:06:16,4944.399902,0,,,,,,,,,
514,Player,2,return,Forehand,Topspin,65,182,0,0,no_mans_land,deuce,near,3.418303,-1.0,out,ad,far,1.367046,25.17317,1.117679,inside in,Out,False,16:06:17,4945.279785,0,Out,3.418303,-1.0,In,,,3.418303,4.768621,
515,Opponent,1,first_serve,Serve,Flat,126,183,0,0,service_box,deuce_alley,far,-4.0,15.898358,no_mans_land,deuce,near,0.245735,0.130988,2.368478,out wide,In,False,16:06:43,4971.200195,0,In,-4.0,15.898358,Out,,,-4.267715,15.898358,
516,Player,0,none,Forehand,Topspin,54,187,0,0,no_mans_land,ad,far,1.428744,18.497749,out,deuce,near,0.185198,-2.05433,2.072524,down the line,In,False,16:08:39,5087.279785,1,,,,,,,,,
517,Player,0,none,Forehand,Topspin,94,190,0,0,no_mans_land,deuce,far,-0.064634,18.661711,no_mans_land,ad,near,-1.334928,2.52597,2.229711,inside in,In,False,16:10:23,5190.97998,1,,,,,,,,,
518,Player,1,first_serve,Serve,Flat,122,193,0,0,service_box,deuce,near,2.467788,5.588309,no_mans_land,deuce,far,-1.144532,24.553051,2.748437,out wide,In,False,16:11:20,5247.680176,1,,,,,,,,,
519,Opponent,2,return,Forehand,Topspin,76,193,0,0,service_box,ad,far,1.331834,16.953976,out,deuce_alley,near,4.276827,-1.048085,1.039503,down the line,In,False,16:11:20,5248.47998,1,,,,,,,,,
520,Player,3,serve_plus_one,Backhand,Topspin,86,193,0,0,no_mans_land,ad,near,-0.971237,3.833325,no_mans_land,ad,far,0.948076,24.719213,0.989694,cross court,In,False,16:11:22,5249.779785,1,,,,,,,,,
521,Opponent,4,return_plus_one,Backhand,Flat,81,193,0,0,no_mans_land,ad,far,0.922416,19.984713,no_mans_land,ad,near,-1.116479,0.583589,0.709566,cross court,In,False,16:11:23,5251.080078,1,,,,,,,,,
522,Player,5,in_play,Backhand,Topspin,87,193,0,0,no_mans_land,deuce,near,0.20714,4.076677,out,ad,far,1.335968,25.481173,1.067552,down the line,In,False,16:11:24,5252.379883,1,,,,,,,,,
523,Opponent,6,in_play,Forehand,Topspin,80,193,0,0,no_mans_land,deuce,far,-2.421216,24.0,no_mans_land,deuce,near,0.06899,1.160227,0.787474,cross court,Out,False,16:11:26,5253.540039,1,Out,-2.421216,24.0,In,,,-2.421216,20.877216,
524,Player,0,in_play,Forehand,Flat,95,193,0,0,no_mans_land,deuce,near,0.444286,3.007213,out,deuce,far,-2.596929,25.007473,0.754673,cross court,In,False,16:11:27,5254.680176,1,,,,,,,,,
525,Player,1,first_serve,Serve,Flat,158,194,0,0,service_box,ad,near,-0.31195,5.871566,no_mans_land,ad,far,0.923081,24.145937,2.46249,down the T,In,False,16:11:49,5276.660156,1,,,,,,,,,
526,Opponent,2,return,Forehand,Flat,92,194,0,0,service_box,deuce,near,2.578473,11.055797,out,ad,near,-0.783669,-0.71719,0.673593,inside in,Net,False,16:11:49,5277.399902,1,,,,,,,,,
527,Player,1,first_serve,Serve,Flat,160,195,0,0,service_box,deuce,near,1.133474,6.193245,no_mans_land,deuce,far,-1.102548,23.590565,2.750029,down the T,In,False,16:12:10,5298.080078,0,,,,,,,,,
528,Opponent,2,return,Backhand,Topspin,75,195,0,0,no_mans_land,deuce,far,-3.224633,19.01749,no_mans_land,deuce,near,1.622821,0.352373,0.702685,inside out,In,False,16:12:11,5298.799805,0,,,,,,,,,
529,Player,3,serve_plus_one,Forehand,Flat,80,195,0,0,no_mans_land,deuce,near,1.034366,4.247459,out,deuce_alley,far,-4.124579,25.594227,1.064117,down the line,In,False,16:12:12,5300.140137,0,,,,,,,,,
530,Opponent,4,return_plus_one,Forehand,Topspin,78,195,0,0,no_mans_land,deuce,far,-3.238423,18.456688,no_mans_land,deuce,near,1.661913,0.492772,0.71278,cross court,In,False,16:12:13,5301.47998,0,,,,,,,,,
531,Player,5,in_play,Forehand,Topspin,87,195,0,0,no_mans_land,deuce,near,0.009885,1.298195,out,deuce_alley,far,-4.207265,25.841932,0.914467,down the line,In,False,16:12:15,5302.620117,0,,,,,,,,,
532,Opponent,6,in_play,Forehand,Topspin,88,195,0,0,no_mans_land,ad,far,2.865797,20.228983,no_mans_land,deuce,near,1.058068,0.530193,0.619345,down the line,In,False,16:12:16,5303.839844,0,,,,,,,,,
533,Player,7,in_play,Backhand,Topspin,61,195,0,0,no_mans_land,ad,near,-5.0,3.35074,no_mans_land,ad,far,2.216855,22.120388,1.159893,cross court,Out,False,16:12:18,5305.879883,0,Out,-5.0,3.35074,In,,,-3.080485,3.35074,
534,Opponent,0,in_play,Backhand,Topspin,82,195,0,0,no_mans_land,deuce,far,-3.772434,18.747606,no_mans_land,ad,near,-3.92967,0.339236,0.896136,down the line,In,False,16:12:19,5307.439941,0,,,,,,,,,
535,Player,1,first_serve,Serve,Flat,142,196,0,0,service_box,ad,near,-0.435205,5.527153,out,ad,far,1.045867,25.016872,2.512359,down the T,In,False,16:12:47,5334.580078,1,,,,,,,,,
536,Opponent,2,return,Forehand,Flat,53,196,0,0,service_box,ad,far,3.253665,16.697168,out,ad,near,-0.876469,-0.602198,0.822069,inside out,In,False,16:12:47,5335.379883,1,,,,,,,,,
537,Player,3,serve_plus_one,Backhand,Topspin,74,196,0,0,service_box,ad,near,-1.911486,7.594562,no_mans_land,ad_alley,far,4.594393,23.689978,1.097387,down the line,In,False,16:12:49,5337.459961,1,,,,,,,,,
538,Opponent,4,return_plus_one,Backhand,Slice,71,196,0,0,out,deuce,far,-2.312049,24.017235,no_mans_land,ad_alley,near,-4.154503,0.554378,0.557948,down the line,Out,False,16:12:51,5338.580078,1,,,,,,,,,
539,Player,0,in_play,Backhand,Slice,59,196,0,0,no_mans_land,ad,near,-0.597733,5.186749,out,deuce,far,-1.714689,25.693663,2.356968,inside in,In,False,16:12:52,5340.47998,1,,,,,,,,,
540,Player,1,first_serve,Serve,Slice,152,197,0,0,service_box,deuce,near,2.678931,6.096905,no_mans_land,deuce,far,-0.841988,24.172104,2.707216,out wide,In,False,16:13:13,5361.339844,0,,,,,,,,,
541,Opponent,2,return,Forehand,Topspin,88,197,0,0,service_box,deuce,far,-1.587335,18.063751,no_mans_land,deuce_alley,near,4.689497,0.773611,0.998392,down the line,In,False,16:13:14,5362.200195,0,,,,,,,,,
542,Player,3,serve_plus_one,Forehand,Topspin,82,197,0,0,service_box,ad,near,-2.337608,7.319237,no_mans_land,deuce,far,-2.282767,22.993084,1.027015,down the line,In,False,16:13:15,5363.379883,0,,,,,,,,,
543,Opponent,4,return_plus_one,Backhand,Flat,63,197,0,0,no_mans_land,deuce,far,-2.780762,19.7355,no_mans_land,ad,near,-2.842791,2.222363,0.367748,down the line,In,False,16:13:17,5365.100098,0,,,,,,,,,
544,Player,5,in_play,Forehand,Flat,77,197,0,0,service_box,deuce,far,-3.235655,18.267832,out,deuce,far,-3.428729,25.061436,0.767514,cross court,Net,False,16:13:19,5366.899902,0,,,,,,,,,
545,Player,1,first_serve,Serve,Flat,143,198,0,0,service_box,ad,near,-0.92141,6.218572,no_mans_land,deuce,far,1.060412,24.967085,2.491565,down the T,In,False,16:13:40,5388.100098,0,In,-0.92141,6.218572,Out,,,-0.92141,6.218572,
546,Opponent,2,return,Forehand,Topspin,78,198,0,0,service_box,deuce,far,-0.227281,17.342426,out,ad,near,-1.660658,-1.389989,0.96264,inside in,In,False,16:13:41,5388.879883,0,,,,,,,,,
547,Player,3,serve_plus_one,Forehand,Topspin,84,198,0,0,no_mans_land,ad,near,-3.152523,2.484433,no_mans_land,deuce,far,-0.188391,24.754343,1.11779,down the line,In,False,16:13:42,5390.100098,0,,,,,,,,,
548,Opponent,4,return_plus_one,Backhand,Slice,60,198,0,0,service_box,deuce,far,-3.052605,17.269297,out,ad,near,-3.803948,-0.824733,0.578789,down the line,In,False,16:13:44,5391.580078,0,,,,,,,,,
549,Player,5,in_play,Forehand,Topspin,80,198,0,0,service_box,ad,near,-2.946167,5.721681,out,deuce,far,-2.926756,25.352167,0.731546,down the line,In,False,16:13:45,5393.47998,0,,,,,,,,,
550,Opponent,6,in_play,Backhand,Slice,59,198,0,0,no_mans_land,deuce,far,-3.627944,19.10368,no_mans_land,ad,near,-3.113039,-0.392282,0.498266,down the line,In,False,16:13:47,5394.879883,0,,,,,,,,,
551,Player,7,in_play,Forehand,Topspin,88,198,0,0,no_mans_land,deuce,near,1.229501,3.710526,no_mans_land,deuce,far,-3.550126,23.927622,0.919668,cross court,In,False,16:13:49,5396.680176,0,,,,,,,,,
552,Opponent,8,in_play,Forehand,Topspin,78,198,0,0,no_mans_land,ad,far,2.290058,19.038363,no_mans_land,deuce,near,2.426893,-0.366392,0.632951,down the line,In,False,16:13:50,5397.740234,0,,,,,,,,,
553,Player,9,in_play,Backhand,Topspin,67,198,0,0,service_box,ad,near,-3.382218,5.88606,no_mans_land,ad,far,1.838006,24.470516,1.317925,cross court,In,False,16:13:51,5399.080078,0,,,,,,,,,
554,Opponent,10,in_play,Backhand,Slice,59,198,0,0,service_box,deuce,far,-2.754745,17.197531,no_mans_land,ad_alley,near,-4.332016,0.744787,0.706758,down the line,In,False,16:13:53,5400.779785,0,,,,,,,,,
555,Player,11,in_play,Forehand,Flat,92,198,0,0,no_mans_land,deuce_alley,near,5.120891,3.432136,no_mans_land,deuce,far,-2.499319,23.529051,0.821063,down the line,Out,False,16:13:54,5402.52002,0,,,,,,,,,
556,Player,1,second_serve,Serve,Slice,118,199,0,0,service_box,deuce,near,3.260989,5.979635,no_mans_land,deuce,far,-1.027431,24.551203,2.658305,out wide,In,False,16:14:23,5430.680176,1,,,,,,,,,
557,Opponent,2,return,Forehand,Flat,65,199,0,0,service_box,ad,far,1.865262,16.40687,out,deuce_alley,near,4.916067,-0.842651,1.000161,down the line,In,False,16:14:23,5431.439941,1,,,,,,,,,
558,Player,3,serve_plus_one,Backhand,Topspin,105,199,0,0,no_mans_land,deuce,near,2.40459,2.754303,no_mans_land,ad,far,1.571669,20.121134,0.927038,down the line,In,False,16:14:25,5433.080078,1,,,,,,,,,
559,Player,1,first_serve,Serve,Flat,166,201,0,0,service_box,ad,near,-3.431252,7.250284,out,ad,far,1.059882,24.984694,2.463877,out wide,In,False,16:14:51,5458.97998,0,,,,,,,,,
560,Opponent,2,return,Backhand,Topspin,71,201,0,0,service_box,ad,far,1.527089,16.65395,out,ad_alley,near,-4.923571,-1.728583,0.790814,down the line,In,False,16:14:52,5459.640137,0,,,,,,,,,
561,Player,3,serve_plus_one,Backhand,Topspin,102,201,0,0,service_box,deuce,near,1.612865,5.853858,no_mans_land,ad,far,2.54622,22.701235,0.988426,down the line,In,False,16:14:53,5460.879883,0,,,,,,,,,
562,Opponent,4,return_plus_one,Forehand,Topspin,68,201,0,0,service_box,deuce,far,-2.605986,16.685181,no_mans_land,deuce,near,0.912677,1.097807,0.23972,cross court,In,False,16:14:54,5462.279785,0,,,,,,,,,
563,Player,5,in_play,Forehand,Topspin,73,201,0,0,no_mans_land,ad,near,-1.521458,-1.0,out,deuce,far,-3.889045,25.272924,1.001693,down the line,Out,False,16:14:56,5463.600098,0,Out,-1.521458,-1.0,In,,,-1.521458,2.120356,
564,Player,1,first_serve,Serve,Flat,139,202,0,0,service_box,deuce,near,2.829678,5.617779,no_mans_land,deuce,far,-1.113741,23.532087,2.632418,out wide,In,False,16:15:19,5487.0,0,,,,,,,,,
565,Opponent,2,return,Forehand,Topspin,77,202,0,0,service_box,deuce,far,-0.944318,15.761886,no_mans_land,deuce_alley,near,4.797713,-0.480398,1.045756,down the line,In,False,16:15:20,5487.839844,0,,,,,,,,,
566,Player,3,serve_plus_one,Forehand,Topspin,93,202,0,0,service_box,deuce,near,0.677154,5.667407,no_mans_land,deuce,far,-2.536582,23.281961,0.928678,cross court,In,False,16:15:21,5488.97998,0,,,,,,,,,
567,Opponent,4,return_plus_one,Forehand,Topspin,84,202,0,0,no_mans_land,deuce,far,-2.338057,19.544926,no_mans_land,deuce,near,0.925351,0.966241,0.559344,cross court,In,False,16:15:22,5490.240234,0,,,,,,,,,
568,Player,5,in_play,Forehand,Topspin,92,202,0,0,no_mans_land,deuce,near,0.944788,4.623709,out,deuce,far,-2.789808,25.48871,0.945767,cross court,In,False,16:15:23,5491.339844,0,,,,,,,,,
569,Opponent,6,in_play,Forehand,Topspin,84,202,0,0,service_box,deuce,far,-3.245708,17.817486,no_mans_land,deuce,near,1.327364,0.793477,0.738746,cross court,In,False,16:15:25,5492.600098,0,,,,,,,,,
570,Player,7,in_play,Forehand,Flat,97,202,0,0,no_mans_land,deuce,near,1.981704,4.204767,out,deuce_alley,far,-4.247281,25.622759,0.845254,down the line,In,False,16:15:26,5493.839844,0,,,,,,,,,
571,Opponent,8,in_play,Forehand,Topspin,70,202,0,0,service_box,deuce,far,-0.963702,16.053276,no_mans_land,deuce,near,2.759184,0.540902,0.658021,cross court,In,False,16:15:27,5495.0,0,,,,,,,,,
572,Player,9,in_play,Forehand,Topspin,97,202,0,0,no_mans_land,deuce,near,1.56159,4.382135,out,deuce,far,-2.353655,25.213419,0.656896,cross court,In,False,16:15:29,5496.580078,0,,,,,,,,,
573,Opponent,10,in_play,Forehand,Topspin,87,202,0,0,no_mans_land,deuce,far,-3.1412,18.99741,out,deuce,near,2.713257,-0.612719,0.588337,cross court,In,False,16:15:30,5497.899902,0,,,,,,,,,
574,Player,11,in_play,Forehand,Topspin,99,202,0,0,no_mans_land,deuce,near,1.926611,2.32814,out,deuce_alley,far,-4.21625,25.921511,0.88968,down the line,In,False,16:15:31,5499.180176,0,,,,,,,,,
575,Opponent,12,in_play,Forehand,Topspin,90,202,0,0,no_mans_land,deuce,far,-1.893512,19.103722,out,deuce,near,2.774248,-0.618815,0.632747,cross court,In,False,16:15:32,5500.339844,0,,,,,,,,,
576,Player,13,in_play,Forehand,Topspin,78,202,0,0,no_mans_land,ad,near,-2.743709,2.054076,no_mans_land,deuce,far,-3.658579,24.565943,1.023418,down the line,In,False,16:15:34,5501.600098,0,,,,,,,,,
577,Opponent,14,in_play,Backhand,Topspin,75,202,0,0,no_mans_land,ad,far,1.64068,19.972012,out,ad,near,-2.69944,-0.974157,0.819012,cross court,In,False,16:15:35,5503.040039,0,,,,,,,,,
578,Player,15,in_play,Backhand,Topspin,90,202,0,0,no_mans_land,deuce,near,1.405469,2.630462,no_mans_land,ad,far,2.169559,24.631586,1.199195,down the line,In,False,16:15:37,5504.580078,0,,,,,,,,,
579,Opponent,16,in_play,Forehand,Topspin,70,202,0,0,service_box,deuce,far,-1.904486,17.019295,no_mans_land,deuce,near,1.365848,0.161912,0.519827,cross court,In,False,16:15:38,5505.740234,0,,,,,,,,,
580,Player,17,in_play,Forehand,Topspin,80,202,0,0,service_box,ad,far,0.742987,17.555828,out,deuce,far,-2.728672,25.888662,0.77026,down the line,Net,False,16:15:39,5507.080078,0,,,,,,,,,
581,Player,1,first_serve,Serve,Flat,174,203,0,0,no_mans_land,ad,near,-3.526493,3.5334,out,ad,far,1.403714,25.181391,2.449723,out wide,Out,False,16:16:11,5539.279785,-1,,,,,,,,,
582,Player,1,second_serve,Serve,Flat,137,204,0,0,service_box,ad,near,-1.615902,6.378107,out,ad,far,1.244624,25.019857,2.382334,down the T,In,False,16:16:25,5552.580078,0,,,,,,,,,
583,Opponent,2,return,Forehand,Topspin,91,204,0,0,no_mans_land,deuce,far,-3.198151,19.237839,no_mans_land,ad,near,-2.177852,0.143761,1.016173,inside in,In,False,16:16:25,5553.399902,0,,,,,,,,,
584,Opponent,1,first_serve,Serve,Flat,157,208,0,0,service_box,ad,far,2.649222,18.065271,no_mans_land,deuce,far,-0.90047,23.377127,2.699204,out wide,Net,False,16:17:47,5635.399902,-2,,,,,,,,,
585,Opponent,1,second_serve,Serve,Slice,154,209,0,0,service_box,deuce,near,0.832441,6.240359,no_mans_land,deuce,far,-0.94397,24.781687,2.673905,down the T,In,False,16:18:03,5651.040039,0,,,,,,,,,
586,Player,2,return,Backhand,Topspin,80,209,0,0,service_box,ad,near,-1.568554,10.960011,no_mans_land,deuce,near,1.436636,0.623898,0.754318,inside in,Net,False,16:18:04,5651.839844,0,,,,,,,,,
587,Opponent,1,first_serve,Serve,Flat,173,210,0,0,service_box,ad,near,-2.310385,6.385157,no_mans_land,ad,far,0.888995,24.239639,2.460284,out wide,In,False,16:18:32,5680.100098,0,,,,,,,,,
