,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Result2,ResultOld,Bounce (x)Old,Bounce (y)Old,Bounce (x)2,Bounce (y)2,comment,Hit (x)Old,Hit (y)Old,Hit (x)2,Hit (y)2
516,Opponent,2,return,Backhand,Topspin,84,192,0,0,no_mans_land,deuce,far,-0.189705,24.0,no_mans_land,deuce,near,1.067846,1.357498,0.82938,inside out,Out,False,16:59:57,4871.279785,1,Out,In,-0.189705,21.528593,-0.189705,24.0,,,,,
517,Opponent,0,none,Backhand,Topspin,90,193,0,0,out,deuce,near,0.08037,-0.732177,out,ad,far,0.384776,23.078363,1.748929,down the line,Out,False,17:01:48,4982.580078,1,,,,,,,,,,,
518,Player,0,none,Forehand,Topspin,69,194,0,0,no_mans_land,ad,far,0.346136,22.910688,no_mans_land,deuce_alley,near,4.193348,2.128088,0.978905,down the line,In,False,17:02:06,5000.600098,-2,,,,,,,,,,,
519,Opponent,1,none,Backhand,Topspin,81,194,0,0,no_mans_land,deuce,far,-0.581768,18.796068,no_mans_land,ad,far,0.346136,24.119476,0.408095,down the line,Net,False,17:02:07,5001.779785,-2,,,,,,,,,,,
520,Opponent,1,serve,Serve,Flat,133,195,0,0,service_box,deuce,near,0.672595,6.013284,service_box,deuce,far,-0.731256,23.516712,2.611717,down the T,In,False,17:02:21,5015.700195,0,,,,,,,,,,,
521,Player,2,return,Backhand,Topspin,82,195,0,0,no_mans_land,ad,far,0.65601,20.793858,no_mans_land,deuce,near,1.149314,0.864606,0.700838,inside in,In,False,17:02:22,5016.560059,0,,,,,,,,,,,
522,Opponent,3,serve_plus_one,Backhand,Topspin,73,195,0,0,service_box,deuce,near,0.429488,6.181617,no_mans_land,ad,far,0.65601,22.002645,0.325141,down the line,In,False,17:02:23,5017.47998,0,,,,,,,,,,,
523,Player,4,return_plus_one,Forehand,Topspin,72,195,0,0,no_mans_land,ad,far,3.046192,18.360504,no_mans_land,deuce,near,0.401469,1.005789,0.576651,down the line,In,False,17:02:24,5018.799805,0,,,,,,,,,,,
524,Opponent,5,in_play,Backhand,Topspin,81,195,0,0,service_box,deuce,near,3.858301,6.755105,no_mans_land,ad,far,3.60557,23.936258,0.697773,down the line,In,False,17:02:26,5020.379883,0,,,,,,,,,,,
525,Player,0,none,Forehand,Topspin,71,196,0,0,service_box,deuce,near,1.672092,6.653894,no_mans_land,deuce,near,0.972685,1.676642,1.420096,cross court,Net,False,17:02:37,5031.240234,0,,,,,,,,,,,
526,Opponent,1,serve,Serve,Slice,183,197,0,0,service_box,ad,near,-1.107993,5.0,no_mans_land,ad,far,0.75038,24.772989,2.48955,down the T,Out,False,17:02:59,5053.299805,-2,Out,In,-1.107993,5.760313,-1.107993,5.0,,,,,
527,Player,0,return,Forehand,Topspin,81,197,0,0,service_box,ad,far,1.554322,15.610296,out,ad,near,-1.430183,-1.089071,0.853983,inside out,In,False,17:02:59,5053.899902,-2,,,,,,,,,,,
528,Opponent,1,serve,Serve,Flat,142,198,0,0,service_box,ad,near,-1.863085,6.101173,no_mans_land,ad,far,0.955898,24.633463,2.488132,down the T,In,False,17:03:15,5070.0,0,,,,,,,,,,,
529,Player,2,return,Forehand,Topspin,85,198,0,0,service_box,deuce,far,-2.541713,17.088001,out,ad,near,-2.393562,-1.168077,1.054422,inside in,In,False,17:03:16,5070.779785,0,,,,,,,,,,,
530,Opponent,3,serve_plus_one,Forehand,Topspin,106,198,0,0,service_box,deuce,near,1.662673,6.443923,out,deuce,far,-2.887825,25.737196,0.925726,cross court,In,False,17:03:18,5072.200195,0,,,,,,,,,,,
531,Player,4,return_plus_one,Forehand,Topspin,49,198,0,0,service_box,ad,far,1.425143,17.917683,no_mans_land,deuce_alley,near,4.146517,0.589175,0.429201,down the line,In,False,17:03:19,5073.439941,0,,,,,,,,,,,
532,Opponent,5,in_play,Forehand,Flat,89,198,0,0,no_mans_land,ad,near,-2.632651,5.076333,no_mans_land,ad,far,0.689266,21.860361,1.392526,inside out,In,False,17:03:21,5075.899902,0,,,,,,,,,,,
533,Player,0,none,Forehand,Topspin,42,199,0,0,no_mans_land,ad,near,-0.519261,0.165277,no_mans_land,deuce,near,2.08453,4.0744,2.112179,down the line,Net,False,17:03:29,5083.080078,0,,,,,,,,,,,
534,Player,0,none,Backhand,Topspin,101,199,0,0,out,ad,far,0.468077,25.897676,out,ad,near,-1.130537,-0.842286,1.520978,cross court,Out,False,17:03:32,5086.299805,0,,,,,,,,,,,
535,Opponent,1,serve,Serve,Flat,165,201,0,0,service_box,deuce,near,2.161997,6.047684,no_mans_land,deuce,far,-1.175196,23.910795,2.830081,down the T,In,False,17:04:15,5129.879883,0,,,,,,,,,,,
536,Player,2,return,Forehand,Topspin,90,201,0,0,no_mans_land,ad,far,4.5,19.556547,no_mans_land,deuce,near,3.679477,0.224873,0.779757,down the line,Out,False,17:04:16,5130.580078,0,Out,In,3.920777,19.556547,4.5,19.556547,,,,,
537,Opponent,1,serve,Serve,Flat,169,203,0,0,service_box,ad,near,-4.5,5.814259,no_mans_land,ad,far,0.661886,23.752321,2.545141,out wide,Out,False,17:04:46,5160.279785,-2,Out,In,-4.084863,5.814259,-4.5,5.814259,,,,,
538,Opponent,1,serve,Serve,Slice,157,204,0,0,service_box,ad,near,-2.791933,5.748144,out,ad,far,1.2061,25.218906,2.586468,out wide,In,False,17:05:01,5175.419922,0,,,,,,,,,,,
539,Player,2,return,Backhand,Flat,89,204,0,0,service_box,ad,far,2.44779,18.049875,out,ad,near,-3.862304,-0.577196,0.929451,cross court,In,False,17:05:02,5176.259766,0,,,,,,,,,,,
540,Opponent,3,serve_plus_one,Backhand,Flat,99,204,0,0,no_mans_land,ad,near,-1.416554,4.586485,no_mans_land,ad,far,2.947422,22.500616,0.988254,cross court,In,False,17:05:03,5177.399902,0,,,,,,,,,,,
541,Player,4,return_plus_one,Forehand,Topspin,68,204,0,0,service_box,ad,far,2.473925,15.580944,no_mans_land,ad,near,-2.278715,0.489821,0.616558,inside out,In,False,17:05:04,5178.5,0,,,,,,,,,,,
542,Opponent,5,in_play,Backhand,Topspin,81,204,0,0,service_box,ad,near,-0.514546,6.395208,no_mans_land,ad,far,3.768106,23.489889,1.176957,cross court,In,False,17:05:05,5179.919922,0,,,,,,,,,,,
543,Player,6,in_play,Forehand,Flat,85,204,0,0,no_mans_land,deuce,far,-4.5,20.34161,no_mans_land,ad,near,-1.819857,1.597987,0.718169,inside in,Out,False,17:05:07,5181.359863,0,Out,In,-1.529181,20.34161,-4.5,20.34161,,,,,
544,Player,0,none,Backhand,Topspin,80,205,0,0,no_mans_land,deuce,near,0.299084,0.163061,service_box,ad,far,1.616186,19.458811,1.526608,down the line,In,False,17:09:31,5445.279785,1,,,,,,,,,,,
545,Opponent,0,none,Feed,Flat,31,216,0,0,service_box,ad,far,0.441807,17.091658,service_box,deuce,near,1.999593,10.918423,2.191197,---,In,False,17:24:17,6331.879883,1,,,,,,,cancelled,,,,
546,Player,0,none,Backhand,Topspin,83,216,0,0,no_mans_land,deuce,near,1.768901,4.283261,service_box,ad,far,0.952323,19.426355,1.621415,down the line,In,False,17:24:19,6333.879883,1,,,,,,,cancelled,,,,
547,Opponent,0,none,Forehand,Topspin,56,216,0,0,service_box,deuce,near,1.841705,5.636953,no_mans_land,deuce,near,1.426998,1.51825,3.678634,cross court,Net,False,17:24:20,6334.97998,1,,,,,,,cancelled,,,,
548,Opponent,0,serve,Serve,Flat,171,217,0,0,service_box,deuce,near,1.128046,5.751522,service_box,ad,near,1.769055,0.393609,2.656717,out wide,Net,False,17:24:21,6335.779785,-2,,,,,,,cancelled,,,,
549,Opponent,0,serve,Serve,Flat,119,218,0,0,no_mans_land,ad,far,0.678787,20.407927,service_box,deuce,near,1.128046,1.002565,2.482457,down the T,Out,False,17:24:22,6336.279785,-2,,,,,,,cancelled,,,,
550,Player,0,none,Backhand,Topspin,53,219,0,0,service_box,deuce,near,0.67695,5.67239,no_mans_land,ad,near,-0.343131,1.117616,1.093041,down the line,Net,False,17:25:53,6427.779785,-2,,,,,,,cancelled,,,,
551,Opponent,0,none,Backhand,Topspin,70,219,0,0,no_mans_land,ad,far,0.571766,23.6695,no_mans_land,deuce,far,-0.150761,21.042408,1.236571,inside in,Net,False,17:25:55,6429.180176,-2,,,,,,,cancelled,,,,
