,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Result2,ResultOld,Bounce (x)Old,Bounce (y)Old,Bounce (x)2,Bounce (y)2,comment,Hit (x)Old,Hit (y)Old,Hit (x)2,Hit (y)2
394,Player,0,none,Backhand,Flat,72,146,0,0,service_box,deuce,near,2.075478,6.462331,no_mans_land,ad,far,2.786759,20.506521,0.878019,down the line,In,False,16:41:57,3791.639893,0,,,,,,,,,,,
395,Opponent,0,none,Forehand,Topspin,76,146,0,0,no_mans_land,deuce,far,-0.093437,21.210619,no_mans_land,deuce,near,1.45642,1.290365,0.49869,cross court,In,False,16:41:58,3792.679932,0,,,,,,,,,,,
396,Opponent,0,none,Forehand,Topspin,89,146,0,0,no_mans_land,deuce_alley,near,5.349178,1.194353,no_mans_land,ad,near,-0.093437,3.089028,0.70134,inside in,Net,False,16:42:02,3796.879883,0,,,,,,,,,,,
397,Opponent,1,serve,Serve,Flat,162,147,0,0,service_box,deuce,near,2.075478,6.462331,no_mans_land,deuce,far,-1.057259,24.361448,2.783982,down the T,Let,False,16:44:09,3923.659912,-1,Let,In,0.657532,6.609037,2.075478,6.462331,,,,,
398,Player,0,return,Backhand,Flat,53,147,0,0,service_box,deuce,far,-0.18,16.35,no_mans_land,deuce,near,0.75,2.28,0.868177,inside out,Let,False,16:44:10,3924.47998,-1,Let,In,-0.176882,16.348375,-0.18,16.35,,0.753762,2.279586,0.75,2.28
399,Opponent,1,serve,Serve,Flat,167,148,0,0,service_box,deuce,near,2.338274,7.402726,no_mans_land,deuce,far,-0.665585,23.664022,2.549902,out wide,In,False,16:44:32,3946.419922,0,,,,,,,,,,,
400,Player,0,return,Forehand,Flat,83,148,0,0,out,deuce_alley,near,4.760463,-0.564222,no_mans_land,deuce_alley,near,4.750718,-0.359146,0.863227,cross court,Net,False,16:44:33,3947.219971,0,,,,,,,,,,,
401,Player,0,none,Backhand,Flat,100,149,0,0,out,ad,far,0.854129,23.896732,no_mans_land,ad,near,-0.667397,-0.077975,1.626249,cross court,Out,False,16:44:41,3955.780029,0,,,,,,,,,,,
402,Opponent,1,serve,Serve,Flat,210,150,0,0,service_box,deuce,near,0.253786,6.725988,out,ad,far,0.854129,25.10552,2.489552,down the T,Out,False,16:44:58,3972.47998,-2,,,,,,,,,,,
403,Opponent,1,serve,Serve,Kick,152,151,0,0,service_box,ad,near,-2.297538,6.054507,out,ad,far,1.051701,25.077425,2.578275,down the T,In,False,16:45:13,3987.120117,1,,,,,,,,,,,
404,Player,2,return,Backhand,Flat,70,151,0,0,service_box,ad,far,1.404164,16.159311,out,ad,near,-3.963828,-1.04682,0.876844,cross court,In,False,16:45:13,3988.0,1,,,,,,,,,,,
405,Opponent,3,serve_plus_one,Forehand,Topspin,90,151,0,0,no_mans_land,deuce,near,1.712366,-1.0,no_mans_land,ad,far,2.537364,24.004683,1.195907,inside in,Out,False,16:45:15,3989.379883,1,Out,In,1.712366,2.922777,1.712366,-1.0,,,,,
406,Player,0,return_plus_one,Forehand,Topspin,62,151,0,0,service_box,deuce,far,-1.407722,17.294151,no_mans_land,deuce,near,1.968651,1.313657,0.617849,cross court,In,False,16:45:16,3990.360107,1,,,,,,,,,,,
407,Opponent,1,serve,Serve,Flat,183,153,0,0,service_box,deuce_alley,near,4.736009,9.503406,no_mans_land,deuce,far,-1.002276,23.3654,2.76766,out wide,Out,False,16:45:43,4017.47998,-2,,,,,,,,,,,
408,Opponent,1,serve,Serve,Flat,139,154,0,0,service_box,deuce,near,0.77836,6.202954,no_mans_land,deuce,far,-1.101055,24.404913,2.719286,down the T,In,False,16:45:58,4032.199951,0,,,,,,,,,,,
409,Player,2,return,Backhand,Flat,56,154,0,0,service_box,deuce,far,-2.790798,15.9986,no_mans_land,deuce,near,1.019262,1.296511,0.848038,inside out,In,False,16:45:59,4033.060059,0,,,,,,,,,,,
410,Opponent,3,serve_plus_one,Forehand,Topspin,98,154,0,0,service_box,deuce,near,2.010731,5.734393,out,deuce_alley,far,-4.231561,25.129942,0.827782,down the line,In,False,16:46:00,4034.52002,0,,,,,,,,,,,
411,Player,4,return_plus_one,Forehand,Topspin,69,154,0,0,no_mans_land,ad,far,2.03801,19.451183,no_mans_land,deuce,near,3.548829,1.579397,0.748695,down the line,In,False,16:46:01,4035.679932,0,,,,,,,,,,,
412,Opponent,5,in_play,Backhand,Flat,59,154,0,0,service_box,ad,near,-1.899489,7.718294,out,ad,far,1.64869,25.251123,0.916023,cross court,In,False,16:46:02,4036.919922,0,,,,,,,,,,,
413,Player,6,in_play,Backhand,Flat,84,154,0,0,service_box,ad,far,2.968916,15.806627,no_mans_land,ad,near,-2.80303,1.595472,0.490327,cross court,In,False,16:46:04,4038.699951,0,,,,,,,,,,,
414,Opponent,7,in_play,Backhand,Flat,86,154,0,0,service_box,deuce,near,3.919927,5.558846,no_mans_land,ad_alley,far,4.3722,24.31744,0.788248,down the line,In,False,16:46:05,4039.939941,0,,,,,,,,,,,
415,Player,0,none,Backhand,Slice,58,155,0,0,service_box,deuce,near,1.262232,7.669849,out,deuce,near,0.380668,-0.841245,2.059075,inside out,Net,False,16:46:22,4056.340088,0,,,,,,,,,,,
416,Opponent,1,serve,Serve,Flat,157,157,0,0,service_box,ad,near,-3.650902,5.760313,out,ad,far,0.889898,25.153433,2.548473,out wide,In,False,16:46:39,4073.620117,0,,,,,,,,,,,
417,Player,2,return,Backhand,Slice,57,157,0,0,service_box,deuce,far,-1.802388,17.805511,no_mans_land,ad_alley,near,-4.62861,0.356972,0.772262,down the line,In,False,16:46:40,4074.379883,0,,,,,,,,,,,
418,Opponent,3,serve_plus_one,Forehand,Topspin,88,157,0,0,no_mans_land,deuce,near,1.910837,4.068006,no_mans_land,deuce,far,-0.715837,24.048634,1.07347,cross court,In,False,16:46:41,4075.73999,0,,,,,,,,,,,
419,Player,4,return_plus_one,Forehand,Topspin,71,157,0,0,no_mans_land,deuce,far,-1.73217,19.19014,no_mans_land,deuce,near,2.300536,0.505884,0.847495,cross court,In,False,16:46:42,4076.860107,0,,,,,,,,,,,
420,Opponent,5,in_play,Forehand,Topspin,92,157,0,0,no_mans_land,ad,near,-0.905078,2.788383,out,deuce,far,-2.443662,25.688238,0.933824,down the line,In,False,16:46:44,4078.199951,0,,,,,,,,,,,
421,Player,6,in_play,Backhand,Flat,72,157,0,0,no_mans_land,ad,far,0.854632,18.853218,no_mans_land,ad,near,-0.623563,0.623854,0.873991,cross court,In,False,16:46:45,4079.360107,0,,,,,,,,,,,
422,Opponent,7,in_play,Forehand,Topspin,89,157,0,0,no_mans_land,ad,near,-2.413366,4.704178,no_mans_land,ad,far,0.26719,24.053782,1.28727,inside out,In,False,16:46:46,4080.540039,0,,,,,,,,,,,
423,Player,8,in_play,Backhand,Flat,89,157,0,0,out,ad,far,2.180772,24.205719,no_mans_land,ad,near,-2.793215,0.455699,0.660411,cross court,Out,False,16:46:47,4081.659912,0,,,,,,,,,,,
424,Opponent,1,serve,Serve,Flat,174,158,0,0,service_box,deuce,near,0.548061,5.916289,no_mans_land,deuce,far,-1.017215,24.039721,2.689618,down the T,In,False,16:47:18,4112.5,0,,,,,,,,,,,
425,Player,2,return,Backhand,Slice,47,158,0,0,service_box,ad,far,0.626082,16.733578,no_mans_land,deuce,near,0.482362,1.481338,0.787146,inside in,In,False,16:47:19,4113.120117,0,,,,,,,,,,,
426,Opponent,3,serve_plus_one,Forehand,Topspin,95,158,0,0,no_mans_land,ad,near,-2.77102,2.254385,no_mans_land,deuce,far,-0.151536,21.450701,0.901805,down the line,In,False,16:47:20,4114.939941,0,,,,,,,,,,,
427,Player,4,return_plus_one,Backhand,Flat,62,158,0,0,no_mans_land,deuce,near,0.932754,5.022667,no_mans_land,ad,near,-2.909388,1.423312,0.419564,down the line,Net,False,16:47:21,4115.879883,0,,,,,,,,,,,
428,Player,1,serve,Serve,Slice,113,160,0,0,service_box,deuce,far,-2.36447,17.709486,no_mans_land,deuce,near,0.088819,0.728401,2.484156,out wide,In,False,16:47:55,4149.120117,1,,,,,,,,,,,
429,Opponent,2,return,Forehand,Topspin,81,160,0,0,service_box,ad,near,-0.364671,6.189882,no_mans_land,deuce_alley,far,-4.497222,23.89385,0.739719,down the line,In,False,16:47:55,4149.859863,1,,,,,,,,,,,
430,Player,3,serve_plus_one,Forehand,Topspin,94,160,0,0,service_box,ad,far,3.384701,17.919289,no_mans_land,deuce,near,0.393786,1.375239,0.711821,down the line,In,False,16:47:57,4151.120117,1,,,,,,,,,,,
431,Player,1,serve,Serve,Flat,128,161,0,0,service_box,ad,far,0.896598,14.199255,no_mans_land,ad,near,-1.123466,0.515348,2.446701,down the T,In,False,16:48:19,4173.819824,0,,,,,,,,,,,
432,Opponent,2,return,Forehand,Topspin,78,161,0,0,no_mans_land,ad,near,-0.206898,2.996084,no_mans_land,ad,far,1.503896,24.735094,0.897446,inside out,In,False,16:48:20,4174.52002,0,,,,,,,,,,,
433,Player,3,serve_plus_one,Forehand,Topspin,75,161,0,0,service_box,ad,near,-1.478094,11.479646,no_mans_land,deuce,near,0.945304,1.653749,0.691073,down the line,Net,False,16:48:21,4175.759766,0,,,,,,,,,,,
434,Player,1,serve,Serve,Slice,169,162,0,0,service_box,ad,far,-0.1,18.0,no_mans_land,deuce,near,0.39434,0.169472,2.452319,out wide,In,False,16:48:44,4198.379883,1,In,Out,3.643298,18.277966,-0.1,18.0,,,,,
435,Opponent,0,none,Backhand,Slice,69,163,0,0,no_mans_land,ad,near,-0.892945,0.73908,no_mans_land,deuce,far,-0.772424,24.480795,1.30669,inside in,In,False,16:48:45,4199.279785,0,,,,,,,,,,,
436,Player,1,serve,Serve,Flat,118,164,0,0,service_box,ad,far,3.384376,15.708023,no_mans_land,ad,near,-0.892945,0.213833,2.246221,out wide,In,False,16:49:05,4219.180176,0,,,,,,,,,,,
437,Opponent,2,return,Backhand,Topspin,85,164,0,0,no_mans_land,ad,near,-3.452903,4.03902,no_mans_land,ad_alley,far,4.872923,24.197874,1.090307,down the line,In,False,16:49:05,4219.97998,0,,,,,,,,,,,
438,Player,3,serve_plus_one,Backhand,Slice,52,164,0,0,service_box,ad,far,0.560857,15.500267,no_mans_land,ad_alley,near,-4.318019,-0.309392,0.559505,down the line,In,False,16:49:07,4221.240234,0,,,,,,,,,,,
439,Opponent,4,return_plus_one,Forehand,Topspin,86,164,0,0,no_mans_land,deuce,near,2.190727,3.65262,no_mans_land,ad,far,0.870677,23.878313,0.850733,inside in,In,False,16:49:08,4222.97998,0,,,,,,,,,,,
440,Player,5,in_play,Forehand,Topspin,66,164,0,0,service_box,ad,near,-2.389271,7.656788,no_mans_land,deuce,near,2.772645,0.06859,0.602439,down the line,Net,False,16:49:10,4224.060059,0,,,,,,,,,,,
441,Player,0,none,Forehand,Flat,86,165,0,0,no_mans_land,ad,far,3.082613,19.833183,no_mans_land,ad,near,-0.06918,1.076792,2.017036,inside out,In,False,16:49:21,4235.060059,1,,,,,,,,,,,
442,Opponent,0,none,Forehand,Topspin,106,165,0,0,no_mans_land,ad,near,-0.515451,2.219647,no_mans_land,ad,far,0.303459,19.545887,0.989166,inside out,In,False,16:49:22,4236.279785,1,,,,,,,,,,,
443,Player,1,serve,Serve,Slice,118,166,0,0,service_box,deuce,far,-1.19658,15.271745,no_mans_land,deuce,near,0.459355,0.698494,2.436418,down the T,In,False,16:49:45,4259.919922,1,,,,,,,,,,,
444,Opponent,2,return,Backhand,Flat,57,166,0,0,service_box,deuce,near,0.966828,6.653894,out,deuce,far,-1.770306,25.122507,1.032889,inside out,In,False,16:49:46,4260.620117,1,,,,,,,,,,,
445,Player,3,serve_plus_one,Forehand,Topspin,87,166,0,0,no_mans_land,ad,far,2.646737,19.833183,no_mans_land,ad,near,-0.738435,2.426789,1.145957,inside out,In,False,16:49:48,4262.220215,1,,,,,,,,,,,
446,Opponent,4,return_plus_one,Backhand,Flat,89,166,0,0,service_box,deuce,far,-1.019947,12.127935,out,ad,far,3.534302,25.186419,0.942539,down the line,Net,False,16:49:49,4263.319824,1,,,,,,,,,,,
447,Player,1,serve,Serve,Slice,125,167,0,0,service_box,ad,far,0.882935,18.194277,no_mans_land,ad,near,-1.21896,0.610652,2.527561,down the T,In,False,16:50:11,4285.759766,0,,,,,,,,,,,
448,Opponent,2,return,Forehand,Flat,76,167,0,0,no_mans_land,ad,near,-0.384674,5.270176,no_mans_land,ad,far,0.789608,24.976562,1.28546,inside out,In,False,16:50:12,4286.52002,0,,,,,,,,,,,
449,Player,3,serve_plus_one,FH Volley,Flat,31,167,0,0,service_box,deuce,near,1.138252,11.200748,no_mans_land,ad,near,-0.384674,4.744929,0.645202,down the line,Net,False,16:50:13,4287.47998,0,,,,,,,,,,,
450,Opponent,0,none,Forehand,Topspin,88,168,0,0,service_box,ad,far,0.862144,14.578379,service_box,deuce,near,1.022951,5.446109,2.243248,down the line,In,False,16:50:36,4310.47998,0,,,,,,,,,,,
451,Player,0,none,Backhand,Topspin,41,168,0,0,service_box,deuce,near,0.921376,7.389162,service_box,ad,far,0.908015,12.839782,1.184119,down the line,In,False,16:50:38,4312.580078,0,,,,,,,,,,,
452,Opponent,0,none,Backhand,Topspin,91,168,0,0,service_box,deuce,near,1.673983,5.636953,service_box,deuce,near,0.921376,6.863914,1.040704,inside out,Net,False,16:50:39,4313.279785,0,,,,,,,,,,,
453,Player,0,none,Forehand,Topspin,50,168,0,0,service_box,deuce,near,0.757601,8.284733,no_mans_land,deuce_alley,far,-4.912258,22.396494,0.765829,down the line,In,False,16:50:42,4316.279785,0,,,,,,,,,,,
454,Player,1,serve,Serve,Slice,180,169,0,0,no_mans_land,ad,far,0.194739,22.451342,no_mans_land,deuce,near,0.266973,-0.240614,2.250304,down the T,Out,False,16:50:50,4324.919922,-1,,,,,,,swapped srv,,,,
455,Opponent,0,return,Backhand,Topspin,52,169,0,0,no_mans_land,ad,far,1.49982,20.88187,no_mans_land,deuce,far,-0.147622,24.747599,1.150047,inside in,Net,False,16:50:51,4325.879883,-1,,,,,,,swapped srv,,,,
456,Player,1,serve,Serve,Flat,103,170,0,0,service_box,ad,far,-0.5,16.232058,no_mans_land,ad,near,-1.316934,0.713509,2.429363,down the T,Out,False,16:51:16,4350.959961,-1,Out,In,0.219511,16.232058,-0.5,16.232058,,,,,
457,Opponent,0,none,Forehand,Slice,84,171,0,0,no_mans_land,ad,near,-1.140587,1.259151,out,ad,far,0.584965,25.726183,1.490665,inside out,In,False,16:51:17,4351.879883,0,,,,,,,,,,,
458,Player,1,serve,Serve,Slice,104,172,0,0,service_box,ad,far,2.318065,15.487463,no_mans_land,ad,near,-1.140587,0.733904,2.452149,out wide,In,False,16:51:26,4360.180176,0,,,,,,,,,,,
459,Opponent,2,return,Forehand,Flat,104,172,0,0,no_mans_land,ad,near,-1.093459,3.278131,no_mans_land,ad,far,3.164342,24.660316,0.979665,inside out,In,False,16:51:27,4361.060059,0,,,,,,,,,,,
460,Player,3,serve_plus_one,Forehand,Flat,87,172,0,0,service_box,deuce,far,-2.699584,17.826939,no_mans_land,ad,near,-1.805921,0.005395,0.646773,inside in,In,False,16:51:28,4362.160156,0,,,,,,,,,,,
461,Opponent,4,return_plus_one,Forehand,Topspin,80,172,0,0,service_box,ad,near,-2.090557,5.660437,out,deuce,far,-3.197535,25.974983,0.834514,down the line,In,False,16:51:29,4363.52002,0,,,,,,,,,,,
462,Player,5,in_play,Backhand,Flat,64,172,0,0,service_box,deuce,near,2.37523,10.984509,no_mans_land,ad,near,-2.31031,0.336735,0.717182,down the line,Net,False,16:51:30,4364.839844,0,,,,,,,,,,,
463,Opponent,0,none,Backhand,Topspin,81,173,0,0,out,ad,far,1.689182,25.337566,no_mans_land,ad,far,0.434421,20.512087,1.183436,cross court,Net,False,16:53:11,4465.47998,1,,,,,,,,,,,
464,Player,0,none,Forehand,Topspin,73,174,0,0,service_box,ad,far,1.383613,17.268414,service_box,deuce,near,1.171816,5.469419,2.177056,down the line,In,False,16:53:44,4498.680176,1,,,,,,,,,,,
465,Opponent,1,serve,Serve,Slice,88,175,0,0,service_box,ad,far,-0.5,16.232058,no_mans_land,deuce,near,0.415037,0.19052,2.400322,down the T,Net,False,16:53:58,4512.180176,-2,Net,Out,0.716434,14.393558,-0.5,16.232058,,,,,
466,Opponent,1,serve,Serve,Slice,115,176,0,0,service_box,deuce,far,-1.736125,17.64835,no_mans_land,deuce,near,0.439339,0.315591,2.3618,down the T,In,False,16:54:12,4527.02002,0,,,,,,,,,,,
467,Player,2,return,Backhand,Topspin,72,176,0,0,no_mans_land,deuce,near,2.074741,4.121122,no_mans_land,deuce,far,-1.928304,24.858664,1.326759,inside out,In,False,16:54:13,4527.879883,0,,,,,,,,,,,
468,Opponent,3,serve_plus_one,Forehand,Topspin,85,176,0,0,no_mans_land,deuce,far,-2.850434,19.071247,no_mans_land,deuce,near,2.28966,0.136033,0.739519,cross court,In,False,16:54:15,4529.220215,0,,,,,,,,,,,
469,Player,4,return_plus_one,Forehand,Topspin,80,176,0,0,no_mans_land,ad,near,-2.433689,4.166205,out,deuce,far,-3.721807,25.767679,0.860793,down the line,In,False,16:54:16,4530.419922,0,,,,,,,,,,,
470,Opponent,5,in_play,Backhand,Topspin,70,176,0,0,service_box,ad,far,1.514782,15.213099,no_mans_land,ad,near,-2.128202,-0.254758,0.53329,cross court,In,False,16:54:17,4531.720215,0,,,,,,,,,,,
471,Player,6,in_play,Backhand,Flat,92,176,0,0,no_mans_land,ad,near,-0.710283,5.131499,out,ad,far,3.145576,24.989531,0.949073,cross court,In,False,16:54:19,4533.100098,0,,,,,,,,,,,
472,Opponent,7,in_play,Forehand,Topspin,97,176,0,0,no_mans_land,ad,far,1.906415,19.415516,no_mans_land,ad,near,-1.560684,-0.103663,0.770688,inside out,In,False,16:54:20,4534.359863,0,,,,,,,,,,,
473,Player,8,in_play,Backhand,Topspin,90,176,0,0,no_mans_land,ad,near,-0.695322,3.331535,out,ad,far,2.473087,25.266556,0.931386,cross court,In,False,16:54:21,4535.419922,0,,,,,,,,,,,
474,Opponent,9,in_play,Forehand,Topspin,109,176,0,0,no_mans_land,ad,far,2.753465,20.228983,no_mans_land,ad,near,-1.22156,-0.059283,0.966344,inside out,In,False,16:54:22,4536.660156,0,,,,,,,,,,,
475,Player,10,in_play,Backhand,Slice,52,176,0,0,service_box,ad,near,-1.57269,7.877698,out,ad,far,3.761768,25.011953,0.808318,cross court,In,False,16:54:23,4537.819824,0,,,,,,,,,,,
476,Opponent,11,in_play,Forehand,Topspin,93,176,0,0,no_mans_land,ad,far,3.157661,18.896126,no_mans_land,ad,near,-1.782974,-0.041883,0.68679,inside out,In,False,16:54:25,4539.620117,0,,,,,,,,,,,
477,Player,12,in_play,Backhand,Slice,60,176,0,0,no_mans_land,ad,near,-1.067872,4.235446,no_mans_land,ad,far,4.052588,24.801668,0.9521,cross court,In,False,16:54:26,4540.740234,0,,,,,,,,,,,
478,Opponent,13,in_play,Forehand,Topspin,86,176,0,0,no_mans_land,ad,far,2.445372,18.54586,no_mans_land,ad,near,-1.315211,0.467237,0.836215,inside out,In,False,16:54:28,4542.459961,0,,,,,,,,,,,
479,Player,14,in_play,Backhand,Slice,57,176,0,0,service_box,ad,near,-2.744709,5.734393,out,ad,far,3.080551,25.418844,0.985121,cross court,In,False,16:54:29,4543.620117,0,,,,,,,,,,,
480,Opponent,15,in_play,Forehand,Topspin,101,176,0,0,no_mans_land,deuce,far,-2.868207,19.919018,no_mans_land,ad,near,-3.183307,-0.34056,0.67832,inside in,In,False,16:54:31,4545.52002,0,,,,,,,,,,,
481,Player,16,in_play,Forehand,Topspin,84,176,0,0,service_box,ad,far,0.447878,12.003761,out,deuce,far,-2.902519,26.484247,0.844648,down the line,Net,False,16:54:32,4546.580078,0,,,,,,,,,,,
482,Player,0,none,Forehand,Flat,81,177,0,0,service_box,ad,far,0.26525,18.14677,no_mans_land,deuce,near,0.298394,3.706129,2.282019,down the line,In,False,16:54:45,4559.720215,1,,,,,,,,,,,
483,Opponent,1,serve,Serve,Flat,161,178,0,0,service_box,ad,far,2.949866,15.461859,no_mans_land,ad,near,-0.931131,0.199968,2.566024,out wide,In,False,16:55:07,4581.859863,0,,,,,,,,,,,
484,Player,2,return,Backhand,Topspin,68,178,0,0,no_mans_land,ad,near,-1.280479,5.403378,no_mans_land,ad_alley,far,4.482067,24.751608,1.138305,down the line,In,False,16:55:08,4582.680176,0,,,,,,,,,,,
485,Opponent,3,serve_plus_one,Forehand,Topspin,94,178,0,0,out,deuce_alley,far,-4.0,23.872414,no_mans_land,ad,near,-1.791975,1.34281,0.830739,inside in,In,False,16:55:10,4584.080078,0,In,Out,-4.736009,23.872414,-4.0,23.872414,,,,,
486,Opponent,1,serve,Serve,Slice,124,179,0,0,service_box,deuce,far,-1.038897,15.324575,no_mans_land,deuce,near,0.54118,-0.072592,2.436543,down the T,In,False,16:55:42,4616.52002,0,,,,,,,,,,,
487,Player,2,return,Backhand,Topspin,78,179,0,0,service_box,ad,near,-1.915959,6.226282,no_mans_land,deuce,far,-1.601067,24.089144,1.423168,inside in,In,False,16:55:43,4617.279785,0,,,,,,,,,,,
488,Opponent,3,serve_plus_one,Backhand,Topspin,83,179,0,0,service_box,ad,far,0.120273,17.601902,no_mans_land,ad,near,-2.117274,0.815271,0.584123,cross court,In,False,16:55:44,4618.319824,0,,,,,,,,,,,
489,Player,4,return_plus_one,Forehand,Topspin,78,179,0,0,service_box,deuce,near,0.972526,5.625414,out,ad,far,1.334497,25.493837,0.977489,inside in,In,False,16:55:45,4619.47998,0,,,,,,,,,,,
490,Opponent,5,in_play,Forehand,Topspin,69,179,0,0,no_mans_land,ad,far,2.528971,18.582451,no_mans_land,deuce,near,1.252552,1.277962,0.623351,down the line,In,False,16:55:46,4620.560059,0,,,,,,,,,,,
491,Player,6,in_play,Backhand,Flat,97,179,0,0,no_mans_land,ad,near,-0.47636,3.492187,out,ad,far,2.681461,25.582243,1.05615,cross court,In,False,16:55:47,4621.799805,0,,,,,,,,,,,
492,Opponent,7,in_play,Forehand,Topspin,69,179,0,0,service_box,ad,far,2.678073,16.409973,no_mans_land,ad,near,-0.799928,-0.155429,0.664537,inside out,In,False,16:55:48,4622.879883,0,,,,,,,,,,,
493,Player,8,in_play,Backhand,Topspin,88,179,0,0,no_mans_land,deuce,near,1.834444,3.572965,no_mans_land,ad_alley,far,4.271742,24.0804,0.860795,down the line,In,False,16:55:50,4624.180176,0,,,,,,,,,,,
494,Opponent,9,in_play,Forehand,Topspin,73,179,0,0,no_mans_land,deuce,far,-0.790636,21.346233,no_mans_land,deuce,near,0.977442,1.991251,0.75551,cross court,In,False,16:55:51,4625.339844,0,,,,,,,,,,,
495,Player,10,in_play,Forehand,Flat,102,179,0,0,out,ad,near,-2.308038,-0.943823,out,deuce_alley,far,-4.6407,26.175167,0.934018,down the line,Out,False,16:55:52,4626.759766,0,,,,,,,,,,,
496,Opponent,1,serve,Serve,Slice,132,180,0,0,service_box,ad,far,3.106462,14.80731,no_mans_land,ad,near,-1.239246,0.464468,2.600798,out wide,In,False,16:56:24,4658.160156,1,,,,,,,,,,,
497,Player,2,return,Backhand,Flat,79,180,0,0,service_box,deuce,near,2.131371,6.078797,no_mans_land,ad_alley,far,4.680369,23.966856,1.129053,down the line,In,False,16:56:24,4658.939941,1,,,,,,,,,,,
498,Opponent,3,serve_plus_one,Forehand,Topspin,93,180,0,0,out,ad,far,2.929,24.354542,no_mans_land,deuce,near,0.831388,2.060599,0.60008,down the line,Out,False,16:56:26,4660.279785,1,,,,,,,,,,,
499,Opponent,0,none,Forehand,Topspin,67,181,0,0,no_mans_land,ad,far,1.308783,20.014622,no_mans_land,deuce,near,0.476146,3.172874,2.299925,down the line,In,False,16:56:38,4672.080078,0,,,,,,,,,,,
500,Player,0,none,Forehand,Flat,76,183,0,0,service_box,deuce,far,-1.262611,18.269077,out,deuce,near,1.887918,-2.690341,2.102234,cross court,In,False,16:56:57,4691.339844,0,,,,,,,swapped srv,,,,
501,Opponent,1,none,Backhand,Slice,86,183,0,0,no_mans_land,deuce,near,1.0,-0.2,out,deuce,far,-1.5,25.33,1.297182,inside out,In,False,16:56:58,4692.779785,0,In,In,-1.2,18.2,1.0,-0.2,swapped srv,-1.501687,25.328447,-1.5,25.33
502,Opponent,0,none,Forehand,Topspin,83,184,0,0,no_mans_land,ad,far,0.772592,22.612396,service_box,deuce,near,0.643022,6.830914,2.701983,down the line,In,False,16:57:05,4699.180176,0,,,,,,,,,,,
503,Player,1,serve,Serve,Flat,163,185,0,0,service_box,ad,near,-0.074978,6.437486,no_mans_land,deuce,far,-0.91061,24.296583,2.7838,down the T,Out,False,16:58:06,4760.160156,-1,,,,,,,,,,,
504,Player,1,serve,Serve,Slice,123,186,0,0,service_box,deuce,near,1.026968,6.466464,no_mans_land,deuce,far,-0.61139,23.96183,2.565768,down the T,In,False,16:58:15,4769.97998,0,,,,,,,,,,,
505,Opponent,2,return,Backhand,Topspin,85,186,0,0,no_mans_land,deuce,far,-2.266735,19.990696,no_mans_land,deuce,near,1.438385,3.10279,0.98145,inside out,In,False,16:58:16,4770.819824,0,,,,,,,,,,,
506,Opponent,0,none,Forehand,Topspin,88,187,0,0,service_box,deuce_alley,far,-4.176361,14.454188,out,deuce,near,1.067078,-1.328122,1.249981,down the line,Out,False,16:58:26,4780.580078,1,,,,,,,,,,,
507,Player,1,serve,Serve,Flat,163,188,0,0,service_box,ad,near,-0.512434,5.756758,no_mans_land,ad,far,0.58343,23.623779,2.366427,down the T,In,False,16:58:42,4796.180176,1,,,,,,,,,,,
508,Opponent,2,return,Forehand,Topspin,58,188,0,0,service_box,ad,near,-1.054876,5.602729,out,ad,near,-0.965732,-1.221303,1.020582,inside out,Net,False,16:58:42,4796.899902,1,,,,,,,,,,,
509,Player,1,serve,Serve,Flat,156,189,0,0,service_box,deuce,near,0.344752,6.260982,no_mans_land,deuce,far,-0.870824,24.275854,2.805996,down the T,In,False,16:59:02,4816.959961,1,,,,,,,,,,,
510,Opponent,2,return,Backhand,Slice,55,189,0,0,service_box,deuce,near,1.574812,10.337274,no_mans_land,deuce,near,0.377024,1.244824,0.813804,inside out,Net,False,16:59:03,4817.680176,1,,,,,,,,,,,
511,Player,1,serve,Serve,Flat,155,190,0,0,service_box,ad,near,-0.594787,6.098656,no_mans_land,ad,far,0.450433,23.101679,2.316648,down the T,In,False,16:59:24,4838.180176,1,,,,,,,,,,,
512,Opponent,2,return,Forehand,Topspin,83,190,0,0,no_mans_land,deuce,far,-1.424515,18.91921,no_mans_land,ad,near,-0.755584,-0.08072,0.967909,inside in,In,False,16:59:24,4838.919922,1,,,,,,,,,,,
513,Player,3,serve_plus_one,Forehand,Topspin,85,190,0,0,service_box,deuce,near,2.387868,6.091,out,deuce,far,-1.211444,25.295835,1.128938,cross court,In,False,16:59:26,4840.180176,1,,,,,,,,,,,
514,Player,1,serve,Serve,Flat,108,191,0,0,no_mans_land,deuce,near,3.275293,4.313892,no_mans_land,deuce,far,0.004108,23.167456,2.473776,out wide,Out,False,16:59:46,4860.680176,-1,,,,,,,,,,,
515,Player,1,serve,Serve,Slice,155,192,0,0,service_box,deuce,near,0.920543,6.513763,no_mans_land,deuce,far,-0.784475,24.390459,2.594501,down the T,In,False,16:59:56,4870.560059,1,,,,,,,,,,,
