,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Video Time_2,Result2,comment,ResultOld,Bounce (x)Old,Bounce (y)Old,Hit (x)Old,Hit (y)Old,Bounce (x)2,Bounce (y)2,Hit (x)2,Hit (y)2
221,Player,2,return_plus_one,Backhand,Topspin,88,58,0,0,service_box,ad,near,-1.874605,7.675379,out,ad,far,1.884744,25.213518,1.013402,cross court,In,False,14:52:02,7272.579956,1,1408.579956,,,,,,,,,,,
222,Opponent,3,in_play,Backhand,Flat,85,58,0,0,no_mans_land,ad,far,0.891852,21.285177,no_mans_land,ad,near,-3.061782,0.669503,0.74465,cross court,In,False,14:52:03,7274.079956,1,1410.079956,,,,,,,,,,,
223,Player,4,in_play,Forehand,Topspin,69,58,0,0,service_box,ad,near,-1.406141,7.160037,out,ad,far,1.843492,25.693541,1.275793,inside out,In,False,14:52:05,7275.459961,1,1411.459961,,,,,,,,,,,
224,Opponent,5,in_play,Forehand,Topspin,91,58,0,0,no_mans_land,ad,far,2.212245,19.681276,no_mans_land,ad,near,-2.244221,0.142674,0.828226,inside out,In,False,14:52:07,7277.219971,1,1413.219971,,,,,,,,,,,
225,Player,6,in_play,Backhand,Topspin,92,58,0,0,no_mans_land,deuce,near,1.788584,5.476391,out,ad,far,3.242622,25.168371,1.078279,down the line,In,False,14:52:08,7278.420044,1,1414.420044,,,,,,,,,,,
226,Opponent,7,in_play,Forehand,Topspin,81,58,0,0,no_mans_land,deuce,far,-2.332618,21.150143,no_mans_land,deuce,near,1.567142,0.52969,0.723407,cross court,In,False,14:52:09,7279.699951,1,1415.699951,,,,,,,,,,,
227,Player,8,in_play,Forehand,Flat,104,58,0,0,no_mans_land,ad,near,-3.535913,4.193323,out,deuce,far,-3.564115,25.876963,1.152773,down the line,In,False,14:52:11,7281.199951,1,1417.199951,,,,,,,,,,,
228,Opponent,9,in_play,Backhand,Slice,79,58,0,0,service_box,ad,far,1.507226,17.873339,out,ad,near,-3.631489,-1.295051,0.441929,cross court,In,False,14:52:12,7282.5,1,1418.5,,,,,,,,,,,
229,Player,10,in_play,Backhand,Topspin,94,58,0,0,no_mans_land,deuce,near,2.129642,3.928873,no_mans_land,ad,far,2.476992,23.94475,0.717033,down the line,In,False,14:52:14,7284.339966,1,1420.339966,,,,,,,,,,,
230,Opponent,11,in_play,Forehand,Topspin,73,58,0,0,service_box,deuce_alley,far,-4.749996,15.896702,no_mans_land,deuce,near,1.854017,0.282432,0.738495,down the line,Out,False,14:52:15,7285.439941,1,1421.439941,,,,,,,,,,,
231,Opponent,1,serve,Serve,Flat,144,59,0,0,service_box,deuce,far,-2.891147,16.961994,no_mans_land,deuce,near,0.473925,0.018999,2.396603,out wide,In,False,14:53:03,7333.199951,0,1469.199951,,,,,,,,,,,
232,Player,2,return,Forehand,Topspin,100,59,0,0,service_box,deuce,far,-1.566911,11.88,no_mans_land,deuce_alley,far,-4.968294,24.574492,1.14659,down the line,Net,False,14:53:03,7334.099976,0,1470.099976,,,,,,,,,,,
233,Opponent,1,serve,Serve,Flat,121,60,0,0,service_box,deuce,near,1.023314,11.88,no_mans_land,ad,near,-1.058371,0.276555,2.500214,out wide,Net,False,14:53:28,7358.640015,-2,1494.640015,,,,,,,,,,,
234,Opponent,1,serve,Serve,Flat,108,61,0,0,service_box,ad,far,2.14306,17.927973,no_mans_land,ad,near,-1.002862,0.638501,2.391617,down the T,In,False,14:53:37,7367.920044,0,1503.920044,,,,,,,,,,,
235,Player,2,return,Backhand,Topspin,94,61,0,0,no_mans_land,ad,near,-2.123695,3.051031,out,ad,far,3.284214,25.601789,1.279367,cross court,In,False,14:53:38,7368.900024,0,1504.900024,,,,,,,,,,,
236,Opponent,3,serve_plus_one,Backhand,Topspin,86,61,0,0,no_mans_land,deuce,far,-2.213956,19.076626,no_mans_land,ad,near,-2.773036,-0.343475,0.796379,down the line,In,False,14:53:40,7370.160034,0,1506.160034,,,,,,,,,,,
237,Player,4,return_plus_one,Forehand,Flat,106,61,0,0,no_mans_land,ad,near,-2.582734,3.576567,out,deuce,far,-2.372634,25.642132,0.975736,down the line,In,False,14:53:41,7371.52002,0,1507.52002,,,,,,,,,,,
238,Opponent,5,in_play,Backhand,Topspin,101,61,0,0,no_mans_land,deuce,far,-3.284611,19.979921,out,ad,near,-2.300279,-0.651223,0.933392,down the line,In,False,14:53:42,7372.719971,0,1508.719971,,,,,,,,,,,
239,Opponent,0,none,Forehand,Topspin,99,62,0,0,service_box,deuce,near,0.706484,5.614007,no_mans_land,deuce,near,1.737131,3.817218,2.37152,cross court,Net,False,14:54:02,7392.97998,1,1528.97998,,,,,,,,,,,
240,Opponent,0,none,Backhand,Slice,96,63,0,0,no_mans_land,ad,near,-0.050434,1.130669,no_mans_land,deuce,near,0.56788,-0.159259,1.198996,inside in,Net,False,14:54:19,7409.780029,1,1545.780029,,,,,,,,,,,
241,Player,1,serve,Serve,Flat,154,64,0,0,service_box,deuce,near,-0.5,5.7,no_mans_land,ad,far,0.48,24.3,2.465245,down the T,In,False,14:54:40,7430.560059,1,1566.560059,In,,Out,0.282254,5.701105,0.483388,24.304079,-0.5,5.7,0.48,24.3
242,Opponent,2,return,Forehand,Flat,91,64,0,0,no_mans_land,ad,far,0.557657,19.44001,out,ad,near,-0.206833,-1.121516,0.800685,inside out,In,False,14:54:41,7431.52002,1,1567.52002,,,,,,,,,,,
243,Player,3,serve_plus_one,Forehand,Topspin,77,64,0,0,no_mans_land,ad,near,-2.033977,3.572405,out,ad,far,0.844933,25.332708,1.144744,inside out,In,False,14:54:42,7433.140015,1,1569.140015,,,,,,,,,,,
244,Opponent,4,return_plus_one,Forehand,Topspin,104,64,0,0,service_box,deuce,far,-2.973245,18.094,no_mans_land,ad,near,-2.874862,-0.461561,1.233767,inside in,In,False,14:54:44,7434.819946,1,1570.819946,,,,,,,,,,,
245,Player,5,in_play,Forehand,Slice,59,64,0,0,no_mans_land,ad,near,-0.523784,5.4864,out,deuce,far,-3.318696,25.892052,0.732213,down the line,In,False,14:54:45,7435.939941,1,1571.939941,,,,,,,,,,,
246,Opponent,6,in_play,Forehand,Slice,96,64,0,0,service_box,ad,far,1.88622,16.518442,no_mans_land,ad,near,-0.410319,2.156091,0.763064,inside out,In,False,14:54:47,7437.780029,1,1573.780029,,,,,,,,,,,
247,Player,7,in_play,Backhand,Topspin,79,64,0,0,no_mans_land,ad,near,-3.664457,5.259121,no_mans_land,ad,far,3.055481,21.654581,0.557957,cross court,In,False,14:54:49,7439.619995,1,1575.619995,,,,,,,,,,,
248,Opponent,0,none,Forehand,Topspin,88,65,0,0,service_box,deuce,near,1.378485,11.88,out,deuce,near,0.232746,-1.144891,1.531582,cross court,Net,False,14:55:04,7454.819946,1,1590.819946,,cancelled,,,,,,,,,
249,Opponent,0,none,Backhand,Topspin,68,65,0,0,no_mans_land,ad,near,-2.083184,11.88,out,ad,near,-1.025821,-0.646349,0.668771,cross court,Net,False,14:55:08,7458.819946,1,1594.819946,,cancelled,,,,,,,,,
250,Opponent,0,none,Forehand,Topspin,71,65,0,0,no_mans_land,ad,near,-0.757541,11.88,out,deuce,near,0.048549,-0.790697,1.811206,down the line,Net,False,14:55:09,7459.619995,1,1595.619995,,cancelled,,,,,,,,,
251,Player,1,serve,Serve,Flat,136,66,0,0,service_box,deuce,near,3.735703,6.477829,no_mans_land,deuce,far,-1.303119,23.181318,2.466723,out wide,In,False,14:55:24,7474.579956,1,1610.579956,,swapped srv,,,,,,,,,
252,Player,1,serve,Serve,Slice,170,67,0,0,service_box,ad,near,-3.101296,6.278208,no_mans_land,ad,far,0.894753,22.661587,1.380431,out wide,In,False,14:55:49,7499.199951,0,1635.199951,,,,,,,,,,,
253,Opponent,2,return,Backhand,Topspin,79,67,0,0,no_mans_land,deuce,far,-1.798107,18.758389,no_mans_land,ad_alley,near,-4.441468,0.032028,0.975371,down the line,In,False,14:55:49,7500.02002,0,1636.02002,,,,,,,,,,,
254,Player,3,serve_plus_one,Backhand,Flat,88,67,0,0,no_mans_land,deuce,near,2.32183,3.975634,no_mans_land,deuce,far,-0.411498,23.139874,2.419876,inside out,In,False,14:55:51,7501.680054,0,1637.680054,,,,,,,,,,,
255,Opponent,4,return_plus_one,Forehand,Topspin,87,67,0,0,no_mans_land,ad,far,2.477713,18.461565,no_mans_land,deuce,near,3.094473,0.33573,1.043679,down the line,In,False,14:55:52,7503.060059,0,1639.060059,,,,,,,,,,,
256,Player,5,in_play,Backhand,Slice,102,67,0,0,service_box,ad,near,-0.800411,7.039156,no_mans_land,ad,far,2.634547,24.804985,1.00801,cross court,In,False,14:55:54,7504.180054,0,1640.180054,,,,,,,,,,,
257,Opponent,6,in_play,Forehand,Topspin,88,67,0,0,no_mans_land,deuce,far,-2.114343,20.714621,service_box,ad,near,-0.836232,5.582188,1.807896,inside in,In,False,14:55:56,7506.900024,0,1642.900024,,,,,,,,,,,
258,Player,1,serve,Serve,Flat,96,68,0,0,service_box,deuce,near,0.128069,6.044554,no_mans_land,deuce,far,-1.461659,23.335211,2.638954,down the T,In,False,14:56:19,7529.699951,1,1665.699951,,,,,,,,,,,
259,Opponent,0,serve,Serve,Slice,150,69,0,0,no_mans_land,ad,far,0.604112,20.462305,no_mans_land,ad,near,0.508114,-0.460063,2.144023,down the T,Out,False,14:56:28,7538.900024,-2,1674.900024,,cancelled,,,,,,,,,
260,Opponent,0,none,FH Volley,Flat,28,72,0,0,service_box,ad,near,-0.822555,11.88,service_box,deuce,near,0.177246,8.172563,1.521894,down the line,Net,False,14:58:10,7640.660034,0,1776.660034,,cancelled,,,,,,,,,
261,Opponent,0,none,Forehand,Topspin,97,72,0,0,service_box,ad,far,1.87461,16.629126,service_box,deuce,near,1.718816,10.998298,2.782827,down the line,In,False,14:58:13,7643.300049,0,1779.300049,,cancelled,,,,,,,,,
262,Opponent,1,serve,Serve,Flat,149,73,0,0,service_box,deuce,near,0.117925,5.713839,no_mans_land,deuce,far,-0.530789,23.68117,2.676085,down the T,In,False,14:58:32,7662.880005,0,1798.880005,,,,,,,,,,,
263,Player,2,return,Backhand,Flat,62,73,0,0,no_mans_land,deuce,far,-2.133726,22.860306,no_mans_land,deuce,near,0.449805,-0.254858,1.026535,inside out,In,False,14:58:33,7663.599976,0,1799.599976,,,,,,,,,,,
264,Opponent,3,serve_plus_one,Forehand,Topspin,77,73,0,0,service_box,deuce,near,2.680091,5.734393,no_mans_land,deuce,far,-2.133726,24.069094,1.844978,cross court,In,False,14:58:35,7665.219971,0,1801.219971,,,,,,,,,,,
265,Player,4,return_plus_one,Forehand,Flat,106,73,0,0,no_mans_land,ad_alley,far,3.61,18.5,out,deuce,near,3.42,-1.04,1.195773,down the line,In,False,14:58:36,7666.400024,0,1802.400024,In,,Out,4.682362,18.497749,3.415846,-1.037899,3.61,18.5,3.42,-1.04
266,Opponent,5,in_play,BH Volley,Flat,40,73,0,0,no_mans_land,ad,near,-3.643298,4.072317,no_mans_land,ad,far,4.089001,20.334734,1.008591,cross court,In,False,14:58:36,7667.140015,0,1803.140015,,,,,,,,,,,
267,Opponent,1,serve,Serve,Flat,149,74,0,0,service_box,ad,far,0.149738,11.88,service_box,ad,far,0.639295,23.244484,2.938077,down the T,Net,False,14:59:06,7696.719971,-2,1832.719971,,,,,,,,,,,
268,Opponent,1,serve,Serve,Flat,112,75,0,0,service_box,ad,near,-0.621733,7.275535,no_mans_land,ad,far,0.83714,24.478584,2.62722,down the T,In,False,14:59:14,7705.040039,1,1841.040039,,,,,,,,,,,
269,Player,2,return,Forehand,Topspin,79,75,0,0,no_mans_land,deuce,far,-2.584998,19.692856,no_mans_land,ad,near,-0.918326,1.100122,1.248385,inside in,In,False,14:59:15,7705.839966,1,1841.839966,,,,,,,,,,,
270,Opponent,3,serve_plus_one,Forehand,Flat,85,75,0,0,no_mans_land,deuce,near,2.449932,4.216341,out,deuce,far,-3.134996,25.623795,1.038753,cross court,In,False,14:59:16,7706.959961,1,1842.959961,,,,,,,,,,,
271,Player,4,return_plus_one,Forehand,Topspin,88,75,0,0,no_mans_land,ad,far,2.442079,18.490841,no_mans_land,deuce,near,3.46415,-0.498933,0.942006,down the line,In,False,14:59:18,7708.319946,1,1844.319946,,,,,,,,,,,
272,Opponent,5,in_play,Backhand,Topspin,65,75,0,0,no_mans_land,ad,near,0.0,-1.0,out,ad,far,2.61,25.26,0.986073,cross court,Out,False,14:59:19,7709.459961,1,1845.459961,Out,,Out,-4.61,4.04,2.61,25.26,0.0,-1.0,2.61,25.26
273,Player,0,in_play,Forehand,Topspin,80,75,0,0,out,ad,far,0.78306,24.338621,no_mans_land,ad,near,-0.530947,-0.125607,0.884435,inside out,Out,False,14:59:20,7710.880005,1,1846.880005,,,,,,,,,,,
274,Opponent,1,serve,Serve,Flat,124,77,0,0,service_box,deuce,near,3.092337,6.237178,no_mans_land,deuce,far,-0.385467,22.858768,2.817751,out wide,In,False,14:59:50,7741.060059,0,1877.060059,,,,,,,,,,,
275,Player,2,return,Forehand,Flat,75,77,0,0,no_mans_land,ad,far,3.321221,19.299818,no_mans_land,deuce_alley,near,4.273976,2.445292,1.23036,down the line,In,False,14:59:51,7742.079956,0,1878.079956,,,,,,,,,,,
276,Opponent,3,serve_plus_one,Forehand,Topspin,80,77,0,0,no_mans_land,ad,near,-3.08933,1.944072,no_mans_land,ad,far,1.270067,24.407953,0.901147,inside out,In,False,14:59:53,7743.540039,0,1879.540039,,,,,,,,,,,
277,Player,0,return_plus_one,Backhand,Topspin,62,77,0,0,no_mans_land,ad,near,-0.047503,11.88,out,ad,near,-1.317466,-13.640584,2.631822,cross court,Net,False,14:59:55,7745.939941,0,1881.939941,,,,,,,,,,,
278,Opponent,0,serve,Serve,Flat,174,78,0,0,service_box,deuce,near,1.036625,5.814259,service_box,ad,far,0.130638,23.628548,1.704397,down the T,Out,False,15:00:17,7767.699951,0,1903.699951,,cancelled,,,,,,,,,
279,Player,0,return,Forehand,Slice,71,78,0,0,no_mans_land,ad,far,0.478357,18.853464,no_mans_land,deuce,near,0.107681,0.579282,0.866182,down the line,In,False,15:00:18,7768.420044,0,1904.420044,,cancelled,,,,,,,,,
280,Opponent,0,serve_plus_one,Backhand,Topspin,85,78,0,0,no_mans_land,ad,far,0.134371,11.88,no_mans_land,ad,far,0.503254,23.25849,1.037985,cross court,Net,False,15:00:19,7769.699951,0,1905.699951,,cancelled,,,,,,,,,
281,Opponent,0,return_plus_one,Forehand,Flat,104,78,0,0,service_box,ad,near,-1.540509,6.649985,no_mans_land,ad,far,0.145301,23.803232,1.275615,inside out,In,False,15:00:20,7770.560059,0,1906.560059,,cancelled,,,,,,,,,
282,Opponent,1,serve,Serve,Flat,117,79,0,0,service_box,deuce,near,3.608924,6.591698,no_mans_land,deuce,far,-0.115235,22.818127,2.859853,out wide,In,False,15:00:46,7797.119995,1,1933.119995,,,,,,,,,,,
283,Player,2,return,Forehand,Flat,84,79,0,0,no_mans_land,ad,far,2.411479,18.947237,no_mans_land,deuce_alley,near,4.875371,0.241253,1.347592,down the line,In,False,15:00:47,7798.0,1,1934.0,,,,,,,,,,,
284,Opponent,3,serve_plus_one,Backhand,Slice,91,79,0,0,no_mans_land,ad_alley,near,-4.489845,2.684599,no_mans_land,ad,far,2.344679,24.81111,1.121279,down the line,Out,False,15:00:49,7799.219971,1,1935.219971,,,,,,,,,,,
285,Opponent,1,serve,Serve,Flat,131,80,0,0,service_box,ad,near,-0.193747,7.993216,no_mans_land,ad,far,0.920253,23.142231,2.119286,down the T,In,False,15:01:14,7825.140015,0,1961.140015,,,,,,,,,,,
286,Player,0,none,Forehand,Topspin,77,81,0,0,no_mans_land,ad,near,-0.322174,5.324612,out,ad,near,-0.555716,-0.583512,1.105935,inside out,Net,False,15:01:15,7826.079956,0,1962.079956,,,,,,,,,,,
287,Player,1,serve,Serve,Slice,113,82,0,0,service_box,ad,far,0.156567,18.237431,no_mans_land,deuce,near,0.732661,-0.166163,2.5555,down the T,Out,False,15:01:56,7867.040039,-1,2003.040039,,,,,,,,,,,
288,Opponent,0,none,Backhand,Slice,82,83,0,0,no_mans_land,deuce,near,0.626936,0.994524,no_mans_land,deuce,far,-0.062356,23.939524,1.397551,inside out,In,False,15:01:57,7867.859985,0,2003.859985,,,,,,,,,,,
289,Player,1,serve,Serve,Kick,130,84,0,0,service_box,deuce,far,-1.063141,15.180837,no_mans_land,deuce,near,0.626936,0.469277,2.68042,down the T,In,False,15:02:06,7876.900024,1,2012.900024,,,,,,,,,,,
290,Opponent,2,return,Backhand,Topspin,83,84,0,0,no_mans_land,deuce,near,2.091,3.554319,no_mans_land,deuce,far,-2.493246,24.301401,1.307118,inside out,In,False,15:02:07,7877.699951,1,2013.699951,,,,,,,,,,,
291,Player,3,serve_plus_one,Forehand,Topspin,74,84,0,0,no_mans_land,ad,far,1.749891,18.50441,no_mans_land,deuce,near,2.546416,1.246701,0.832216,down the line,In,False,15:02:08,7878.800049,1,2014.800049,,,,,,,,,,,
292,Opponent,4,return_plus_one,Backhand,Topspin,99,84,0,0,service_box,deuce,near,1.814273,6.152753,out,ad,far,2.026359,25.10079,0.807358,down the line,In,False,15:02:09,7880.099976,1,2016.099976,,,,,,,,,,,
293,Player,5,in_play,Forehand,Topspin,96,84,0,0,no_mans_land,deuce,far,-0.232737,18.671715,no_mans_land,deuce,near,1.414913,0.194577,0.609127,cross court,In,False,15:02:11,7881.280029,1,2017.280029,,,,,,,,,,,
294,Opponent,6,in_play,Forehand,Topspin,83,84,0,0,no_mans_land,ad,near,-2.808219,4.148324,out,deuce,far,-1.07716,25.284317,0.962667,down the line,In,False,15:02:12,7882.420044,1,2018.420044,,,,,,,,,,,
295,Player,7,in_play,Backhand,Flat,85,84,0,0,no_mans_land,ad,far,0.907664,19.64179,no_mans_land,ad,near,-2.983525,0.093198,0.752462,cross court,In,False,15:02:13,7883.599976,1,2019.599976,,,,,,,,,,,
296,Opponent,8,in_play,Forehand,Flat,77,84,0,0,service_box,deuce,near,2.800598,5.67239,no_mans_land,ad,far,2.279473,24.030117,1.344109,inside in,In,False,15:02:14,7884.880005,1,2020.880005,,,,,,,,,,,
297,Player,9,in_play,Forehand,Flat,92,84,0,0,no_mans_land,deuce,far,-0.691283,20.105068,no_mans_land,deuce,near,2.974094,-0.341671,0.731356,cross court,In,False,15:02:16,7886.160034,1,2022.160034,,,,,,,,,,,
298,Opponent,10,in_play,Forehand,Flat,84,84,0,0,no_mans_land,deuce,near,3.105312,3.475569,no_mans_land,deuce,far,-2.25117,24.637125,0.899252,cross court,In,False,15:02:17,7887.52002,1,2023.52002,,,,,,,,,,,
299,Player,11,in_play,Forehand,Flat,79,84,0,0,no_mans_land,ad,far,1.618543,20.742054,no_mans_land,deuce_alley,near,4.123234,-0.121028,0.889037,down the line,In,False,15:02:18,7888.719971,1,2024.719971,,,,,,,,,,,
300,Opponent,12,in_play,Backhand,Topspin,99,84,0,0,no_mans_land,ad,near,-2.603424,4.797387,no_mans_land,ad,far,0.238666,22.119022,1.829353,cross court,In,False,15:02:20,7890.339966,1,2026.339966,,,,,,,,,,,
301,Player,13,in_play,Backhand,Topspin,74,84,0,0,no_mans_land,ad,far,2.107517,20.531916,no_mans_land,ad,near,-3.252239,0.031251,0.460232,cross court,In,False,15:02:22,7892.180054,1,2028.180054,,,,,,,,,,,
302,Opponent,14,in_play,Backhand,Topspin,73,84,0,0,service_box,ad,near,-1.364731,7.040822,out,ad,far,2.624124,25.202328,1.037642,cross court,In,False,15:02:23,7893.540039,1,2029.540039,,,,,,,,,,,
303,Player,15,in_play,Backhand,Topspin,93,84,0,0,no_mans_land,deuce,far,-3.243795,20.404449,no_mans_land,ad,near,-2.417085,1.831921,0.915793,down the line,In,False,15:02:24,7894.97998,1,2030.97998,,,,,,,,,,,
304,Opponent,16,in_play,Forehand,Topspin,83,84,0,0,no_mans_land,deuce,near,1.027672,5.414141,out,deuce,far,-2.972019,26.260695,0.957278,cross court,In,False,15:02:26,7896.180054,1,2032.180054,,,,,,,,,,,
305,Player,17,in_play,Forehand,Flat,80,84,0,0,no_mans_land,ad,far,2.610234,20.164055,no_mans_land,deuce,near,1.492846,1.484202,1.094364,down the line,In,False,15:02:27,7897.52002,1,2033.52002,,,,,,,,,,,
306,Opponent,18,in_play,Backhand,Topspin,60,84,0,0,service_box,ad,far,1.994085,11.88,out,ad,far,3.170942,25.109179,0.934055,cross court,Net,False,15:02:28,7898.660034,1,2034.660034,,,,,,,,,,,
307,Player,1,serve,Serve,Slice,140,86,0,0,service_box,ad,far,0.419103,17.166605,no_mans_land,ad,near,-1.024963,0.437571,2.493112,down the T,In,False,15:03:02,7932.560059,1,2068.560059,,,,,,,,,,,
308,Opponent,2,return,Forehand,Slice,103,86,0,0,no_mans_land,ad,near,-0.858368,4.085737,out,ad,far,0.943593,25.441004,1.544811,inside out,In,False,15:03:03,7933.300049,1,2069.300049,,,,,,,,,,,
309,Player,3,serve_plus_one,Forehand,Topspin,97,86,0,0,no_mans_land,ad,far,2.469709,18.449789,no_mans_land,ad,near,-0.976496,1.015152,1.210104,inside out,In,False,15:03:05,7935.360107,1,2071.360107,,,,,,,,,,,
310,Opponent,4,return_plus_one,Backhand,Slice,92,86,0,0,no_mans_land,deuce,near,2.9987,5.440124,no_mans_land,ad,far,3.842103,22.905657,1.594935,down the line,In,False,15:03:06,7936.899902,1,2072.899902,,,,,,,,,,,
311,Player,5,in_play,Forehand,Flat,108,86,0,0,no_mans_land,ad,far,2.557893,19.075579,no_mans_land,deuce,near,1.675573,1.518983,1.041037,down the line,In,False,15:03:08,7938.879883,1,2074.879883,,,,,,,,,,,
312,Opponent,6,in_play,Backhand,Slice,84,86,0,0,service_box,ad,near,-0.078495,5.71743,no_mans_land,ad,far,3.244366,24.794935,0.861463,cross court,In,False,15:03:09,7939.939941,1,2075.939941,,,,,,,,,,,
313,Player,7,in_play,Overhead,Flat,116,86,0,0,service_box,ad,far,2.730986,18.132986,service_box,ad,near,-0.078495,5.192183,2.147918,---,In,False,15:03:11,7941.860107,1,2077.860107,,,,,,,,,,,
314,Opponent,0,none,Backhand,Topspin,65,87,0,0,no_mans_land,deuce,near,0.351096,1.222978,no_mans_land,ad,far,2.34458,20.357193,4.489609,down the line,In,False,15:03:13,7943.219971,0,2079.219971,,,,,,,,,,,
315,Player,0,none,Forehand,Topspin,80,88,0,0,no_mans_land,deuce,near,1.922628,11.88,no_mans_land,deuce,near,1.824569,0.23841,0.943057,cross court,Net,False,15:03:24,7954.419922,-1,2090.419922,,cancelled,,,,,,,,,
316,Player,0,none,Forehand,Flat,103,88,0,0,service_box,deuce,near,0.791819,11.88,out,deuce,near,1.592434,-0.770866,0.97246,cross court,Net,False,15:03:25,7955.52002,-1,2091.52002,,cancelled,,,,,,,,,
317,Player,1,serve,Serve,Flat,132,90,0,0,service_box,deuce,far,-2.695261,16.265982,no_mans_land,deuce,near,0.518031,0.832293,2.530353,out wide,In,False,15:03:47,7977.52002,1,2113.52002,,,,,,,,,,,
318,Opponent,2,return,Forehand,Slice,87,90,0,0,service_box,ad,near,-0.265755,5.674365,no_mans_land,deuce_alley,far,-4.78821,24.470133,1.254172,down the line,In,False,15:03:48,7978.47998,1,2114.47998,,,,,,,,,,,
319,Player,3,serve_plus_one,Forehand,Topspin,98,90,0,0,no_mans_land,deuce,far,-3.046731,20.288773,no_mans_land,ad,near,-0.078381,0.876538,0.709315,inside in,In,False,15:03:50,7980.73999,1,2116.73999,,,,,,,,,,,
320,Player,1,serve,Serve,Flat,166,91,0,0,service_box,deuce,near,1.652196,11.88,no_mans_land,ad,near,-0.666308,0.407581,2.501275,out wide,Net,False,15:04:16,8006.719971,-1,2142.719971,,,,,,,,,,,
321,Player,1,serve,Serve,Slice,114,92,0,0,service_box,ad,far,2.540196,15.048268,no_mans_land,ad,near,-1.101862,-0.048483,2.212557,out wide,In,False,15:04:25,8015.939941,0,2151.939941,,,,,,,,,,,
322,Opponent,2,return,Backhand,Topspin,108,92,0,0,service_box,deuce,near,3.483926,5.721681,no_mans_land,ad_alley,far,4.744394,22.815027,1.568408,down the line,In,False,15:04:26,8016.899902,0,2152.899902,,,,,,,,,,,
323,Player,3,serve_plus_one,Forehand,Topspin,94,92,0,0,out,ad,far,3.41107,24.765493,no_mans_land,deuce,near,3.349456,-0.205315,0.509209,down the line,Out,False,15:04:27,8017.939941,0,2153.939941,,,,,,,,,,,
324,Opponent,0,none,Backhand,Topspin,69,93,0,0,no_mans_land,ad,near,-0.620502,4.312773,out,ad,far,3.003358,25.021139,0.970642,cross court,In,False,15:04:28,8019.139893,0,2155.139893,,,,,,,,,,,
325,Player,1,serve,Serve,Flat,146,94,0,0,service_box,deuce,far,-0.529582,17.9224,no_mans_land,deuce,near,0.470789,0.396663,2.439037,down the T,In,False,15:04:54,8044.639893,1,2180.639893,,,,,,,,,,,
326,Opponent,2,return,Backhand,Topspin,77,94,0,0,no_mans_land,deuce,near,1.568369,3.928731,no_mans_land,deuce,far,-0.930012,24.456659,1.900824,inside out,In,False,15:04:55,8045.459961,1,2181.459961,,,,,,,,,,,
327,Player,3,serve_plus_one,Forehand,Topspin,81,94,0,0,no_mans_land,ad,far,2.395609,19.540195,no_mans_land,deuce,near,1.758964,-0.244156,0.799715,down the line,In,False,15:04:56,8046.800049,1,2182.800049,,,,,,,,,,,
328,Opponent,4,return_plus_one,Backhand,Topspin,80,94,0,0,service_box,ad,near,-3.443528,5.786922,no_mans_land,ad,far,3.097402,24.40015,1.355304,cross court,In,False,15:04:58,8048.179932,1,2184.179932,,,,,,,,,,,
329,Player,5,in_play,Backhand,Topspin,85,94,0,0,no_mans_land,ad,far,1.985394,18.305336,no_mans_land,ad_alley,near,-4.20933,0.575992,0.697173,down the line,In,False,15:04:59,8049.699951,1,2185.699951,,,,,,,,,,,
330,Opponent,6,in_play,Backhand,Topspin,97,94,0,0,no_mans_land,ad,near,-1.256571,5.114862,no_mans_land,ad,far,3.139427,24.288027,1.159191,cross court,In,False,15:05:00,8050.820068,1,2186.820068,,,,,,,,,,,
331,Player,7,in_play,Backhand,Topspin,88,94,0,0,no_mans_land,ad,far,0.617037,18.37145,out,ad,near,-3.691289,-0.546668,0.655144,cross court,In,False,15:05:01,8052.02002,1,2188.02002,,,,,,,,,,,
332,Opponent,8,in_play,Forehand,Topspin,104,94,0,0,no_mans_land,deuce,near,2.384451,3.361663,no_mans_land,ad,far,2.02492,24.596024,1.467112,inside in,In,False,15:05:03,8053.379883,1,2189.379883,,,,,,,,,,,
333,Player,9,in_play,Forehand,Topspin,99,94,0,0,service_box,deuce,far,-2.754605,17.095411,no_mans_land,deuce,near,1.910431,-0.524043,0.7976,cross court,In,False,15:05:04,8054.560059,1,2190.560059,,,,,,,,,,,
334,Opponent,10,in_play,Forehand,Topspin,94,94,0,0,service_box,deuce,far,-3.867957,11.88,no_mans_land,deuce_alley,far,-4.928219,24.76565,0.850502,down the line,Net,False,15:05:05,8056.02002,1,2192.02002,,,,,,,,,,,
335,Opponent,0,none,Backhand,Topspin,66,95,0,0,no_mans_land,ad,far,0.535621,18.614895,service_box,ad,far,0.352526,15.307102,2.046585,cross court,Net,False,15:05:14,8064.73999,1,2200.73999,,,,,,,,,,,
336,Opponent,1,serve,Serve,Slice,142,96,0,0,service_box,deuce,far,-2.647059,17.165474,no_mans_land,deuce,near,0.30775,0.432511,2.458153,out wide,In,False,15:07:21,8191.199951,0,2327.199951,,,,,,,,,,,
