,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Video Time_2,Result2,comment,ResultOld,Bounce (x)Old,Bounce (y)Old,Hit (x)Old,Hit (y)Old,Bounce (x)2,Bounce (y)2,Hit (x)2,Hit (y)2
101,Player,6,in_play,Forehand,Topspin,98,38,0,0,service_box,deuce,far,-2.162055,17.725018,no_mans_land,deuce,near,2.309778,0.192622,0.774985,cross court,In,False,14:41:35,6646.080017,0,782.080017,,,,,,,,,,,
102,Opponent,7,in_play,Forehand,Topspin,83,38,0,0,no_mans_land,deuce,near,1.997008,1.64973,out,deuce_alley,far,-4.6209,25.272097,0.811532,down the line,In,False,14:41:37,6647.299988,0,783.299988,,,,,,,,,,,
103,Player,8,in_play,Forehand,Topspin,72,38,0,0,no_mans_land,ad,far,0.774088,20.728735,no_mans_land,deuce,near,2.194049,-0.23153,0.686167,down the line,In,False,14:41:38,6648.559998,0,784.559998,,,,,,,,,,,
104,Opponent,9,in_play,Forehand,Topspin,80,38,0,0,no_mans_land,ad,near,-2.537438,4.524018,no_mans_land,ad,far,1.010437,22.957565,1.779668,inside out,In,False,14:41:39,6650.02002,0,786.02002,,,,,,,,,,,
105,Player,10,in_play,Backhand,Topspin,108,38,0,0,no_mans_land,ad,far,1.15,24.23,no_mans_land,ad,near,-3.17,0.49,0.700353,cross court,Out,False,14:41:41,6651.280029,0,787.280029,Out,,In,1.147288,22.209118,-3.16727,0.494459,1.15,24.23,-3.17,0.49
106,Opponent,0,in_play,Forehand,Topspin,81,38,0,0,out,ad,far,1.470078,11.88,no_mans_land,ad,far,1.594825,24.408577,0.944785,inside out,Net,False,14:41:42,6652.340027,0,788.340027,,,,,,,,,,,
107,Player,1,serve,Serve,Flat,142,39,0,0,service_box,deuce,far,-0.602209,16.844711,no_mans_land,deuce,near,0.741577,-0.161216,2.083877,down the T,In,False,14:42:16,6686.799988,1,822.799988,,,,,,,,,,,
108,Opponent,2,return,Backhand,Flat,90,39,0,0,no_mans_land,deuce,near,1.368363,4.102524,no_mans_land,deuce,far,-0.707581,24.66717,1.847477,inside out,In,False,14:42:17,6687.599976,1,823.599976,,,,,,,,,,,
109,Player,3,serve_plus_one,Forehand,Topspin,82,39,0,0,no_mans_land,deuce,far,-2.878164,19.516819,no_mans_land,deuce,near,0.911662,0.70958,0.780791,cross court,In,False,14:42:18,6688.640015,1,824.640015,,,,,,,,,,,
110,Opponent,4,return_plus_one,Forehand,Topspin,86,39,0,0,no_mans_land,deuce,near,1.840407,2.209644,out,deuce_alley,far,-4.287372,26.040026,0.855252,down the line,In,False,14:42:19,6689.700012,1,825.700012,,,,,,,,,,,
111,Player,5,in_play,Forehand,Topspin,76,39,0,0,no_mans_land,deuce,far,-0.479808,20.106239,no_mans_land,deuce,near,2.153141,0.134413,0.68588,cross court,In,False,14:42:20,6690.960022,1,826.960022,,,,,,,,,,,
112,Opponent,6,in_play,Backhand,Topspin,84,39,0,0,service_box,ad,near,-1.776333,6.713345,no_mans_land,deuce,far,-0.47794,24.619696,1.23392,inside in,In,False,14:42:22,6692.5,1,828.5,,,,,,,,,,,
113,Player,7,in_play,Backhand,Slice,81,39,0,0,service_box,ad,far,2.342464,18.10907,no_mans_land,ad,near,-3.158503,-0.511054,0.3432,cross court,In,False,14:42:23,6693.700012,1,829.700012,,,,,,,,,,,
114,Opponent,8,in_play,Backhand,Topspin,70,39,0,0,service_box,ad,far,2.05,10.0,no_mans_land,ad,far,2.36,20.17,0.484077,cross court,In,False,14:42:24,6694.73999,1,830.73999,In,,Net,2.050343,11.88,2.35622,20.168266,2.05,10.0,2.36,20.17
116,Player,9,in_play,Forehand,Topspin,71,39,0,0,no_mans_land,ad,far,2.241107,19.563042,no_mans_land,deuce,near,2.742802,4.813436,0.774639,down the line,In,False,14:42:26,6696.5,1,832.5,,,,,,,,,,,
117,Player,1,serve,Serve,Flat,164,40,0,0,service_box,ad,far,4.61,15.93,no_mans_land,ad,near,-0.74,0.42,2.422046,out wide,Out,False,14:42:53,6723.359985,-1,859.359985,Out,,In,3.361154,15.934155,-0.741402,0.421601,4.61,15.93,-0.74,0.42
118,Player,1,serve,Serve,Slice,104,41,0,0,service_box,ad,far,1.986878,15.228683,no_mans_land,ad,near,-0.936203,0.863869,2.434396,out wide,In,False,14:43:02,6732.47998,1,868.47998,,,,,,,,,,,
119,Opponent,2,return,Backhand,Topspin,98,41,0,0,no_mans_land,ad,near,-2.757641,4.496598,no_mans_land,ad,far,3.854563,24.498503,1.352164,cross court,In,False,14:43:03,6733.460022,1,869.460022,,,,,,,,,,,
120,Player,3,serve_plus_one,Backhand,Topspin,79,41,0,0,no_mans_land,deuce,far,-2.198639,19.840963,no_mans_land,ad_alley,near,-4.155395,-0.005678,0.537615,down the line,In,False,14:43:04,6734.640015,1,870.640015,,,,,,,,,,,
121,Opponent,4,return_plus_one,Forehand,Topspin,97,41,0,0,no_mans_land,deuce,near,3.067456,4.133608,out,deuce,far,-2.062693,26.308371,0.846014,cross court,In,False,14:43:05,6735.780029,1,871.780029,,,,,,,,,,,
123,Player,5,in_play,Forehand,Topspin,91,41,0,0,service_box,ad,far,1.813253,16.616322,service_box,deuce,near,1.813253,7.683325,1.75989,down the line,In,False,14:43:08,6738.26001,1,874.26001,,,,,,,,,,,
124,Opponent,6,in_play,Backhand,Topspin,87,41,0,0,no_mans_land,ad,near,-1.581353,5.312835,service_box,ad,far,1.813253,17.825109,1.75989,cross court,In,False,14:43:09,6739.219971,1,875.219971,,,,,,,,,,,
125,Player,7,in_play,Backhand,Topspin,89,41,0,0,no_mans_land,deuce,far,-3.809116,18.779652,no_mans_land,ad,near,-3.368401,0.994171,0.701985,down the line,In,False,14:43:10,6740.5,1,876.5,,,,,,,,,,,
126,Player,1,serve,Serve,Slice,149,42,0,0,service_box,deuce,far,-2.895554,16.779741,no_mans_land,deuce,near,0.542316,0.09,2.379257,out wide,In,False,14:43:43,6773.460022,1,909.460022,,,,,,,,,,,
127,Opponent,2,return,Forehand,Flat,86,42,0,0,no_mans_land,deuce,near,1.662733,4.072317,no_mans_land,deuce,far,-3.919828,23.95949,1.318503,cross court,In,False,14:43:44,6774.320007,1,910.320007,,,,,,,,,,,
128,Player,3,serve_plus_one,Forehand,Flat,94,42,0,0,no_mans_land,deuce,far,-2.030848,20.269989,no_mans_land,deuce,near,2.445266,0.541643,0.883801,cross court,In,False,14:43:45,6775.52002,1,911.52002,,,,,,,,,,,
129,Opponent,4,return_plus_one,Forehand,Flat,100,42,0,0,no_mans_land,deuce,near,1.267984,2.294132,out,deuce,far,-2.779632,26.026937,1.008605,cross court,In,False,14:43:46,6776.719971,1,912.719971,,,,,,,,,,,
130,Player,5,in_play,Forehand,Flat,91,42,0,0,no_mans_land,deuce,far,-3.135172,20.934149,no_mans_land,deuce,near,1.195526,-0.148069,0.599068,cross court,In,False,14:43:47,6777.840027,1,913.840027,,,,,,,,,,,
131,Opponent,6,in_play,Forehand,Slice,84,42,0,0,service_box,ad,near,-1.485877,5.707031,out,deuce,far,-3.695819,25.393541,1.103807,down the line,In,False,14:43:48,6779.059998,1,915.059998,,,,,,,,,,,
132,Player,7,in_play,Forehand,Topspin,90,42,0,0,no_mans_land,ad,far,2.716579,19.459684,no_mans_land,ad,near,-1.556308,0.479334,0.991906,inside out,In,False,14:43:51,6781.200012,1,917.200012,,,,,,,,,,,
133,Opponent,8,in_play,Backhand,Slice,86,42,0,0,service_box,deuce,near,1.650092,9.032969,out,ad,far,3.811136,25.132565,0.867273,down the line,In,False,14:43:52,6782.340027,1,918.340027,,,,,,,,,,,
134,Player,9,in_play,Forehand,Flat,86,42,0,0,service_box,deuce,far,-0.369286,16.008152,service_box,deuce,near,1.650092,8.507722,2.164204,---,In,False,14:43:53,6783.539978,1,919.539978,,,,,,,,,,,
135,Player,0,none,Forehand,Topspin,90,43,0,0,service_box,deuce,far,-0.230518,13.067773,no_mans_land,ad,near,-0.175817,2.801754,1.604454,inside in,In,False,14:44:12,6802.659973,-2,938.659973,,cancelled,,,,,,,,,
136,Opponent,0,none,Backhand,Topspin,81,43,0,0,out,ad,far,0.499998,11.88,service_box,deuce,far,-0.230518,14.276561,0.902495,inside in,Net,False,14:44:12,6803.059998,-2,939.059998,,cancelled,,,,,,,,,
137,Player,1,serve,Serve,Flat,135,44,0,0,service_box,ad,far,2.914528,16.514288,no_mans_land,ad,near,-0.506376,0.664893,2.418609,out wide,In,False,14:44:21,6811.919983,0,947.919983,,,,,,,,,,,
138,Opponent,2,return,Backhand,Topspin,89,44,0,0,no_mans_land,ad,near,-1.374072,4.275873,no_mans_land,ad,far,4.062563,23.531637,1.359995,cross court,In,False,14:44:22,6812.73999,0,948.73999,,,,,,,,,,,
139,Player,3,serve_plus_one,Backhand,Slice,105,44,0,0,service_box,ad,far,2.630422,16.095917,no_mans_land,ad,near,-2.42411,-0.106738,0.646684,cross court,In,False,14:44:23,6813.940002,0,949.940002,,,,,,,,,,,
140,Opponent,4,return_plus_one,Backhand,Slice,67,44,0,0,no_mans_land,deuce,near,3.544265,5.471886,no_mans_land,ad,far,3.820436,20.42594,0.939985,down the line,In,False,14:44:25,6815.940002,0,951.940002,,,,,,,,,,,
141,Player,5,in_play,Forehand,Topspin,94,44,0,0,service_box,deuce,near,3.247046,11.88,no_mans_land,deuce,near,3.367558,3.530728,0.488042,cross court,Net,False,14:44:27,6817.359985,0,953.359985,,,,,,,,,,,
142,Player,1,serve,Serve,Flat,129,45,0,0,service_box,deuce,far,-0.833775,17.941244,no_mans_land,deuce,near,0.728354,-0.184297,2.456918,down the T,In,False,14:45:02,6852.47998,0,988.47998,,,,,,,,,,,
143,Opponent,2,return,Backhand,Topspin,83,45,0,0,no_mans_land,ad,near,-0.874529,4.452097,no_mans_land,deuce,far,-1.873617,24.782297,1.216884,inside in,In,False,14:45:03,6853.219971,0,989.219971,,,,,,,,,,,
144,Player,3,serve_plus_one,Backhand,Topspin,102,45,0,0,no_mans_land,ad,far,1.286978,20.153595,no_mans_land,ad,near,-1.012592,-0.174583,1.075958,cross court,In,False,14:45:04,6854.419983,0,990.419983,,,,,,,,,,,
145,Opponent,4,return_plus_one,Forehand,Topspin,63,45,0,0,service_box,deuce,near,2.415736,5.814259,no_mans_land,ad,far,1.3419,23.971777,0.923967,inside in,In,False,14:45:05,6856.099976,0,992.099976,,,,,,,,,,,
146,Player,5,in_play,Forehand,Topspin,89,45,0,0,no_mans_land,deuce,far,-0.473895,18.485542,no_mans_land,deuce,near,1.92028,-0.481145,0.862128,cross court,In,False,14:45:07,6857.440002,0,993.440002,,,,,,,,,,,
147,Opponent,6,in_play,Forehand,Topspin,88,45,0,0,no_mans_land,ad,near,-3.426054,2.453083,no_mans_land,deuce,far,-1.52242,24.895498,0.87486,down the line,In,False,14:45:08,6858.659973,0,994.659973,,,,,,,,,,,
148,Player,1,serve,Serve,Flat,165,46,0,0,no_mans_land,ad,far,2.557775,22.549488,out,ad,near,-0.877251,-0.70089,2.448322,down the T,Out,False,14:45:42,6892.47998,-1,1028.47998,,,,,,,,,,,
149,Opponent,0,none,Backhand,Slice,82,47,0,0,no_mans_land,ad,near,-1.107623,1.439459,out,ad,far,3.806455,25.516577,1.165972,cross court,In,False,14:45:43,6893.380005,0,1029.380005,,,,,,,,,,,
150,Player,1,serve,Serve,Slice,100,48,0,0,service_box,ad,far,1.829652,14.108821,no_mans_land,ad,near,-1.107623,0.914212,2.453687,down the T,In,False,14:45:52,6902.5,1,1038.5,,,,,,,,,,,
151,Opponent,2,return,Backhand,Topspin,86,48,0,0,no_mans_land,ad,near,-1.153695,4.961642,no_mans_land,ad,far,3.570407,24.402628,1.381229,cross court,In,False,14:45:53,6903.540039,1,1039.540039,,,,,,,,,,,
152,Player,3,serve_plus_one,Backhand,Topspin,87,48,0,0,no_mans_land,ad,far,0.985855,19.67824,no_mans_land,ad,near,-2.330057,0.73251,0.722496,cross court,In,False,14:45:55,6905.300049,1,1041.300049,,,,,,,,,,,
153,Opponent,4,return_plus_one,Backhand,Topspin,76,48,0,0,service_box,ad,near,-2.858467,7.680332,out,ad,far,2.619439,26.315149,0.94097,cross court,In,False,14:45:56,6906.660034,1,1042.660034,,,,,,,,,,,
154,Player,5,in_play,Backhand,Topspin,82,48,0,0,no_mans_land,ad,far,1.257761,18.88555,no_mans_land,ad,near,-3.129757,0.509582,0.882851,cross court,In,False,14:45:57,6907.939941,1,1043.939941,,,,,,,,,,,
155,Opponent,6,in_play,Backhand,Topspin,70,48,0,0,service_box,deuce,near,1.540175,6.451279,out,ad,far,2.964588,25.48041,1.069141,down the line,In,False,14:45:59,6909.219971,1,1045.219971,,,,,,,,,,,
156,Player,7,in_play,Forehand,Topspin,92,48,0,0,no_mans_land,deuce,far,-2.953521,20.745268,no_mans_land,deuce,near,1.389403,0.421692,0.879081,cross court,In,False,14:46:00,6910.640015,1,1046.640015,,,,,,,,,,,
157,Opponent,8,in_play,Forehand,Flat,86,48,0,0,service_box,deuce,near,2.981863,6.30527,out,deuce,far,-3.93391,25.742676,1.052532,cross court,In,False,14:46:01,6911.920044,1,1047.920044,,,,,,,,,,,
158,Player,9,in_play,Forehand,Flat,85,48,0,0,service_box,deuce,far,-0.429998,15.692983,no_mans_land,deuce,near,3.713946,0.695301,1.231802,cross court,In,False,14:46:03,6913.199951,1,1049.199951,,,,,,,,,,,
159,Opponent,10,in_play,Forehand,Topspin,77,48,0,0,no_mans_land,deuce,near,1.351989,4.488325,no_mans_land,deuce,far,-2.69761,23.66157,0.844102,cross court,In,False,14:46:04,6914.26001,1,1050.26001,,,,,,,,,,,
160,Player,11,in_play,Forehand,Topspin,74,48,0,0,no_mans_land,ad,far,2.04086,19.747952,no_mans_land,deuce,near,2.258225,-0.433786,0.640248,down the line,In,False,14:46:05,6915.52002,1,1051.52002,,,,,,,,,,,
161,Opponent,12,in_play,Backhand,Topspin,92,48,0,0,no_mans_land,ad,near,-1.997132,4.124627,no_mans_land,ad,far,2.04172,24.302753,1.259985,cross court,In,False,14:46:06,6916.900024,1,1052.900024,,,,,,,,,,,
162,Player,13,in_play,Backhand,Topspin,88,48,0,0,no_mans_land,deuce,far,-1.732154,20.766554,no_mans_land,ad,near,-2.657989,-5e-05,0.681931,down the line,In,False,14:46:07,6918.079956,1,1054.079956,,,,,,,,,,,
163,Opponent,14,in_play,Forehand,Topspin,102,48,0,0,no_mans_land,deuce,near,1.714481,4.487983,out,deuce,far,-1.356072,26.028046,0.828676,cross court,In,False,14:46:09,6919.219971,1,1055.219971,,,,,,,,,,,
164,Player,15,in_play,Forehand,Topspin,72,48,0,0,no_mans_land,ad,far,3.529943,19.672514,no_mans_land,deuce,near,2.840197,0.051403,0.879786,down the line,In,False,14:46:10,6920.400024,1,1056.400024,,,,,,,,,,,
165,Opponent,16,in_play,Backhand,Slice,88,48,0,0,service_box,ad,near,-1.781254,5.856718,out,ad,far,3.607058,25.134447,1.105838,cross court,In,False,14:46:11,6921.699951,1,1057.699951,,,,,,,,,,,
166,Player,17,in_play,Forehand,Topspin,91,48,0,0,no_mans_land,deuce,far,-3.86008,19.760588,no_mans_land,ad,near,-2.138493,0.302612,1.148111,inside in,In,False,14:46:13,6924.0,1,1060.0,,,,,,,,,,,
167,Opponent,0,none,Backhand,Topspin,91,50,0,0,no_mans_land,deuce,near,0.539287,0.644189,service_box,deuce,far,-0.256502,14.991536,2.343057,inside out,In,False,14:47:33,7004.02002,0,1140.02002,,,,,,,,,,,
168,Opponent,1,serve,Serve,Slice,140,51,0,0,service_box,deuce,far,-2.440113,15.7796,no_mans_land,deuce,near,0.539287,0.118942,2.470798,out wide,In,False,14:48:24,7055.060059,1,1191.060059,,,,,,,,,,,
169,Player,2,return,Forehand,Slice,59,51,0,0,no_mans_land,ad,near,-3.464286,3.063776,no_mans_land,deuce_alley,far,-4.804899,24.112268,1.164165,down the line,In,False,14:48:25,7055.839966,1,1191.839966,,,,,,,,,,,
170,Opponent,3,serve_plus_one,Backhand,Flat,107,51,0,0,no_mans_land,ad,far,1.897381,20.183273,out,ad,near,-3.425468,-1.122111,0.87257,cross court,In,False,14:48:27,7057.920044,1,1193.920044,,,,,,,,,,,
171,Player,4,return_plus_one,Backhand,Topspin,92,51,0,0,no_mans_land,ad,near,-1.902825,3.196126,out,ad,far,3.152797,25.163809,0.833211,cross court,In,False,14:48:28,7059.060059,1,1195.060059,,,,,,,,,,,
172,Opponent,5,in_play,Backhand,Topspin,83,51,0,0,no_mans_land,ad,far,1.630959,19.557575,no_mans_land,ad,near,-3.120553,-0.196256,0.637266,cross court,In,False,14:48:30,7060.400024,1,1196.400024,,,,,,,,,,,
173,Player,6,in_play,Backhand,Topspin,101,51,0,0,no_mans_land,ad,near,-0.830779,3.26229,out,ad,far,2.50959,25.749983,0.859493,cross court,In,False,14:48:31,7061.699951,1,1197.699951,,,,,,,,,,,
174,Opponent,7,in_play,Backhand,Topspin,107,51,0,0,no_mans_land,deuce,far,-1.439306,19.225224,out,ad,near,-1.323631,-0.550557,0.674831,down the line,In,False,14:48:32,7062.880005,1,1198.880005,,,,,,,,,,,
175,Player,8,in_play,Forehand,Topspin,109,51,0,0,no_mans_land,ad,near,-3.611985,4.062132,out,deuce,far,-1.213904,26.020342,0.698323,down the line,In,False,14:48:33,7064.099976,1,1200.099976,,,,,,,,,,,
176,Opponent,9,in_play,Backhand,Slice,72,51,0,0,no_mans_land,ad,far,2.860369,20.908878,no_mans_land,ad,near,-3.603575,0.65625,0.605192,cross court,In,False,14:48:35,7065.459961,1,1201.459961,,,,,,,,,,,
177,Player,10,in_play,Backhand,Topspin,96,51,0,0,no_mans_land,deuce,near,3.383355,3.266628,no_mans_land,ad_alley,far,4.133554,23.877768,1.122337,down the line,In,False,14:48:37,7067.219971,1,1203.219971,,,,,,,,,,,
178,Opponent,11,in_play,Forehand,Slice,108,51,0,0,no_mans_land,ad,far,2.437896,19.334864,no_mans_land,deuce,near,3.03232,1.252837,0.824621,down the line,In,False,14:48:38,7068.5,1,1204.5,,,,,,,,,,,
179,Player,12,in_play,Backhand,Topspin,104,51,0,0,no_mans_land,deuce,near,2.958628,2.684795,no_mans_land,ad,far,2.223057,22.610216,1.157347,down the line,In,False,14:48:40,7070.5,1,1206.5,,,,,,,,,,,
180,Player,0,none,Forehand,Topspin,72,52,0,0,service_box,ad,far,0.016519,16.359789,no_mans_land,deuce,near,0.683181,0.814461,1.732009,down the line,In,False,14:48:52,7083.060059,-2,1219.060059,,cancelled,,,,,,,,,
181,Opponent,0,none,Backhand,Topspin,98,52,0,0,no_mans_land,ad,far,0.262099,11.88,service_box,ad,far,0.016519,17.568577,1.672271,cross court,Net,False,14:48:54,7085.060059,-2,1221.060059,,cancelled,,,,,,,,,
182,Opponent,1,serve,Serve,Flat,176,53,0,0,service_box,ad,far,0.909382,17.237549,no_mans_land,ad,near,-1.077788,0.073691,2.398186,down the T,In,False,14:49:07,7097.76001,1,1233.76001,,,,,,,,,,,
183,Player,2,return,Forehand,Topspin,98,53,0,0,no_mans_land,ad,near,-0.122839,4.647906,no_mans_land,ad,far,1.312324,24.913736,1.406994,inside out,In,False,14:49:08,7098.420044,1,1234.420044,,,,,,,,,,,
184,Opponent,3,serve_plus_one,Forehand,Flat,96,53,0,0,no_mans_land,ad,far,2.275063,19.235321,no_mans_land,ad,near,-0.384887,-0.19725,0.896562,inside out,In,False,14:49:10,7100.47998,1,1236.47998,,,,,,,,,,,
185,Player,4,return_plus_one,Backhand,Topspin,80,53,0,0,no_mans_land,deuce,near,0.536592,5.239107,no_mans_land,ad,far,3.235526,24.702757,1.087154,down the line,In,False,14:49:11,7101.619995,1,1237.619995,,,,,,,,,,,
186,Opponent,5,in_play,Forehand,Topspin,95,53,0,0,no_mans_land,ad,far,2.695549,18.430067,no_mans_land,ad,near,-0.107769,-0.387378,0.793549,inside out,In,False,14:49:12,7103.140015,1,1239.140015,,,,,,,,,,,
187,Player,6,in_play,Backhand,Slice,60,53,0,0,no_mans_land,ad,near,-1.983902,4.386113,no_mans_land,ad,far,3.680755,24.774996,0.846325,cross court,In,False,14:49:14,7104.339966,1,1240.339966,,,,,,,,,,,
188,Opponent,7,in_play,Forehand,Topspin,107,53,0,0,no_mans_land,ad,far,2.265534,18.96719,no_mans_land,ad,near,-3.561021,0.652962,0.946476,inside out,In,False,14:49:16,7106.579956,1,1242.579956,,,,,,,,,,,
189,Player,8,in_play,Backhand,Flat,104,53,0,0,service_box,deuce,near,2.225245,5.533234,no_mans_land,ad,far,4.04214,24.838255,1.070411,down the line,In,False,14:49:17,7107.76001,1,1243.76001,,,,,,,,,,,
190,Opponent,9,in_play,Forehand,Topspin,90,53,0,0,service_box,deuce,far,-2.46041,17.685043,no_mans_land,deuce,near,0.951179,-0.286576,0.539806,cross court,In,False,14:49:18,7109.040039,1,1245.040039,,,,,,,,,,,
191,Player,10,in_play,Forehand,Topspin,86,53,0,0,service_box,deuce,near,2.049197,7.037906,out,deuce_alley,far,-4.197041,25.319952,0.977656,down the line,In,False,14:49:20,7110.5,1,1246.5,,,,,,,,,,,
192,Opponent,11,in_play,Forehand,Topspin,82,53,0,0,no_mans_land,ad,far,2.295665,18.957373,no_mans_land,deuce,near,3.562096,0.289067,0.675563,down the line,In,False,14:49:21,7112.099976,1,1248.099976,,,,,,,,,,,
193,Player,12,in_play,Backhand,Topspin,91,53,0,0,service_box,deuce,near,1.741976,7.671056,out,ad,far,3.573552,24.997852,0.969352,down the line,In,False,14:49:23,7113.540039,1,1249.540039,,,,,,,,,,,
194,Opponent,13,in_play,FH Volley,Flat,28,53,0,0,no_mans_land,deuce,far,-1.214798,20.49995,service_box,deuce,near,1.741976,7.145809,1.03802,cross court,In,False,14:49:24,7114.180054,1,1250.180054,,,,,,,,,,,
195,Player,14,in_play,Forehand,Topspin,94,53,0,0,service_box,ad,near,-3.511123,7.959735,no_mans_land,deuce_alley,far,-4.300066,24.881462,0.811342,down the line,In,False,14:49:25,7115.859985,1,1251.859985,,,,,,,,,,,
196,Opponent,15,in_play,BH Volley,Flat,31,53,0,0,service_box,ad,near,-1.286932,11.88,service_box,ad,near,-3.540889,8.180388,0.843061,cross court,Net,False,14:49:26,7116.719971,1,1252.719971,,,,,,,,,,,
197,Opponent,0,none,Forehand,Slice,88,54,0,0,no_mans_land,ad,far,0.205559,19.515783,no_mans_land,deuce,near,0.285443,3.807636,2.016493,down the line,In,False,14:49:45,7135.540039,0,1271.540039,,,,,,,,,,,
198,Opponent,1,serve,Serve,Slice,143,55,0,0,service_box,deuce,far,-3.037422,16.821161,no_mans_land,deuce,near,0.493666,0.879888,2.383126,out wide,In,False,14:50:05,7155.199951,0,1291.199951,,,,,,,,,,,
199,Player,2,return,Forehand,Topspin,65,55,0,0,no_mans_land,ad,near,-2.68195,4.581968,no_mans_land,deuce_alley,far,-5.063657,24.021013,1.175856,down the line,In,False,14:50:05,7156.099976,0,1292.099976,,,,,,,,,,,
200,Opponent,3,serve_plus_one,Forehand,Flat,87,55,0,0,no_mans_land,ad,far,1.966453,19.269934,no_mans_land,ad,near,-1.821545,0.916119,0.815087,inside out,In,False,14:50:07,7157.839966,0,1293.839966,,,,,,,,,,,
201,Player,4,return_plus_one,Backhand,Topspin,86,55,0,0,service_box,deuce,far,-1.44417,11.88,no_mans_land,ad,far,3.099442,24.812637,0.944799,down the line,Net,False,14:50:08,7158.900024,0,1294.900024,,,,,,,,,,,
202,Opponent,1,serve,Serve,Flat,145,56,0,0,service_box,ad,far,0.338343,17.34885,no_mans_land,ad,near,-0.833637,1.384109,2.303506,down the T,In,False,14:50:37,7187.839966,0,1323.839966,,,,,,,,,,,
203,Player,2,return,Forehand,Topspin,74,56,0,0,service_box,ad,near,-1.094686,6.550467,out,ad,far,0.941701,25.370802,1.1507,inside out,In,False,14:50:38,7188.5,0,1324.5,,,,,,,,,,,
204,Opponent,3,serve_plus_one,Forehand,Flat,81,56,0,0,no_mans_land,deuce,far,-1.765365,19.716888,no_mans_land,ad,near,-1.537395,0.781628,0.901327,inside in,In,False,14:50:39,7190.0,0,1326.0,,,,,,,,,,,
205,Player,4,return_plus_one,Forehand,Flat,81,56,0,0,no_mans_land,deuce,near,2.409547,3.389659,out,deuce,far,-1.661828,25.751291,1.036187,cross court,In,False,14:50:40,7191.119995,0,1327.119995,,,,,,,,,,,
206,Opponent,5,in_play,Forehand,Topspin,74,56,0,0,service_box,deuce,far,-1.670554,15.936575,no_mans_land,deuce,near,2.777968,0.799297,1.252628,cross court,In,False,14:50:42,7192.640015,0,1328.640015,,,,,,,,,,,
207,Player,6,in_play,Forehand,Topspin,93,56,0,0,no_mans_land,deuce,near,2.308611,3.902448,no_mans_land,deuce_alley,far,-4.368339,24.794661,0.836836,down the line,In,False,14:50:43,7193.859985,0,1329.859985,,,,,,,,,,,
208,Opponent,7,in_play,Forehand,Topspin,79,56,0,0,no_mans_land,deuce,far,-2.602454,19.784458,no_mans_land,deuce,near,3.738601,0.525136,1.095521,cross court,In,False,14:50:45,7195.280029,0,1331.280029,,,,,,,,,,,
209,Player,8,in_play,Forehand,Topspin,100,56,0,0,no_mans_land,ad,near,-1.65102,4.971459,out,deuce_alley,far,-4.498428,26.091574,1.050803,down the line,In,False,14:50:46,7196.579956,0,1332.579956,,,,,,,,,,,
210,Opponent,9,in_play,Backhand,Topspin,87,56,0,0,no_mans_land,ad,far,2.030057,20.955601,no_mans_land,ad,near,-0.041427,0.049712,0.723369,cross court,In,False,14:50:47,7197.780029,0,1333.780029,,,,,,,,,,,
211,Player,10,in_play,Backhand,Flat,98,56,0,0,no_mans_land,ad,near,-0.987904,4.128347,out,ad,far,2.514925,25.366482,0.962992,cross court,In,False,14:50:49,7199.359985,0,1335.359985,,,,,,,,,,,
212,Opponent,11,in_play,Backhand,Topspin,78,56,0,0,service_box,deuce,far,-1.562249,14.833732,out,ad,near,-2.148467,-0.595205,0.718344,down the line,In,False,14:50:50,7200.5,0,1336.5,,,,,,,,,,,
213,Player,12,in_play,Forehand,Topspin,99,56,0,0,service_box,ad,far,1.782109,11.88,out,deuce,far,-1.20888,25.742495,0.525787,down the line,Net,False,14:50:51,7201.780029,0,1337.780029,,,,,,,,,,,
214,Opponent,1,serve,Serve,Flat,151,57,0,0,service_box,deuce,far,-3.413827,17.066387,no_mans_land,deuce,near,0.324411,0.027948,2.561131,out wide,In,False,14:51:23,7233.280029,0,1369.280029,,,,,,,,,,,
215,Player,2,return,Forehand,Slice,76,57,0,0,no_mans_land,ad,near,-2.447584,4.637182,no_mans_land,deuce_alley,far,-5.102477,24.596594,1.116694,down the line,In,False,14:51:23,7234.099976,0,1370.099976,,,,,,,,,,,
216,Opponent,3,serve_plus_one,Forehand,Flat,86,57,0,0,no_mans_land,ad,far,2.075833,19.273193,no_mans_land,ad,near,-0.853863,0.269255,0.697698,inside out,In,False,14:51:25,7235.599976,0,1371.599976,,,,,,,,,,,
217,Player,4,return_plus_one,Backhand,Topspin,89,57,0,0,no_mans_land,deuce_alley,near,4.0,-1.0,no_mans_land,ad,far,3.49,24.47,1.204186,down the line,Out,False,14:51:26,7236.900024,0,1372.900024,Out,,Out,4.519094,2.736332,3.485439,24.472868,4.0,-1.0,3.49,24.47
218,Opponent,1,serve,Serve,Flat,160,58,0,0,service_box,deuce,far,-1.035835,18.02713,out,deuce,near,0.553729,-1.066965,2.36574,down the T,In,False,14:51:56,7267.040039,1,1403.040039,,,,,,,,,,,
